p,r,n,poly,factorization
8863,1,2,x^2 + x + 3,2^6 * 3 * 7 * 211 * 277
8863,1,3,x^3 + x^2 + 9,2 * 3^2 * 7 * 211 * 373 * 70207
8863,1,4,x^4 + x^3 + 19,2^7 * 3 * 5 * 7 * 211 * 277 * 853 * 9209
8863,1,5,x^5 + x^4 + 13,2 * 3 * 7 * 211 * 1264561 * 4880139281
8863,1,6,x^6 + x^5 + 6,2^6 * 3^2 * 7 * 13 * 97 * 199 * 211 * 277 * 313 * 373 * 70207
8863,1,7,x^7 + x^6 + 9,2 * 3 * 7^2 * 113 * 211 * 13693 * 44756736083517011
8863,1,8,x^8 + x^7 + 56,2^8 * 3 * 5 * 7 * 89 * 211 * 277 * 853 * 1297 * 9209 * 26727788057
8863,1,9,x^9 + x^8 + 57,2 * 3^3 * 7 * 19 * 211 * 373 * 70207 * 1658161 * 5128412426546041
8863,1,10,x^10 + x^9 + 5,2^6 * 3 * 7 * 11 * 211 * 277 * 1264561 * 4880139281 * 560894671174511
8863,1,11,x^11 + x^10 + 13,2 * 3 * 7 * 23^2 * 211 * 1607 * 3415256197 * 1030295160385721320759483
8863,1,12,x^12 + x^11 + 10,2^7 * 3^2 * 5 * 7 * 13 * 97 * 199 * 211 * 277 * 313 * 373 * 853 * 7069 * 9209 * 70207 * 872901038197
8863,1,13,x^13 + x^12 + 25,2 * 3 * 7 * 211 * 8212332047019412729 * 28612215968643008809952544649
8863,1,14,x^14 + x^13 + 24,2^6 * 3 * 7^2 * 113 * 211 * 277 * 13693 * 225919 * 44756736083517011 * 2145273858857048473
8863,1,15,x^15 + x^14 + 9,2 * 3^2 * 7 * 31 * 151 * 211 * 373 * 541 * 811 * 35731 * 70207 * 1264561 * 4880139281 * 518794137076140061
8863,1,16,x^16 + x^15 + 207,2^9 * 3 * 5 * 7 * 17 * 89 * 211 * 277 * 853 * 1297 * 9209 * 247601 * 1300433 * 26727788057 * 3477976965325529201
8863,1,17,x^17 + x^16 + 25,2 * 3 * 7 * 211 * 254413297 * 605641457 * 9409912623820477134816426968150637428511160609
8863,1,18,x^18 + x^17 + 5,2^6 * 3^3 * 7 * 13 * 19 * 97 * 109 * 199 * 211 * 277 * 313 * 373 * 70207 * 1658161 * 5128412426546041 * 4446906497455102177807
8863,1,19,x^19 + x^18 + 217,2 * 3 * 7 * 211 * 229 * 3307 * 8171 * 11059 * 18013 * 212117 * 435592326035537789624049854791144712341117337239
8863,1,20,x^20 + x^19 + 278,2^7 * 3 * 5^2 * 7 * 11 * 211 * 277 * 661 * 853 * 3461 * 9209 * 1002241 * 1264561 * 4880139281 * 560894671174511 * 3321243831122866501
8863,2,2,x^4 + x^3 + 19,2^7 * 3 * 5 * 7 * 211 * 277 * 853 * 9209
8863,2,3,x^6 + x^5 + 6,2^6 * 3^2 * 7 * 13 * 97 * 199 * 211 * 277 * 313 * 373 * 70207
8863,2,4,x^8 + x^7 + 56,2^8 * 3 * 5 * 7 * 89 * 211 * 277 * 853 * 1297 * 9209 * 26727788057
8863,2,5,x^10 + x^9 + 5,2^6 * 3 * 7 * 11 * 211 * 277 * 1264561 * 4880139281 * 560894671174511
8863,2,6,x^12 + x^11 + 10,2^7 * 3^2 * 5 * 7 * 13 * 97 * 199 * 211 * 277 * 313 * 373 * 853 * 7069 * 9209 * 70207 * 872901038197
8863,2,7,x^14 + x^13 + 24,2^6 * 3 * 7^2 * 113 * 211 * 277 * 13693 * 225919 * 44756736083517011 * 2145273858857048473
8863,2,8,x^16 + x^15 + 207,2^9 * 3 * 5 * 7 * 17 * 89 * 211 * 277 * 853 * 1297 * 9209 * 247601 * 1300433 * 26727788057 * 3477976965325529201
