p,n,poly,factorization
9907,2,x^2 + x + 3,2^3 * 3 * 13 * 127 * 2477
9907,3,x^3 + x^2 + 14,2 * 3^2 * 7 * 13 * 127 * 4674217
9907,4,x^4 + x^3 + 22,2^4 * 3 * 5^2 * 13 * 17 * 127 * 2477 * 115469
9907,5,x^5 + x^4 + 35,2 * 3 * 13 * 127 * 9634129757349401
9907,6,x^6 + x^5 + 29,2^3 * 3^2 * 7 * 13 * 19 * 127 * 181 * 2477 * 28537 * 4674217
9907,7,x^7 + x^6 + 84,2 * 3 * 13 * 127 * 19013 * 8172137 * 6085699871497
9907,8,x^8 + x^7 + 80,2^5 * 3 * 5^2 * 13 * 17 * 127 * 2477 * 115469 * 2788529 * 1727282969
9907,9,x^9 + x^8 + 13,2 * 3^3 * 7 * 13 * 127 * 16831 * 4674217 * 18724999002871840201
9907,10,x^10 + x^9 + 29,2^3 * 3 * 11 * 13 * 127 * 151 * 2477 * 1405351 * 4126391 * 9634129757349401
9907,11,x^11 + x^10 + 17,2 * 3 * 13 * 127 * 9108890246545158436814819011003467199757
9907,12,x^12 + x^11 + 41,2^4 * 3^2 * 5^2 * 7 * 13 * 17 * 19 * 127 * 181 * 1597 * 2477 * 28537 * 115469 * 4674217 * 6032033313949
9907,13,x^13 + x^12 + 4,2 * 3 * 13^2 * 53 * 127 * 157 * 1847 * 95142832520933471 * 47031404548471340760101
9907,14,x^14 + x^13 + 29,2^3 * 3 * 13 * 127 * 2477 * 2857 * 19013 * 8172137 * 362025959 * 914027347661 * 6085699871497
9907,15,x^15 + x^14 + 6,2 * 3^2 * 7 * 13 * 31 * 61 * 127 * 211 * 4674217 * 9634129757349401 * 232551679551627028361619001
9907,16,x^16 + x^15 + 71,2^6 * 3 * 5^2 * 13 * 17 * 127 * 193 * 1009 * 2129 * 2477 * 115469 * 2788529 * 1727282969 * 111913678695190352267537
9907,17,x^17 + x^16 + 13,2 * 3 * 13 * 127 * 8263 * 1042271096677831995885789734783758044837418135901101629621527
9907,18,x^18 + x^17 + 46,2^3 * 3^3 * 7 * 13 * 19 * 37^2 * 127 * 181 * 199 * 2477 * 16831 * 28537 * 4674217 * 3470535198454152097 * 18724999002871840201
9907,19,x^19 + x^18 + 67,2 * 3 * 13 * 127 * 229 * 836124394559 * 4414651205764643958302402146049889129789702958319430902087
9907,20,x^20 + x^19 + 77,2^4 * 3 * 5^3 * 11 * 13 * 17 * 127 * 151 * 701 * 2477 * 16381 * 115469 * 1405351 * 4126391 * 9634129757349401 * 1616251224408860525788021
