p,e,n,poly,factorization
1277,1,2,x^2 + x + 2,2^3 * 3^2 * 11 * 29 * 71
1277,1,3,x^3 + x^2 + 2,2^2 * 11 * 13 * 29 * 125539
1277,1,4,x^4 + x^3 + 2,2^4 * 3^2 * 5 * 11 * 29 * 71 * 313 * 521
1277,1,5,x^5 + x^4 + 3,2^2 * 11 * 29 * 281 * 9471036101
1277,1,6,x^6 + x^5 + 32,2^3 * 3^3 * 7 * 11 * 13 * 29 * 31 * 71 * 2503 * 125539
1277,1,7,x^7 + x^6 + 18,2^2 * 11 * 29 * 4339958797615285027
1277,1,8,x^8 + x^7 + 27,2^5 * 3^2 * 5 * 11 * 17 * 29 * 71 * 313 * 521 * 1801 * 43428113
1277,1,9,x^9 + x^8 + 7,2^2 * 11 * 13 * 19 * 29 * 125539 * 4410019 * 51754881943
1277,1,10,x^10 + x^9 + 50,2^3 * 3^2 * 11 * 29 * 71 * 101 * 281 * 9471036101 * 26308873861
1277,1,11,x^11 + x^10 + 51,2^2 * 11^2 * 23 * 29 * 36751837 * 1241222451637130860327
1277,1,12,x^12 + x^11 + 77,2^4 * 3^3 * 5 * 7 * 11 * 13 * 29 * 31 * 71 * 97 * 313 * 521 * 2503 * 125539 * 27415210729
1277,1,13,x^13 + x^12 + 39,2^2 * 11 * 29 * 86243 * 218226322861215944608336217097287
1277,1,14,x^14 + x^13 + 55,2^3 * 3^2 * 11 * 29 * 71 * 34511 * 125559010165163 * 4339958797615285027
1277,1,15,x^15 + x^14 + 45,2^2 * 11 * 13 * 29 * 61 * 281 * 9901 * 125539 * 817818571 * 9471036101 * 14306094571
1277,1,16,x^16 + x^15 + 222,2^6 * 3^2 * 5 * 11 * 17 * 29 * 71 * 257 * 313 * 521 * 1801 * 516193 * 43428113 * 75065201 * 355069441
1277,1,17,x^17 + x^16 + 43,2^2 * 11 * 29 * 1416577 * 14197891 * 2488459375619506098397006480656782203
1277,1,18,x^18 + x^17 + 132,2^3 * 3^4 * 7 * 11 * 13 * 19 * 29 * 31 * 71 * 73 * 2503 * 33967 * 125539 * 351991 * 1656199 * 4410019 * 51754881943
1277,1,19,x^19 + x^18 + 38,2^2 * 11 * 29 * 1366161649566799 * 23537811898371440827 * 2538096884105427191419
1277,1,20,x^20 + x^19 + 28,2^4 * 3^2 * 5^2 * 11 * 29 * 71 * 101 * 281 * 313 * 521 * 4801 * 9001 * 9471036101 * 26308873861 * 32729128391803541
1277,1,21,x^21 + x^20 + 43,2^2 * 11 * 13 * 29 * 125539 * 3055417 * 4339958797615285027 * 6150069927651388902018842806177
1277,1,22,x^22 + x^21 + 28,2^3 * 3^2 * 11^2 * 23 * 29 * 71 * 36751837 * 1241222451637130860327 * 11523091649319362225968024660733
1277,1,23,x^23 + x^22 + 2,2^2 * 11 * 29 * 47 * 277 * 5659 * 5981 * 26083 * 322093 * 97260426001486449716401 * 602800833348342340581553
1277,1,24,x^24 + x^23 + 94,2^5 * 3^3 * 5 * 7 * 11 * 13 * 17 * 29 * 31 * 71 * 97 * 313 * 521 * 1801 * 2503 * 125539 * 43428113 * 27415210729 * 67508556097 * 104753455732753
1277,1,25,x^25 + x^24 + 239,2^2 * 11 * 29 * 281 * 9824951 * 9471036101 * 154090799612501 * 86198810174778251 * 1019083035833669509944701
1277,2,2,x^4 + x^3 + 2,2^4 * 3^2 * 5 * 11 * 29 * 71 * 313 * 521
1277,2,3,x^6 + x^5 + 32,2^3 * 3^3 * 7 * 11 * 13 * 29 * 31 * 71 * 2503 * 125539
1277,2,4,x^8 + x^7 + 27,2^5 * 3^2 * 5 * 11 * 17 * 29 * 71 * 313 * 521 * 1801 * 43428113
1277,2,5,x^10 + x^9 + 50,2^3 * 3^2 * 11 * 29 * 71 * 101 * 281 * 9471036101 * 26308873861
1277,2,6,x^12 + x^11 + 77,2^4 * 3^3 * 5 * 7 * 11 * 13 * 29 * 31 * 71 * 97 * 313 * 521 * 2503 * 125539 * 27415210729
