p,e,n,poly,factorization
2473,1,2,x^2 + x + 5,2^4 * 3 * 103 * 1237
2473,1,3,x^3 + x^2 + 38,2^3 * 3^2 * 7 * 13 * 73 * 103 * 307
2473,1,4,x^4 + x^3 + 61,2^5 * 3 * 5 * 37 * 103 * 1237 * 16529
2473,1,5,x^5 + x^4 + 31,2^3 * 3 * 11 * 103 * 14011 * 242778541
2473,1,6,x^6 + x^5 + 30,2^4 * 3^2 * 7 * 13 * 73 * 79 * 103 * 307 * 1237 * 77383
2473,1,7,x^7 + x^6 + 30,2^3 * 3 * 103 * 883 * 259155031166716021
2473,1,8,x^8 + x^7 + 40,2^6 * 3 * 5 * 17 * 37 * 103 * 1237 * 16529 * 1100062976513
2473,1,9,x^9 + x^8 + 82,2^3 * 3^3 * 7 * 13 * 73 * 103 * 109 * 307 * 2341 * 2467 * 23581 * 5136463
2473,1,10,x^10 + x^9 + 29,2^4 * 3 * 11 * 103 * 1237 * 14011 * 242778541 * 37387023116881
2473,1,11,x^11 + x^10 + 38,2^3 * 3 * 23 * 103 * 463 * 2927 * 8647 * 81071 * 451793 * 640531 * 1353551
2473,1,12,x^12 + x^11 + 76,2^5 * 3^2 * 5 * 7 * 13 * 37 * 73 * 79 * 103 * 307 * 1213 * 1237 * 7393 * 16529 * 77383 * 4170757
2473,1,13,x^13 + x^12 + 40,2^3 * 3 * 103 * 27067 * 49535149093 * 39040147411554172867469851
2473,1,14,x^14 + x^13 + 60,2^4 * 3 * 43 * 103 * 883 * 1237 * 426283537 * 12473895547 * 259155031166716021
2473,1,15,x^15 + x^14 + 133,2^3 * 3^2 * 7 * 11 * 13 * 73 * 103 * 307 * 14011 * 242778541 * 1398354489162678559385179681
2473,1,16,x^16 + x^15 + 29,2^7 * 3 * 5 * 17 * 37 * 103 * 1237 * 16529 * 88129 * 1100062976513 * 7936775445384211842529
2473,1,17,x^17 + x^16 + 37,2^3 * 3 * 103 * 942364333123 * 2077507839497368181942680213626955698703067
2473,1,18,x^18 + x^17 + 5,2^4 * 3^3 * 7 * 13 * 19^2 * 73 * 79 * 103 * 109 * 307 * 379 * 613 * 1237 * 2341 * 2467 * 23581 * 77383 * 143281 * 5136463 * 19034839
2473,1,19,x^19 + x^18 + 41,2^3 * 3 * 103 * 216488281 * 2095546070627 * 26392354696302410798268676065496187134049
2473,1,20,x^20 + x^19 + 5,2^5 * 3 * 5^2 * 11 * 37 * 61 * 103 * 1237 * 14011 * 16529 * 242778541 * 37387023116881 * 4586622746594125263370481
2473,1,21,x^21 + x^20 + 29,2^3 * 3^2 * 7^2 * 13 * 73 * 103 * 307 * 883 * 7173727074507379 * 259155031166716021 * 1041527776289405336457373
2473,1,22,x^22 + x^21 + 201,2^4 * 3 * 23 * 103 * 199 * 463 * 1237 * 2927 * 8647 * 81071 * 451793 * 640531 * 1353551 * 474788711 * 90513242692368773575673
2473,1,23,x^23 + x^22 + 133,2^3 * 3 * 103 * 691 * 78707 * 22555535165839001 * 365057829669263076340940164215871782284884231113119
2473,2,2,x^4 + x^3 + 61,2^5 * 3 * 5 * 37 * 103 * 1237 * 16529
2473,2,3,x^6 + x^5 + 30,2^4 * 3^2 * 7 * 13 * 73 * 79 * 103 * 307 * 1237 * 77383
2473,2,4,x^8 + x^7 + 40,2^6 * 3 * 5 * 17 * 37 * 103 * 1237 * 16529 * 1100062976513
2473,2,5,x^10 + x^9 + 29,2^4 * 3 * 11 * 103 * 1237 * 14011 * 242778541 * 37387023116881
2473,2,6,x^12 + x^11 + 76,2^5 * 3^2 * 5 * 7 * 13 * 37 * 73 * 79 * 103 * 307 * 1213 * 1237 * 7393 * 16529 * 77383 * 4170757
2473,2,7,x^14 + x^13 + 60,2^4 * 3 * 43 * 103 * 883 * 1237 * 426283537 * 12473895547 * 259155031166716021
2473,2,8,x^16 + x^15 + 29,2^7 * 3 * 5 * 17 * 37 * 103 * 1237 * 16529 * 88129 * 1100062976513 * 7936775445384211842529
2473,2,9,x^18 + x^17 + 5,2^4 * 3^3 * 7 * 13 * 19^2 * 73 * 79 * 103 * 109 * 307 * 379 * 613 * 1237 * 2341 * 2467 * 23581 * 77383 * 143281 * 5136463 * 19034839
2473,2,10,x^20 + x^19 + 5,2^5 * 3 * 5^2 * 11 * 37 * 61 * 103 * 1237 * 14011 * 16529 * 242778541 * 37387023116881 * 4586622746594125263370481
2473,2,11,x^22 + x^21 + 201,2^4 * 3 * 23 * 103 * 199 * 463 * 1237 * 2927 * 8647 * 81071 * 451793 * 640531 * 1353551 * 474788711 * 90513242692368773575673
2473,3,2,x^6 + x^5 + 30,2^4 * 3^2 * 7 * 13 * 73 * 79 * 103 * 307 * 1237 * 77383
2473,3,3,x^9 + x^8 + 82,2^3 * 3^3 * 7 * 13 * 73 * 103 * 109 * 307 * 2341 * 2467 * 23581 * 5136463
2473,3,4,x^12 + x^11 + 76,2^5 * 3^2 * 5 * 7 * 13 * 37 * 73 * 79 * 103 * 307 * 1213 * 1237 * 7393 * 16529 * 77383 * 4170757
2473,3,5,x^15 + x^14 + 133,2^3 * 3^2 * 7 * 11 * 13 * 73 * 103 * 307 * 14011 * 242778541 * 1398354489162678559385179681
2473,3,6,x^18 + x^17 + 5,2^4 * 3^3 * 7 * 13 * 19^2 * 73 * 79 * 103 * 109 * 307 * 379 * 613 * 1237 * 2341 * 2467 * 23581 * 77383 * 143281 * 5136463 * 19034839
2473,3,7,x^21 + x^20 + 29,2^3 * 3^2 * 7^2 * 13 * 73 * 103 * 307 * 883 * 7173727074507379 * 259155031166716021 * 1041527776289405336457373
2473,4,2,x^8 + x^7 + 40,2^6 * 3 * 5 * 17 * 37 * 103 * 1237 * 16529 * 1100062976513
2473,4,3,x^12 + x^11 + 76,2^5 * 3^2 * 5 * 7 * 13 * 37 * 73 * 79 * 103 * 307 * 1213 * 1237 * 7393 * 16529 * 77383 * 4170757
2473,4,4,x^16 + x^15 + 29,2^7 * 3 * 5 * 17 * 37 * 103 * 1237 * 16529 * 88129 * 1100062976513 * 7936775445384211842529
2473,4,5,x^20 + x^19 + 5,2^5 * 3 * 5^2 * 11 * 37 * 61 * 103 * 1237 * 14011 * 16529 * 242778541 * 37387023116881 * 4586622746594125263370481
2473,5,2,x^10 + x^9 + 29,2^4 * 3 * 11 * 103 * 1237 * 14011 * 242778541 * 37387023116881
2473,5,3,x^15 + x^14 + 133,2^3 * 3^2 * 7 * 11 * 13 * 73 * 103 * 307 * 14011 * 242778541 * 1398354489162678559385179681
2473,5,4,x^20 + x^19 + 5,2^5 * 3 * 5^2 * 11 * 37 * 61 * 103 * 1237 * 14011 * 16529 * 242778541 * 37387023116881 * 4586622746594125263370481
2473,6,2,x^12 + x^11 + 76,2^5 * 3^2 * 5 * 7 * 13 * 37 * 73 * 79 * 103 * 307 * 1213 * 1237 * 7393 * 16529 * 77383 * 4170757
2473,6,3,x^18 + x^17 + 5,2^4 * 3^3 * 7 * 13 * 19^2 * 73 * 79 * 103 * 109 * 307 * 379 * 613 * 1237 * 2341 * 2467 * 23581 * 77383 * 143281 * 5136463 * 19034839
2473,7,2,x^14 + x^13 + 60,2^4 * 3 * 43 * 103 * 883 * 1237 * 426283537 * 12473895547 * 259155031166716021
2473,7,3,x^21 + x^20 + 29,2^3 * 3^2 * 7^2 * 13 * 73 * 103 * 307 * 883 * 7173727074507379 * 259155031166716021 * 1041527776289405336457373
2473,8,2,x^16 + x^15 + 29,2^7 * 3 * 5 * 17 * 37 * 103 * 1237 * 16529 * 88129 * 1100062976513 * 7936775445384211842529
2473,9,2,x^18 + x^17 + 5,2^4 * 3^3 * 7 * 13 * 19^2 * 73 * 79 * 103 * 109 * 307 * 379 * 613 * 1237 * 2341 * 2467 * 23581 * 77383 * 143281 * 5136463 * 19034839
2473,10,2,x^20 + x^19 + 5,2^5 * 3 * 5^2 * 11 * 37 * 61 * 103 * 1237 * 14011 * 16529 * 242778541 * 37387023116881 * 4586622746594125263370481
2473,11,2,x^22 + x^21 + 201,2^4 * 3 * 23 * 103 * 199 * 463 * 1237 * 2927 * 8647 * 81071 * 451793 * 640531 * 1353551 * 474788711 * 90513242692368773575673
