p,n,poly,factorization
5519,2,x^2 + x + 31,2^5 * 3 * 5 * 23 * 31 * 89
5519,3,x^3 + x^2 + 3,2 * 31 * 89 * 1789 * 17029
5519,4,x^4 + x^3 + 17,2^6 * 3 * 5 * 23 * 31 * 37 * 89 * 411613
5519,5,x^5 + x^4 + 2,2 * 31 * 89 * 366341 * 2532997421
5519,6,x^6 + x^5 + 38,2^5 * 3^2 * 5 * 7^2 * 23 * 31 * 89 * 1789 * 17029 * 207169
5519,7,x^7 + x^6 + 4,2 * 31 * 89 * 953 * 2437 * 12170057565571781
5519,8,x^8 + x^7 + 68,2^7 * 3 * 5 * 23 * 31 * 37 * 89 * 113 * 1321 * 411613 * 3107637257
5519,9,x^9 + x^8 + 22,2 * 19 * 31 * 89 * 163 * 1789 * 17029 * 3148741 * 2897905504933
5519,10,x^10 + x^9 + 197,2^5 * 3 * 5^2 * 11 * 23 * 31 * 41 * 89 * 101 * 701 * 366341 * 5810011 * 2532997421
5519,11,x^11 + x^10 + 7,2 * 31 * 67 * 89 * 26951 * 1889273 * 7686669951058916979586261
5519,12,x^12 + x^11 + 73,2^6 * 3^2 * 5 * 7^2 * 13 * 23 * 31 * 37 * 61 * 89 * 1789 * 17029 * 207169 * 411613 * 1169952890377
5519,13,x^13 + x^12 + 4,2 * 31 * 89 * 171341 * 12968983 * 359448113372797040952960034814627
5519,14,x^14 + x^13 + 37,2^5 * 3 * 5 * 23 * 29 * 31 * 89 * 827 * 953 * 2213 * 2437 * 363119 * 1466053387 * 12170057565571781
5519,15,x^15 + x^14 + 18,2 * 31 * 89 * 1789 * 17029 * 17041 * 366341 * 2532997421 * 50502093097376831330437681
5519,16,x^16 + x^15 + 111,2^8 * 3 * 5 * 17 * 23 * 31 * 37 * 89 * 113 * 641 * 769 * 1321 * 411613 * 15607057 * 3107637257 * 3290780003596321
5519,17,x^17 + x^16 + 27,2 * 31 * 89 * 239 * 17239 * 105673 * 6843283 * 248717586640757223622620147244747084505819
5519,18,x^18 + x^17 + 39,2^5 * 3^3 * 5 * 7^2 * 19 * 23 * 31 * 89 * 163 * 1789 * 17029 * 207169 * 3148741 * 4002571 * 2897905504933 * 2353434226676371
5519,19,x^19 + x^18 + 6,2 * 31 * 89 * 2550955619 * 8848362126578839946955987043942615575192156550519149736859
5519,20,x^20 + x^19 + 214,2^6 * 3 * 5^2 * 11 * 23 * 31 * 37 * 41 * 89 * 101 * 701 * 366341 * 411613 * 5810011 * 2532997421 * 860762103630981325264277085121
5519,21,x^21 + x^20 + 3,2 * 31 * 43 * 89 * 953 * 1597 * 1789 * 2437 * 17029 * 1137067 * 12170057565571781 * 10225548278987781887832763203293533
