p,n,poly,factorization
239,2,x^2 + x + 13,2^5 * 3 * 5 * 7 * 17
239,3,x^3 + x^2 + 5,2 * 7 * 17 * 19 * 3019
239,4,x^4 + x^3 + 13,2^6 * 3 * 5 * 7 * 13^4 * 17
239,5,x^5 + x^4 + 15,2 * 7 * 17 * 3276517921
239,6,x^6 + x^5 + 7,2^5 * 3^2 * 5 * 7 * 17 * 19 * 67 * 283 * 3019
239,7,x^7 + x^6 + 2,2 * 7^2 * 17 * 29 * 245561 * 3754507
239,8,x^8 + x^7 + 46,2^7 * 3 * 5 * 7 * 13^4 * 17 * 809 * 1217 * 1657
239,9,x^9 + x^8 + 5,2 * 7 * 17 * 19 * 3019 * 348553 * 534710377
239,10,x^10 + x^9 + 47,2^5 * 3 * 5^2 * 7 * 11^2 * 17 * 971 * 5531 * 3276517921
239,11,x^11 + x^10 + 15,2 * 7 * 17 * 23 * 26550464126812634441687
239,12,x^12 + x^11 + 63,2^6 * 3^2 * 5 * 7 * 13^4 * 17 * 19 * 67 * 283 * 3019 * 3262751521
239,13,x^13 + x^12 + 18,2 * 7 * 17 * 23167 * 1505656684590852648797983
239,14,x^14 + x^13 + 53,2^5 * 3 * 5 * 7^2 * 17 * 29 * 71 * 245561 * 370483 * 3754507 * 7055819
239,15,x^15 + x^14 + 33,2 * 7 * 17 * 19 * 61 * 3019 * 16411 * 3276517921 * 10590035477071
239,16,x^16 + x^15 + 14,2^8 * 3 * 5 * 7 * 13^4 * 17 * 809 * 1217 * 1657 * 5322960113892133441
239,17,x^17 + x^16 + 32,2 * 7 * 17^2 * 20351620493988061 * 328957234644029743013
239,18,x^18 + x^17 + 56,2^5 * 3^3 * 5 * 7 * 17 * 19 * 67 * 283 * 1693 * 3019 * 348553 * 534710377 * 36695191717
239,19,x^19 + x^18 + 93,2 * 7 * 17 * 2625839 * 2475797195261396017741474276318163519
239,20,x^20 + x^19 + 63,2^6 * 3 * 5^2 * 7 * 11^2 * 13^4 * 17 * 971 * 1901 * 5531 * 21101 * 72481 * 3661561 * 3276517921
239,21,x^21 + x^20 + 17,2 * 7^2 * 17 * 19 * 29 * 43 * 421 * 3019 * 3361 * 245561 * 3754507 * 568505715718300013767
239,22,x^22 + x^21 + 19,2^5 * 3 * 5 * 7 * 17 * 23 * 2729 * 221902468288402896259 * 26550464126812634441687
239,23,x^23 + x^22 + 186,2 * 7 * 17 * 47 * 139 * 79811 * 27844566913 * 1461029169764229202893941669928319
239,24,x^24 + x^23 + 123,2^7 * 3^2 * 5 * 7 * 13^4 * 17 * 19 * 67 * 241 * 283 * 809 * 1217 * 1657 * 3019 * 3169 * 391921 * 35566849 * 3262751521
239,25,x^25 + x^24 + 110,2 * 7 * 17 * 101 * 1151 * 3276517921 * 32739922725101 * 97159142128205843494822150751
239,26,x^26 + x^25 + x + 21,2^5 * 3 * 5 * 7 * 17 * 157 * 23167 * 65599 * 3358648841627030875951 * 1505656684590852648797983
239,27,x^27 + x^26 + 48,2 * 7 * 17 * 19 * 109 * 379 * 3019 * 17551 * 348553 * 534710377 * 4867652760381091 * 1834319796732759691
239,28,x^28 + x^27 + 65,2^6 * 3 * 5 * 7^2 * 13^4 * 17 * 29 * 71 * 701 * 245561 * 370483 * 3754507 * 7055819 * 49550631120752634599462261
239,29,x^29 + x^28 + 29,2 * 7 * 17 * 59 * 217559 * 750256043 * 165638612527 * 2478346461791357717279325549753206804801
239,30,x^30 + x^29 + 2*x + 207,2^5 * 3^2 * 5^2 * 7 * 11^2 * 17 * 19 * 31 * 61 * 67 * 283 * 971 * 3019 * 5531 * 6301 * 16411 * 3276517921 * 10590035477071 * 54729986760811
239,31,x^31 + x^30 + 33,2 * 7 * 17 * 4093 * 22523168668621 * 1474217270440771 * 32521673252093687 * 51091936272179421650021
239,32,x^32 + x^31 + 179,2^9 * 3 * 5 * 7 * 13^4 * 17 * 97 * 673 * 809 * 1217 * 1657 * 346337 * 5186321943809 * 483271582036897 * 5322960113892133441
239,33,x^33 + x^32 + 20,2 * 7 * 17 * 19 * 23 * 199 * 3019 * 7499251 * 26550464126812634441687 * 246755101841767288495830581527068999949
