p,r,n,poly,factorization
8537,1,2,x^2 + x + 12,2^4 * 3 * 11 * 97 * 1423
8537,1,3,x^3 + x^2 + 5,2^3 * 7 * 11 * 13 * 97 * 800977
8537,1,4,x^4 + x^3 + 12,2^5 * 3 * 5 * 11 * 41 * 97 * 149 * 1193 * 1423
8537,1,5,x^5 + x^4 + 35,2^3 * 11 * 61 * 97 * 6521 * 30911 * 432031
8537,1,6,x^6 + x^5 + 62,2^4 * 3^2 * 7 * 11 * 13 * 37 * 97 * 643 * 1021 * 1423 * 800977
8537,1,7,x^7 + x^6 + 24,2^3 * 11 * 97 * 695269 * 103830217 * 5362977019
8537,1,8,x^8 + x^7 + 116,2^6 * 3 * 5 * 11 * 41 * 97 * 149 * 1193 * 1423 * 1489 * 10529 * 169398401
8537,1,9,x^9 + x^8 + 42,2^3 * 7 * 11 * 13 * 19^2 * 97 * 800977 * 75215719 * 14256597064357
8537,1,10,x^10 + x^9 + 34,2^4 * 3 * 11 * 61 * 71 * 97 * 1423 * 6521 * 30911 * 432031 * 1460981 * 51199691
8537,1,11,x^11 + x^10 + 5,2^3 * 11^2 * 23 * 97 * 683 * 544712260721861 * 21847176314830651753
8537,1,12,x^12 + x^11 + 95,2^5 * 3^2 * 5 * 7 * 11 * 13 * 37 * 41 * 97 * 149 * 643 * 1021 * 1193 * 1423 * 800977 * 5311548112695793
8537,1,13,x^13 + x^12 + 10,2^3 * 11 * 97 * 13738489489408901309 * 10908756964614182649006941729
8537,1,14,x^14 + x^13 + 17,2^4 * 3 * 11 * 97 * 1423 * 4663 * 55399 * 695269 * 5245759 * 103830217 * 285630871 * 5362977019
8537,1,15,x^15 + x^14 + 35,2^3 * 7 * 11 * 13 * 61 * 97 * 6521 * 30911 * 432031 * 800977 * 9703680092101 * 2907066094769045101
8537,1,16,x^16 + x^15 + 34,2^7 * 3 * 5 * 11 * 17 * 41 * 97 * 149 * 1193 * 1423 * 1489 * 6673 * 7297 * 10529 * 128049841 * 169398401 * 133081847005073
8537,1,17,x^17 + x^16 + 70,2^3 * 11 * 97 * 1123 * 410137602713 * 1728327470864684734777604104262073052788970847219
8537,1,18,x^18 + x^17 + 42,2^4 * 3^3 * 7 * 11 * 13 * 19^2 * 37 * 73 * 97 * 127 * 379 * 643 * 1021 * 1423 * 800977 * 75215719 * 14256597064357 * 36723548793734191
8537,1,19,x^19 + x^18 + 20,2^3 * 11 * 97 * 24169 * 134293 * 266651052294371 * 67033297120430659679165345626504806229576777661
