p,e,n,poly,factorization
7019,1,2,x^2 + x + 8,2^3 * 3^3 * 5 * 11^2 * 13 * 29
7019,1,3,x^3 + x^2 + 5,2 * 11^2 * 29 * 37 * 97 * 13729
7019,1,4,x^4 + x^3 + 38,2^4 * 3^3 * 5 * 11^2 * 13 * 29 * 53 * 464777
7019,1,5,x^5 + x^4 + 4,2 * 11^2 * 29 * 271 * 571 * 15687634021
7019,1,6,x^6 + x^5 + 40,2^3 * 3^4 * 5 * 7 * 11^2 * 13 * 19 * 29 * 37 * 97 * 13729 * 123457
7019,1,7,x^7 + x^6 + 13,2 * 11^2 * 29 * 41357 * 2891773710079203713
7019,1,8,x^8 + x^7 + 33,2^5 * 3^3 * 5 * 11^2 * 13 * 17 * 29 * 53 * 89 * 241 * 409 * 464777 * 8137513
7019,1,9,x^9 + x^8 + 9,2 * 11^2 * 29 * 37 * 97 * 13729 * 119578046563975778791741
7019,1,10,x^10 + x^9 + 26,2^3 * 3^3 * 5^2 * 11^2 * 13 * 29 * 271 * 571 * 2411 * 158981 * 1266271 * 15687634021
7019,1,11,x^11 + x^10 + 13,2 * 11^3 * 23 * 29 * 1147344350375842605501021417388320217
7019,1,12,x^12 + x^11 + 159,2^4 * 3^4 * 5 * 7 * 11^2 * 13 * 19 * 29 * 37 * 53 * 97 * 13597 * 13729 * 123457 * 464777 * 178508073613
7019,1,13,x^13 + x^12 + 29,2 * 11^2 * 29 * 79 * 50363 * 3594397505025531630965232532195883011253
7019,1,14,x^14 + x^13 + 59,2^3 * 3^3 * 5 * 11^2 * 13 * 29 * 41357 * 517921531 * 230847735607777 * 2891773710079203713
7019,1,15,x^15 + x^14 + 3,2 * 11^2 * 29 * 37 * 97 * 271 * 571 * 13729 * 15687634021 * 5890335891386807767564468015921
7019,1,16,x^16 + x^15 + 102,2^6 * 3^3 * 5 * 11^2 * 13 * 17 * 29 * 53 * 89 * 241 * 401 * 409 * 3793 * 369553 * 464777 * 8137513 * 732860449 * 7150669601
7019,1,17,x^17 + x^16 + 140,2 * 11^2 * 29 * 4206481 * 6273307 * 2423834489147779 * 542684382254957849007651410185537
7019,1,18,x^18 + x^17 + 18,2^3 * 3^5 * 5 * 7 * 11^2 * 13 * 19 * 29 * 37 * 97 * 109 * 13729 * 123457 * 365682099581908800049 * 119578046563975778791741
7019,1,19,x^19 + x^18 + 45,2 * 11^2 * 29 * 1072969 * 3493417 * 3211706611 * 2196087138425233 * 64683454202512941471736033306279
