p,r,n,poly,factorization
6841,1,2,x^2 + x + 22,2^4 * 3^2 * 5 * 11 * 19 * 311
6841,1,3,x^3 + x^2 + 22,2^3 * 3^3 * 5 * 7^3 * 13 * 19 * 3499
6841,1,4,x^4 + x^3 + 22,2^5 * 3^2 * 5 * 11 * 19 * 311 * 23399641
6841,1,5,x^5 + x^4 + 22,2^3 * 3^2 * 5^2 * 19 * 61^2 * 71 * 1658264591
6841,1,6,x^6 + x^5 + 199,2^4 * 3^3 * 5 * 7^3 * 11 * 13 * 19 * 311 * 757 * 3499 * 61813
6841,1,7,x^7 + x^6 + 55,2^3 * 3^2 * 5 * 19 * 43 * 2384034718298814828829
6841,1,8,x^8 + x^7 + 47,2^6 * 3^2 * 5 * 11 * 19 * 89 * 311 * 11177 * 23399641 * 1100862577
6841,1,9,x^9 + x^8 + 66,2^3 * 3^4 * 5 * 7^3 * 13 * 19 * 37 * 3499 * 6949 * 187219 * 709777668043
6841,1,10,x^10 + x^9 + 31,2^4 * 3^2 * 5^2 * 11 * 19 * 61^2 * 71 * 311 * 1658264591 * 2189852595028081
6841,1,11,x^11 + x^10 + 31,2^3 * 3^2 * 5 * 19 * 224522253719438017674864122927765440211
6841,1,12,x^12 + x^11 + 103,2^5 * 3^3 * 5 * 7^3 * 11 * 13 * 19 * 311 * 757 * 3499 * 13033 * 61813 * 23399641 * 168048235657
6841,1,13,x^13 + x^12 + 68,2^3 * 3^2 * 5 * 19 * 878021 * 1342199 * 8916137547854429932812161766531727
6841,1,14,x^14 + x^13 + 103,2^4 * 3^2 * 5 * 11 * 19 * 43 * 311 * 4565471 * 22447525555040951 * 2384034718298814828829
6841,1,15,x^15 + x^14 + 99,2^3 * 3^3 * 5^2 * 7^3 * 13 * 19 * 61^2 * 71 * 3499 * 1658264591 * 4796155272821945116996102577761
6841,1,16,x^16 + x^15 + 31,2^7 * 3^2 * 5 * 11 * 17 * 19 * 89 * 311 * 11177 * 23399641 * 26703601 * 1100862577 * 5283332898786274932833
6841,1,17,x^17 + x^16 + 87,2^3 * 3^2 * 5 * 19 * 777479 * 1344686741 * 42125677273 * 154099672802209 * 3390927720135919837859
6841,1,18,x^18 + x^17 + 22,2^4 * 3^4 * 5 * 7^3 * 11 * 13 * 19 * 37 * 311 * 757 * 3499 * 6949 * 8713 * 27127 * 61813 * 187219 * 709777668043 * 433658697557671
6841,1,19,x^19 + x^18 + 246,2^3 * 3^2 * 5 * 19^2 * 6689 * 1309654428437 * 1501261625102461847 * 4310108671524200025719040833707091
6841,1,20,x^20 + x^19 + 118,2^5 * 3^2 * 5^2 * 11 * 19 * 61^2 * 71 * 311 * 2621 * 23399641 * 1658264591 * 3985461216181 * 459209755773761 * 2189852595028081
6841,2,2,x^4 + x^3 + 22,2^5 * 3^2 * 5 * 11 * 19 * 311 * 23399641
6841,2,3,x^6 + x^5 + 199,2^4 * 3^3 * 5 * 7^3 * 11 * 13 * 19 * 311 * 757 * 3499 * 61813
6841,2,4,x^8 + x^7 + 47,2^6 * 3^2 * 5 * 11 * 19 * 89 * 311 * 11177 * 23399641 * 1100862577
6841,2,5,x^10 + x^9 + 31,2^4 * 3^2 * 5^2 * 11 * 19 * 61^2 * 71 * 311 * 1658264591 * 2189852595028081
6841,2,6,x^12 + x^11 + 103,2^5 * 3^3 * 5 * 7^3 * 11 * 13 * 19 * 311 * 757 * 3499 * 13033 * 61813 * 23399641 * 168048235657
6841,2,7,x^14 + x^13 + 103,2^4 * 3^2 * 5 * 11 * 19 * 43 * 311 * 4565471 * 22447525555040951 * 2384034718298814828829
