p,n,poly,factorization
3821,2,x^2 + x + 10,2^3 * 3 * 5 * 7^2 * 13 * 191
3821,3,x^3 + x^2 + 15,2^2 * 5 * 37 * 191 * 394699
3821,4,x^4 + x^3 + 46,2^4 * 3 * 5 * 7^2 * 13 * 17 * 191 * 429413
3821,5,x^5 + x^4 + 10,2^2 * 5^2 * 11 * 31 * 101 * 191 * 1238158001
3821,6,x^6 + x^5 + 7,2^3 * 3^2 * 5 * 7^2 * 13 * 37 * 43 * 191 * 113149 * 394699
3821,7,x^7 + x^6 + 48,2^2 * 5 * 191 * 3112976920905134054227
3821,8,x^8 + x^7 + 40,2^5 * 3 * 5 * 7^2 * 13 * 17 * 191 * 429413 * 106580598600841
3821,9,x^9 + x^8 + 18,2^2 * 5 * 37 * 191 * 394699 * 516673 * 6023465942306671
3821,10,x^10 + x^9 + 141,2^3 * 3 * 5^2 * 7^2 * 11 * 13 * 31 * 101 * 191 * 211 * 271 * 1238158001 * 3726857261
3821,11,x^11 + x^10 + 12,2^2 * 5 * 23^2 * 191 * 331 * 84713729 * 44734911916414622438141
3821,12,x^12 + x^11 + 109,2^4 * 3^2 * 5 * 7^2 * 13 * 17 * 37 * 43 * 191 * 87553 * 113149 * 394699 * 429413 * 2434653097
3821,13,x^13 + x^12 + 7,2^2 * 5 * 191 * 50099479 * 193377044122414101924940695728254387
3821,14,x^14 + x^13 + 15,2^3 * 3 * 5 * 7^3 * 13 * 29 * 191 * 1196119 * 12813806282873 * 3112976920905134054227
3821,15,x^15 + x^14 + 7,2^2 * 5^2 * 11 * 31 * 37 * 101 * 191 * 394699 * 26211001 * 1238158001 * 1733081633220736361881
3821,16,x^16 + x^15 + 3,2^6 * 3 * 5 * 7^2 * 13 * 17 * 191 * 449 * 429413 * 384113773553 * 106580598600841 * 131728602504673
3821,17,x^17 + x^16 + 7,2^2 * 5 * 137 * 191 * 613 * 369581 * 120804653 * 550772106627399765434890024066254335789
3821,18,x^18 + x^17 + 74,2^3 * 3^3 * 5 * 7^2 * 13 * 19 * 37 * 43 * 191 * 113149 * 394699 * 516673 * 6023465942306671 * 54599337170137563373
3821,19,x^19 + x^18 + 69,2^2 * 5 * 191 * 30150905059070035729661005775217878128164023562822015458132336839
3821,20,x^20 + x^19 + 161,2^4 * 3 * 5^2 * 7^2 * 11 * 13 * 17 * 31 * 41 * 101 * 191 * 211 * 271 * 429413 * 1238158001 * 3726857261 * 1108236411714437321769364841
3821,21,x^21 + x^20 + 34,2^2 * 5 * 37 * 191 * 394699 * 286353481 * 3112976920905134054227 * 33814915818402460282401587082926641
3821,22,x^22 + x^21 + 95,2^3 * 3 * 5 * 7^2 * 13 * 23^2 * 191 * 331 * 84713729 * 2178595079 * 5425523991493 * 56109774753583 * 44734911916414622438141
