p,r,n,poly,factorization
877,1,2,x^2 + x + 5,2^3 * 3 * 73 * 439
877,1,3,x^3 + x^2 + 2,2^2 * 3^2 * 7 * 37 * 73 * 991
877,1,4,x^4 + x^3 + 19,2^4 * 3 * 5 * 73 * 439 * 76913
877,1,5,x^5 + x^4 + 2,2^2 * 3 * 41 * 71 * 73 * 203447171
877,1,6,x^6 + x^5 + 19,2^3 * 3^2 * 7 * 37 * 73 * 139 * 439 * 991 * 5527
877,1,7,x^7 + x^6 + 42,2^2 * 3 * 29 * 73 * 379 * 491 * 84406199767
877,1,8,x^8 + x^7 + 42,2^5 * 3 * 5 * 73 * 439 * 7057 * 76913 * 41912953
877,1,9,x^9 + x^8 + 44,2^2 * 3^3 * 7 * 37 * 73 * 991 * 2269 * 66840826322089
877,1,10,x^10 + x^9 + 42,2^3 * 3 * 11 * 41 * 71 * 73 * 241 * 439 * 203447171 * 222891611
877,1,11,x^11 + x^10 + 62,2^2 * 3 * 23 * 73 * 391396897 * 29932721614552349737
877,1,12,x^12 + x^11 + 42,2^4 * 3^2 * 5 * 7 * 13 * 37 * 73 * 139 * 439 * 991 * 5527 * 16633 * 76913 * 2735797
877,1,13,x^13 + x^12 + 58,2^2 * 3 * 73 * 79 * 1249 * 1101966394800779 * 1906043146088849
877,1,14,x^14 + x^13 + 96,2^3 * 3 * 29 * 73 * 379 * 439 * 491 * 1303 * 13399 * 17417 * 1494557 * 84406199767
877,1,15,x^15 + x^14 + 44,2^2 * 3^2 * 7 * 31 * 37 * 41 * 71 * 73 * 421 * 991 * 1471 * 47791 * 203447171 * 380976931891
877,1,16,x^16 + x^15 + 14,2^6 * 3 * 5 * 17 * 73 * 439 * 7057 * 76913 * 1159649 * 41912953 * 8875468195241377
877,1,17,x^17 + x^16 + 47,2^2 * 3 * 73 * 1667 * 5237 * 56795064373891192631 * 247263613204720016329
877,1,18,x^18 + x^17 + 62,2^3 * 3^3 * 7 * 19 * 37 * 73 * 139 * 439 * 991 * 2269 * 5527 * 66840826322089 * 23946605443442503
877,1,19,x^19 + x^18 + 142,2^2 * 3 * 73 * 571 * 1383230059 * 119387165567549337246488584850916851951983
877,1,20,x^20 + x^19 + 101,2^4 * 3 * 5^2 * 11 * 41 * 61 * 71 * 73 * 101 * 241 * 439 * 76913 * 203447171 * 222891611 * 11359912053172061581
877,1,21,x^21 + x^20 + 180,2^2 * 3^2 * 7^2 * 29 * 37 * 43 * 73 * 379 * 491 * 991 * 3067 * 4159 * 42337 * 4974691 * 84406199767 * 255707962211059
877,1,22,x^22 + x^21 + 14,2^3 * 3 * 23 * 73 * 439 * 391396897 * 37028928073567 * 7260388680240499 * 29932721614552349737
877,1,23,x^23 + x^22 + 188,2^2 * 3 * 73 * 461 * 372003074620123 * 325266312746180281053758925271608123969372986269
877,1,24,x^24 + x^23 + 138,2^5 * 3^2 * 5 * 7 * 13 * 37 * 73 * 97 * 139 * 439 * 991 * 5527 * 7057 * 16633 * 76913 * 2735797 * 41912953 * 3607655111157591122353
