p,r,n,poly,factorization
7237,1,2,x^2 + x + 2,2^3 * 3^3 * 7 * 11 * 47 * 67
7237,1,3,x^3 + x^2 + 2,2^2 * 3^4 * 13 * 67 * 1343113
7237,1,4,x^4 + x^3 + 7,2^4 * 3^3 * 5 * 7 * 11 * 47 * 67 * 5237417
7237,1,5,x^5 + x^4 + 37,2^2 * 3^3 * 67 * 334661 * 8197646761
7237,1,6,x^6 + x^5 + 7,2^3 * 3^4 * 7 * 11 * 13 * 47 * 67 * 601 * 87133 * 1343113
7237,1,7,x^7 + x^6 + 58,2^2 * 3^3 * 29 * 67 * 4954655376395880527303
7237,1,8,x^8 + x^7 + 38,2^5 * 3^3 * 5 * 7 * 11 * 47 * 67 * 73 * 809 * 1289 * 2393 * 7529 * 5237417
7237,1,9,x^9 + x^8 + 78,2^2 * 3^5 * 13 * 19 * 67 * 1343113 * 2520441257783854914559
7237,1,10,x^10 + x^9 + 24,2^3 * 3^3 * 7 * 11 * 47 * 67 * 71 * 35401 * 334661 * 1091190071 * 8197646761
7237,1,11,x^11 + x^10 + 15,2^2 * 3^3 * 67 * 28579 * 12180367 * 1132239594891396069033635219
7237,1,12,x^12 + x^11 + 70,2^4 * 3^4 * 5 * 7 * 11 * 13 * 47 * 67 * 277 * 601 * 3877 * 87133 * 1343113 * 5237417 * 2554222417
7237,1,13,x^13 + x^12 + 2,2^2 * 3^3 * 67 * 18272798696317273343 * 1129686180752412310223580827
7237,1,14,x^14 + x^13 + 15,2^3 * 3^3 * 7^2 * 11 * 29 * 47 * 67 * 127 * 211 * 659 * 67061 * 17328133033 * 4954655376395880527303
7237,1,15,x^15 + x^14 + 51,2^2 * 3^4 * 13 * 31 * 67 * 334661 * 1343113 * 170353441 * 8197646761 * 1424609914113914012431
7237,1,16,x^16 + x^15 + 70,2^6 * 3^3 * 5 * 7 * 11 * 17 * 47 * 67 * 73 * 809 * 1289 * 2393 * 3121 * 7529 * 5237417 * 104433377 * 678979361557917649
7237,1,17,x^17 + x^16 + 26,2^2 * 3^3 * 67 * 239 * 26224507 * 57224551 * 3575227501 * 44157641257884646079318931186204247
7237,1,18,x^18 + x^17 + 5,2^3 * 3^5 * 7 * 11 * 13 * 19 * 47 * 67 * 109 * 601 * 87133 * 1343113 * 27557227 * 47828793318499 * 2520441257783854914559
7237,1,19,x^19 + x^18 + 62,2^2 * 3^3 * 67 * 419 * 60953 * 123385051 * 941114940660469709449091862901410640140227271970311511
7237,1,20,x^20 + x^19 + 219,2^4 * 3^3 * 5^2 * 7 * 11 * 41 * 47 * 67 * 71 * 35401 * 334661 * 5237417 * 1091190071 * 8197646761 * 36704111173319112140007013621
7237,2,2,x^4 + x^3 + 7,2^4 * 3^3 * 5 * 7 * 11 * 47 * 67 * 5237417
7237,2,3,x^6 + x^5 + 7,2^3 * 3^4 * 7 * 11 * 13 * 47 * 67 * 601 * 87133 * 1343113
7237,2,4,x^8 + x^7 + 38,2^5 * 3^3 * 5 * 7 * 11 * 47 * 67 * 73 * 809 * 1289 * 2393 * 7529 * 5237417
7237,2,5,x^10 + x^9 + 24,2^3 * 3^3 * 7 * 11 * 47 * 67 * 71 * 35401 * 334661 * 1091190071 * 8197646761
7237,2,6,x^12 + x^11 + 70,2^4 * 3^4 * 5 * 7 * 11 * 13 * 47 * 67 * 277 * 601 * 3877 * 87133 * 1343113 * 5237417 * 2554222417
7237,2,7,x^14 + x^13 + 15,2^3 * 3^3 * 7^2 * 11 * 29 * 47 * 67 * 127 * 211 * 659 * 67061 * 17328133033 * 4954655376395880527303
7237,2,8,x^16 + x^15 + 70,2^6 * 3^3 * 5 * 7 * 11 * 17 * 47 * 67 * 73 * 809 * 1289 * 2393 * 3121 * 7529 * 5237417 * 104433377 * 678979361557917649
7237,2,9,x^18 + x^17 + 5,2^3 * 3^5 * 7 * 11 * 13 * 19 * 47 * 67 * 109 * 601 * 87133 * 1343113 * 27557227 * 47828793318499 * 2520441257783854914559
7237,2,10,x^20 + x^19 + 219,2^4 * 3^3 * 5^2 * 7 * 11 * 41 * 47 * 67 * 71 * 35401 * 334661 * 5237417 * 1091190071 * 8197646761 * 36704111173319112140007013621
7237,3,2,x^6 + x^5 + 7,2^3 * 3^4 * 7 * 11 * 13 * 47 * 67 * 601 * 87133 * 1343113
7237,3,3,x^9 + x^8 + 78,2^2 * 3^5 * 13 * 19 * 67 * 1343113 * 2520441257783854914559
7237,3,4,x^12 + x^11 + 70,2^4 * 3^4 * 5 * 7 * 11 * 13 * 47 * 67 * 277 * 601 * 3877 * 87133 * 1343113 * 5237417 * 2554222417
7237,3,5,x^15 + x^14 + 51,2^2 * 3^4 * 13 * 31 * 67 * 334661 * 1343113 * 170353441 * 8197646761 * 1424609914113914012431
7237,3,6,x^18 + x^17 + 5,2^3 * 3^5 * 7 * 11 * 13 * 19 * 47 * 67 * 109 * 601 * 87133 * 1343113 * 27557227 * 47828793318499 * 2520441257783854914559
7237,4,2,x^8 + x^7 + 38,2^5 * 3^3 * 5 * 7 * 11 * 47 * 67 * 73 * 809 * 1289 * 2393 * 7529 * 5237417
7237,4,3,x^12 + x^11 + 70,2^4 * 3^4 * 5 * 7 * 11 * 13 * 47 * 67 * 277 * 601 * 3877 * 87133 * 1343113 * 5237417 * 2554222417
7237,4,4,x^16 + x^15 + 70,2^6 * 3^3 * 5 * 7 * 11 * 17 * 47 * 67 * 73 * 809 * 1289 * 2393 * 3121 * 7529 * 5237417 * 104433377 * 678979361557917649
7237,4,5,x^20 + x^19 + 219,2^4 * 3^3 * 5^2 * 7 * 11 * 41 * 47 * 67 * 71 * 35401 * 334661 * 5237417 * 1091190071 * 8197646761 * 36704111173319112140007013621
7237,5,2,x^10 + x^9 + 24,2^3 * 3^3 * 7 * 11 * 47 * 67 * 71 * 35401 * 334661 * 1091190071 * 8197646761
7237,5,3,x^15 + x^14 + 51,2^2 * 3^4 * 13 * 31 * 67 * 334661 * 1343113 * 170353441 * 8197646761 * 1424609914113914012431
7237,5,4,x^20 + x^19 + 219,2^4 * 3^3 * 5^2 * 7 * 11 * 41 * 47 * 67 * 71 * 35401 * 334661 * 5237417 * 1091190071 * 8197646761 * 36704111173319112140007013621
7237,6,2,x^12 + x^11 + 70,2^4 * 3^4 * 5 * 7 * 11 * 13 * 47 * 67 * 277 * 601 * 3877 * 87133 * 1343113 * 5237417 * 2554222417
7237,6,3,x^18 + x^17 + 5,2^3 * 3^5 * 7 * 11 * 13 * 19 * 47 * 67 * 109 * 601 * 87133 * 1343113 * 27557227 * 47828793318499 * 2520441257783854914559
7237,7,2,x^14 + x^13 + 15,2^3 * 3^3 * 7^2 * 11 * 29 * 47 * 67 * 127 * 211 * 659 * 67061 * 17328133033 * 4954655376395880527303
7237,8,2,x^16 + x^15 + 70,2^6 * 3^3 * 5 * 7 * 11 * 17 * 47 * 67 * 73 * 809 * 1289 * 2393 * 3121 * 7529 * 5237417 * 104433377 * 678979361557917649
7237,9,2,x^18 + x^17 + 5,2^3 * 3^5 * 7 * 11 * 13 * 19 * 47 * 67 * 109 * 601 * 87133 * 1343113 * 27557227 * 47828793318499 * 2520441257783854914559
7237,10,2,x^20 + x^19 + 219,2^4 * 3^3 * 5^2 * 7 * 11 * 41 * 47 * 67 * 71 * 35401 * 334661 * 5237417 * 1091190071 * 8197646761 * 36704111173319112140007013621
