p,n,poly,factorization
739,2,x^2 + x + 22,2^3 * 3^2 * 5 * 37 * 41
739,3,x^3 + x^2 + 11,2 * 3^3 * 7 * 41 * 26041
739,4,x^4 + x^3 + 3,2^4 * 3^2 * 5 * 37 * 41 * 273061
739,5,x^5 + x^4 + 9,2 * 3^2 * 41 * 1861 * 160479461
739,6,x^6 + x^5 + 19,2^3 * 3^3 * 5 * 7 * 31 * 37 * 41 * 73 * 241 * 26041
739,7,x^7 + x^6 + 11,2 * 3^2 * 41 * 3907 * 10039 * 4158348097
739,8,x^8 + x^7 + 72,2^5 * 3^2 * 5 * 17 * 37 * 41 * 7417 * 273061 * 1182689
739,9,x^9 + x^8 + 6,2 * 3^4 * 7 * 19 * 41 * 26041 * 1885159 * 1515806587
739,10,x^10 + x^9 + 51,2^3 * 3^2 * 5^2 * 11 * 37 * 41 * 1451 * 1861 * 3732161 * 160479461
739,11,x^11 + x^10 + 11,2 * 3^2 * 23 * 41 * 1013 * 26731 * 78105204392805499229
739,12,x^12 + x^11 + 117,2^4 * 3^3 * 5 * 7 * 13 * 31 * 37 * 41 * 73 * 241 * 26041 * 273061 * 22942123117
739,13,x^13 + x^12 + 21,2 * 3^2 * 41 * 131 * 313 * 647896604811853058596537547387
739,14,x^14 + x^13 + 123,2^3 * 3^2 * 5 * 37 * 41 * 43 * 3907 * 10039 * 4158348097 * 3782778338522569
739,15,x^15 + x^14 + 31,2 * 3^3 * 7 * 41 * 541 * 1861 * 26041 * 35311 * 186301 * 160479461 * 24960021991
739,16,x^16 + x^15 + 23,2^6 * 3^2 * 5 * 17 * 37 * 41 * 257 * 1889 * 7417 * 273061 * 1182689 * 5306929 * 17263035073
739,17,x^17 + x^16 + 6,2 * 3^2 * 41 * 239 * 134369 * 1702313 * 112252886697401 * 1291115726198012207
739,18,x^18 + x^17 + 86,2^3 * 3^4 * 5 * 7 * 19 * 31 * 37 * 41 * 73 * 241 * 26041 * 1885159 * 1515806587 * 162879575688146143
739,19,x^19 + x^18 + 58,2 * 3^2 * 41 * 6841 * 101537 * 6229368889651616440306094514921605212962773
739,20,x^20 + x^19 + 19,2^4 * 3^2 * 5^2 * 11 * 37 * 41 * 101 * 1451 * 1861 * 147881 * 273061 * 3732161 * 160479461 * 5955537443139061
739,21,x^21 + x^20 + 49,2 * 3^3 * 7^2 * 41 * 3907 * 10039 * 26041 * 12999673 * 78517279 * 4158348097 * 3708083254481340169
739,22,x^22 + x^21 + 3,2^3 * 3^2 * 5 * 23 * 37 * 41 * 1013 * 1123 * 26731 * 243167 * 78105204392805499229 * 177653066985996912971
739,23,x^23 + x^22 + 73,2 * 3^2 * 41 * 47 * 139 * 27509 * 4674280131272608853209 * 1536255757387752593382549533557157
739,24,x^24 + x^23 + 7,2^5 * 3^3 * 5 * 7 * 13 * 17 * 31 * 37 * 41 * 73 * 241 * 7417 * 26041 * 31249 * 273061 * 1182689 * 25134073 * 22942123117 * 113254772233
739,25,x^25 + x^24 + 66,2 * 3^2 * 41 * 1861 * 2564651 * 160479461 * 371285401 * 2478292830893549474519416907410636592362051
739,26,x^26 + x^25 + 33,2^3 * 3^2 * 5 * 37 * 41 * 131 * 157 * 313 * 599 * 6749159 * 41741672373600325479289 * 647896604811853058596537547387
739,27,x^27 + x^26 + 39,2 * 3^5 * 7 * 19 * 41 * 20899 * 26041 * 1885159 * 1515806587 * 6720854739962267557 * 10254833689157586653967124129
