p,r,n,poly,factorization
4409,1,2,x^2 + x + 12,2^4 * 3^2 * 5 * 7^2 * 19 * 29
4409,1,3,x^3 + x^2 + 7,2^3 * 19 * 29 * 19443691
4409,1,4,x^4 + x^3 + 27,2^5 * 3^2 * 5 * 7^2 * 19 * 29 * 37 * 262693
4409,1,5,x^5 + x^4 + 35,2^3 * 11 * 19 * 29 * 139591 * 246155081
4409,1,6,x^6 + x^5 + 87,2^4 * 3^3 * 5 * 7^2 * 19 * 29 * 157 * 41263 * 19443691
4409,1,7,x^7 + x^6 + 24,2^3 * 19 * 29 * 7347491730297285656671
4409,1,8,x^8 + x^7 + 71,2^6 * 3^2 * 5 * 7^2 * 19 * 29 * 37 * 433 * 262693 * 436357558657
4409,1,9,x^9 + x^8 + 7,2^3 * 19 * 29 * 181 * 1747 * 3853 * 114913 * 19443691 * 52468777
4409,1,10,x^10 + x^9 + 14,2^4 * 3^2 * 5^2 * 7^2 * 11 * 19 * 29 * 139591 * 246155081 * 75559991488381
4409,1,11,x^11 + x^10 + 17,2^3 * 19 * 23^2 * 29 * 1073575603 * 4888900467561412449496273
4409,1,12,x^12 + x^11 + 14,2^5 * 3^3 * 5 * 7^2 * 13 * 19 * 29 * 37 * 157 * 8089 * 13597 * 41263 * 262693 * 264289 * 19443691
4409,1,13,x^13 + x^12 + 63,2^3 * 19 * 29 * 53 * 79 * 313 * 482139659 * 4879080014693 * 17507397955253753
4409,1,14,x^14 + x^13 + 54,2^4 * 3^2 * 5 * 7^3 * 19 * 29 * 1049165647785890352271 * 7347491730297285656671
4409,1,15,x^15 + x^14 + 63,2^3 * 11 * 19 * 29 * 31 * 16381 * 139591 * 224251 * 19443691 * 246155081 * 1253677365914086801
4409,1,16,x^16 + x^15 + 94,2^7 * 3^2 * 5 * 7^2 * 17 * 19 * 29 * 37 * 433 * 5857 * 262693 * 500977 * 907793 * 436357558657 * 1576747068529
4409,1,17,x^17 + x^16 + 73,2^3 * 19 * 29 * 4013 * 5082424483690606227260889252583366367460897108756651317
4409,1,18,x^18 + x^17 + 118,2^4 * 3^4 * 5 * 7^2 * 19 * 29 * 157 * 181 * 1747 * 3853 * 41263 * 114913 * 9123769 * 19443691 * 52468777 * 268376853704059
4409,1,19,x^19 + x^18 + 163,2^3 * 19^2 * 29 * 1982240721263213142359 * 10527137543097419453268381242310768672999791
4409,1,20,x^20 + x^19 + 14,2^5 * 3^2 * 5^2 * 7^2 * 11 * 19 * 29 * 37 * 1201 * 7621 * 138041 * 139591 * 262693 * 634181 * 246155081 * 178215090721 * 75559991488381
4409,1,21,x^21 + x^20 + 3,2^3 * 19 * 29 * 43 * 37717 * 6662881 * 19443691 * 4579615745083 * 1090149296765449957 * 7347491730297285656671
4409,2,2,x^4 + x^3 + 27,2^5 * 3^2 * 5 * 7^2 * 19 * 29 * 37 * 262693
4409,2,3,x^6 + x^5 + 87,2^4 * 3^3 * 5 * 7^2 * 19 * 29 * 157 * 41263 * 19443691
4409,2,4,x^8 + x^7 + 71,2^6 * 3^2 * 5 * 7^2 * 19 * 29 * 37 * 433 * 262693 * 436357558657
4409,2,5,x^10 + x^9 + 14,2^4 * 3^2 * 5^2 * 7^2 * 11 * 19 * 29 * 139591 * 246155081 * 75559991488381
4409,2,6,x^12 + x^11 + 14,2^5 * 3^3 * 5 * 7^2 * 13 * 19 * 29 * 37 * 157 * 8089 * 13597 * 41263 * 262693 * 264289 * 19443691
4409,2,7,x^14 + x^13 + 54,2^4 * 3^2 * 5 * 7^3 * 19 * 29 * 1049165647785890352271 * 7347491730297285656671
4409,2,8,x^16 + x^15 + 94,2^7 * 3^2 * 5 * 7^2 * 17 * 19 * 29 * 37 * 433 * 5857 * 262693 * 500977 * 907793 * 436357558657 * 1576747068529
4409,2,9,x^18 + x^17 + 118,2^4 * 3^4 * 5 * 7^2 * 19 * 29 * 157 * 181 * 1747 * 3853 * 41263 * 114913 * 9123769 * 19443691 * 52468777 * 268376853704059
