p,e,n,poly,factorization
3457,1,2,x^2 + x + 14,2^8 * 3^3 * 7 * 13 * 19
3457,1,3,x^3 + x^2 + 7,2^7 * 3^4 * 3984769
3457,1,4,x^4 + x^3 + 28,2^9 * 3^3 * 5^2 * 7 * 13 * 19 * 239017
3457,1,5,x^5 + x^4 + 17,2^7 * 3^3 * 11 * 31 * 311 * 1347126551
3457,1,6,x^6 + x^5 + 28,2^8 * 3^4 * 7 * 13 * 19 * 97 * 123169 * 3984769
3457,1,7,x^7 + x^6 + 7,2^7 * 3^3 * 33849591917 * 50439234371
3457,1,8,x^8 + x^7 + 42,2^10 * 3^3 * 5^2 * 7 * 13 * 19 * 239017 * 71411395910401
3457,1,9,x^9 + x^8 + 17,2^7 * 3^5 * 37 * 3173293 * 3984769 * 4845773658241
3457,1,10,x^10 + x^9 + 17,2^8 * 3^3 * 7 * 11 * 13 * 19 * 31 * 61^2 * 311 * 169501 * 226381 * 1347126551
3457,1,11,x^11 + x^10 + 28,2^7 * 3^3 * 67 * 2399 * 461407 * 20834903 * 157811529389489999
3457,1,12,x^12 + x^11 + 120,2^9 * 3^4 * 5^2 * 7 * 13 * 19 * 97 * 123169 * 239017 * 1893049 * 3984769 * 75445897
3457,1,13,x^13 + x^12 + 136,2^7 * 3^3 * 443 * 22153 * 155689 * 1907321908641522712051070438471
3457,1,14,x^14 + x^13 + 45,2^8 * 3^3 * 7^2 * 13 * 19 * 29 * 22108423 * 33849591917 * 50439234371 * 380204160197
3457,1,15,x^15 + x^14 + 21,2^7 * 3^4 * 11 * 31 * 311 * 3984769 * 1347126551 * 20392449271021234517003712001
3457,1,16,x^16 + x^15 + 30,2^11 * 3^3 * 5^2 * 7 * 13 * 17 * 19 * 239017 * 22182206897 * 71411395910401 * 27046518381104449
3457,1,17,x^17 + x^16 + 89,2^7 * 3^3 * 19754096357 * 21069709634804102805635793878827656660818485693
3457,1,18,x^18 + x^17 + 77,2^8 * 3^5 * 7 * 13 * 19 * 37 * 97 * 127 * 123169 * 3173293 * 3984769 * 4845773658241 * 13439792273759950591
3457,1,19,x^19 + x^18 + 21,2^7 * 3^3 * 571 * 100511 * 28850894623 * 71799869717936993 * 41839051906913683050522122473
3457,1,20,x^20 + x^19 + 51,2^9 * 3^3 * 5^3 * 7 * 11 * 13 * 19 * 31 * 61^2 * 311 * 169501 * 226381 * 239017 * 1347126551 * 4079669631326877007769668301
3457,1,21,x^21 + x^20 + 73,2^7 * 3^4 * 43 * 883 * 1723 * 258469 * 314581 * 3984769 * 7511304403 * 33849591917 * 50439234371 * 72894734486281
3457,1,22,x^22 + x^21 + 60,2^8 * 3^3 * 7 * 13 * 19 * 23 * 67 * 199 * 463 * 2399 * 461407 * 20834903 * 2663368469543 * 43179243434151001 * 157811529389489999
3457,2,2,x^4 + x^3 + 28,2^9 * 3^3 * 5^2 * 7 * 13 * 19 * 239017
3457,2,3,x^6 + x^5 + 28,2^8 * 3^4 * 7 * 13 * 19 * 97 * 123169 * 3984769
3457,2,4,x^8 + x^7 + 42,2^10 * 3^3 * 5^2 * 7 * 13 * 19 * 239017 * 71411395910401
3457,2,5,x^10 + x^9 + 17,2^8 * 3^3 * 7 * 11 * 13 * 19 * 31 * 61^2 * 311 * 169501 * 226381 * 1347126551
3457,2,6,x^12 + x^11 + 120,2^9 * 3^4 * 5^2 * 7 * 13 * 19 * 97 * 123169 * 239017 * 1893049 * 3984769 * 75445897
3457,2,7,x^14 + x^13 + 45,2^8 * 3^3 * 7^2 * 13 * 19 * 29 * 22108423 * 33849591917 * 50439234371 * 380204160197
3457,2,8,x^16 + x^15 + 30,2^11 * 3^3 * 5^2 * 7 * 13 * 17 * 19 * 239017 * 22182206897 * 71411395910401 * 27046518381104449
3457,2,9,x^18 + x^17 + 77,2^8 * 3^5 * 7 * 13 * 19 * 37 * 97 * 127 * 123169 * 3173293 * 3984769 * 4845773658241 * 13439792273759950591
3457,2,10,x^20 + x^19 + 51,2^9 * 3^3 * 5^3 * 7 * 11 * 13 * 19 * 31 * 61^2 * 311 * 169501 * 226381 * 239017 * 1347126551 * 4079669631326877007769668301
3457,2,11,x^22 + x^21 + 60,2^8 * 3^3 * 7 * 13 * 19 * 23 * 67 * 199 * 463 * 2399 * 461407 * 20834903 * 2663368469543 * 43179243434151001 * 157811529389489999
3457,3,2,x^6 + x^5 + 28,2^8 * 3^4 * 7 * 13 * 19 * 97 * 123169 * 3984769
3457,3,3,x^9 + x^8 + 17,2^7 * 3^5 * 37 * 3173293 * 3984769 * 4845773658241
3457,3,4,x^12 + x^11 + 120,2^9 * 3^4 * 5^2 * 7 * 13 * 19 * 97 * 123169 * 239017 * 1893049 * 3984769 * 75445897
3457,3,5,x^15 + x^14 + 21,2^7 * 3^4 * 11 * 31 * 311 * 3984769 * 1347126551 * 20392449271021234517003712001
3457,3,6,x^18 + x^17 + 77,2^8 * 3^5 * 7 * 13 * 19 * 37 * 97 * 127 * 123169 * 3173293 * 3984769 * 4845773658241 * 13439792273759950591
3457,3,7,x^21 + x^20 + 73,2^7 * 3^4 * 43 * 883 * 1723 * 258469 * 314581 * 3984769 * 7511304403 * 33849591917 * 50439234371 * 72894734486281
3457,4,2,x^8 + x^7 + 42,2^10 * 3^3 * 5^2 * 7 * 13 * 19 * 239017 * 71411395910401
3457,4,3,x^12 + x^11 + 120,2^9 * 3^4 * 5^2 * 7 * 13 * 19 * 97 * 123169 * 239017 * 1893049 * 3984769 * 75445897
3457,4,4,x^16 + x^15 + 30,2^11 * 3^3 * 5^2 * 7 * 13 * 17 * 19 * 239017 * 22182206897 * 71411395910401 * 27046518381104449
3457,4,5,x^20 + x^19 + 51,2^9 * 3^3 * 5^3 * 7 * 11 * 13 * 19 * 31 * 61^2 * 311 * 169501 * 226381 * 239017 * 1347126551 * 4079669631326877007769668301
3457,5,2,x^10 + x^9 + 17,2^8 * 3^3 * 7 * 11 * 13 * 19 * 31 * 61^2 * 311 * 169501 * 226381 * 1347126551
3457,5,3,x^15 + x^14 + 21,2^7 * 3^4 * 11 * 31 * 311 * 3984769 * 1347126551 * 20392449271021234517003712001
3457,5,4,x^20 + x^19 + 51,2^9 * 3^3 * 5^3 * 7 * 11 * 13 * 19 * 31 * 61^2 * 311 * 169501 * 226381 * 239017 * 1347126551 * 4079669631326877007769668301
3457,6,2,x^12 + x^11 + 120,2^9 * 3^4 * 5^2 * 7 * 13 * 19 * 97 * 123169 * 239017 * 1893049 * 3984769 * 75445897
3457,6,3,x^18 + x^17 + 77,2^8 * 3^5 * 7 * 13 * 19 * 37 * 97 * 127 * 123169 * 3173293 * 3984769 * 4845773658241 * 13439792273759950591
3457,7,2,x^14 + x^13 + 45,2^8 * 3^3 * 7^2 * 13 * 19 * 29 * 22108423 * 33849591917 * 50439234371 * 380204160197
3457,7,3,x^21 + x^20 + 73,2^7 * 3^4 * 43 * 883 * 1723 * 258469 * 314581 * 3984769 * 7511304403 * 33849591917 * 50439234371 * 72894734486281
3457,8,2,x^16 + x^15 + 30,2^11 * 3^3 * 5^2 * 7 * 13 * 17 * 19 * 239017 * 22182206897 * 71411395910401 * 27046518381104449
3457,9,2,x^18 + x^17 + 77,2^8 * 3^5 * 7 * 13 * 19 * 37 * 97 * 127 * 123169 * 3173293 * 3984769 * 4845773658241 * 13439792273759950591
3457,10,2,x^20 + x^19 + 51,2^9 * 3^3 * 5^3 * 7 * 11 * 13 * 19 * 31 * 61^2 * 311 * 169501 * 226381 * 239017 * 1347126551 * 4079669631326877007769668301
3457,11,2,x^22 + x^21 + 60,2^8 * 3^3 * 7 * 13 * 19 * 23 * 67 * 199 * 463 * 2399 * 461407 * 20834903 * 2663368469543 * 43179243434151001 * 157811529389489999
