p,r,n,poly,factorization
5923,1,2,x^2 + x + 5,2^3 * 3^2 * 7 * 47 * 1481
5923,1,3,x^3 + x^2 + 9,2 * 3^3 * 7 * 47 * 11695951
5923,1,4,x^4 + x^3 + 12,2^4 * 3^2 * 5 * 7 * 13 * 47 * 421 * 641 * 1481
5923,1,5,x^5 + x^4 + 4,2 * 3^2 * 7 * 11 * 31 * 47 * 3609822779221
5923,1,6,x^6 + x^5 + 11,2^3 * 3^3 * 7 * 47 * 211 * 1481 * 166237 * 11695951
5923,1,7,x^7 + x^6 + 46,2 * 3^2 * 7^2 * 29 * 47 * 71 * 15107 * 157571 * 1258678513
5923,1,8,x^8 + x^7 + 109,2^5 * 3^2 * 5 * 7 * 13 * 47 * 73 * 421 * 641 * 1481 * 6833 * 1233680369
5923,1,9,x^9 + x^8 + 24,2 * 3^4 * 7 * 47 * 11695951 * 14392264807684707664519
5923,1,10,x^10 + x^9 + 42,2^3 * 3^2 * 7 * 11 * 31 * 47 * 101 * 1481 * 3609822779221 * 12183504823481
5923,1,11,x^11 + x^10 + 9,2 * 3^2 * 7 * 23 * 47 * 17183 * 89563 * 210324391993 * 7139134359015143
5923,1,12,x^12 + x^11 + 103,2^4 * 3^3 * 5 * 7 * 13 * 47 * 97 * 211 * 421 * 457 * 641 * 1021 * 1481 * 166237 * 11695951 * 27192757
5923,1,13,x^13 + x^12 + 10,2 * 3^2 * 7 * 47 * 2879423 * 5799119 * 5334930823 * 20930414970253642010431
5923,1,14,x^14 + x^13 + 11,2^3 * 3^2 * 7^2 * 29 * 43 * 47 * 71 * 1481 * 2591 * 15107 * 157571 * 599383 * 1258678513 * 646452752513
5923,1,15,x^15 + x^14 + 43,2 * 3^3 * 7 * 11 * 31 * 47 * 11695951 * 12548191 * 51543241 * 3609822779221 * 2341572924619351
5923,1,16,x^16 + x^15 + 42,2^6 * 3^2 * 5 * 7 * 13 * 17 * 47 * 73 * 421 * 641 * 1481 * 6833 * 153521 * 1233680369 * 290193147821871279284113
5923,1,17,x^17 + x^16 + 67,2 * 3^2 * 7 * 47 * 239 * 9601589862651868832896072268796590545197767206883461724719
5923,1,18,x^18 + x^17 + 273,2^3 * 3^4 * 7 * 19 * 37 * 47 * 211 * 1481 * 166237 * 11695951 * 247975237 * 247677614893 * 14392264807684707664519
5923,1,19,x^19 + x^18 + 60,2 * 3^2 * 7 * 47 * 4523 * 405263867171831 * 43919768781172113623063299437049667064777731869201
5923,1,20,x^20 + x^19 + 5,2^4 * 3^2 * 5^2 * 7 * 11 * 13 * 31 * 47 * 101 * 421 * 641 * 1481 * 89812501 * 3609822779221 * 12183504823481 * 3373083204114531518441
5923,1,21,x^21 + x^20 + 88,2 * 3^3 * 7^2 * 29 * 47 * 71 * 15107 * 157571 * 11695951 * 51905407 * 1258678513 * 35909955035758131432761165941180107367
5923,2,2,x^4 + x^3 + 12,2^4 * 3^2 * 5 * 7 * 13 * 47 * 421 * 641 * 1481
5923,2,3,x^6 + x^5 + 11,2^3 * 3^3 * 7 * 47 * 211 * 1481 * 166237 * 11695951
5923,2,4,x^8 + x^7 + 109,2^5 * 3^2 * 5 * 7 * 13 * 47 * 73 * 421 * 641 * 1481 * 6833 * 1233680369
5923,2,5,x^10 + x^9 + 42,2^3 * 3^2 * 7 * 11 * 31 * 47 * 101 * 1481 * 3609822779221 * 12183504823481
5923,2,6,x^12 + x^11 + 103,2^4 * 3^3 * 5 * 7 * 13 * 47 * 97 * 211 * 421 * 457 * 641 * 1021 * 1481 * 166237 * 11695951 * 27192757
5923,2,7,x^14 + x^13 + 11,2^3 * 3^2 * 7^2 * 29 * 43 * 47 * 71 * 1481 * 2591 * 15107 * 157571 * 599383 * 1258678513 * 646452752513
5923,2,8,x^16 + x^15 + 42,2^6 * 3^2 * 5 * 7 * 13 * 17 * 47 * 73 * 421 * 641 * 1481 * 6833 * 153521 * 1233680369 * 290193147821871279284113
5923,2,9,x^18 + x^17 + 273,2^3 * 3^4 * 7 * 19 * 37 * 47 * 211 * 1481 * 166237 * 11695951 * 247975237 * 247677614893 * 14392264807684707664519
5923,2,10,x^20 + x^19 + 5,2^4 * 3^2 * 5^2 * 7 * 11 * 13 * 31 * 47 * 101 * 421 * 641 * 1481 * 89812501 * 3609822779221 * 12183504823481 * 3373083204114531518441
5923,3,2,x^6 + x^5 + 11,2^3 * 3^3 * 7 * 47 * 211 * 1481 * 166237 * 11695951
5923,3,3,x^9 + x^8 + 24,2 * 3^4 * 7 * 47 * 11695951 * 14392264807684707664519
5923,3,4,x^12 + x^11 + 103,2^4 * 3^3 * 5 * 7 * 13 * 47 * 97 * 211 * 421 * 457 * 641 * 1021 * 1481 * 166237 * 11695951 * 27192757
5923,3,5,x^15 + x^14 + 43,2 * 3^3 * 7 * 11 * 31 * 47 * 11695951 * 12548191 * 51543241 * 3609822779221 * 2341572924619351
5923,3,6,x^18 + x^17 + 273,2^3 * 3^4 * 7 * 19 * 37 * 47 * 211 * 1481 * 166237 * 11695951 * 247975237 * 247677614893 * 14392264807684707664519
5923,3,7,x^21 + x^20 + 88,2 * 3^3 * 7^2 * 29 * 47 * 71 * 15107 * 157571 * 11695951 * 51905407 * 1258678513 * 35909955035758131432761165941180107367
5923,4,2,x^8 + x^7 + 109,2^5 * 3^2 * 5 * 7 * 13 * 47 * 73 * 421 * 641 * 1481 * 6833 * 1233680369
5923,4,3,x^12 + x^11 + 103,2^4 * 3^3 * 5 * 7 * 13 * 47 * 97 * 211 * 421 * 457 * 641 * 1021 * 1481 * 166237 * 11695951 * 27192757
5923,4,4,x^16 + x^15 + 42,2^6 * 3^2 * 5 * 7 * 13 * 17 * 47 * 73 * 421 * 641 * 1481 * 6833 * 153521 * 1233680369 * 290193147821871279284113
5923,4,5,x^20 + x^19 + 5,2^4 * 3^2 * 5^2 * 7 * 11 * 13 * 31 * 47 * 101 * 421 * 641 * 1481 * 89812501 * 3609822779221 * 12183504823481 * 3373083204114531518441
5923,5,2,x^10 + x^9 + 42,2^3 * 3^2 * 7 * 11 * 31 * 47 * 101 * 1481 * 3609822779221 * 12183504823481
5923,5,3,x^15 + x^14 + 43,2 * 3^3 * 7 * 11 * 31 * 47 * 11695951 * 12548191 * 51543241 * 3609822779221 * 2341572924619351
5923,5,4,x^20 + x^19 + 5,2^4 * 3^2 * 5^2 * 7 * 11 * 13 * 31 * 47 * 101 * 421 * 641 * 1481 * 89812501 * 3609822779221 * 12183504823481 * 3373083204114531518441
5923,6,2,x^12 + x^11 + 103,2^4 * 3^3 * 5 * 7 * 13 * 47 * 97 * 211 * 421 * 457 * 641 * 1021 * 1481 * 166237 * 11695951 * 27192757
5923,6,3,x^18 + x^17 + 273,2^3 * 3^4 * 7 * 19 * 37 * 47 * 211 * 1481 * 166237 * 11695951 * 247975237 * 247677614893 * 14392264807684707664519
5923,7,2,x^14 + x^13 + 11,2^3 * 3^2 * 7^2 * 29 * 43 * 47 * 71 * 1481 * 2591 * 15107 * 157571 * 599383 * 1258678513 * 646452752513
5923,7,3,x^21 + x^20 + 88,2 * 3^3 * 7^2 * 29 * 47 * 71 * 15107 * 157571 * 11695951 * 51905407 * 1258678513 * 35909955035758131432761165941180107367
5923,8,2,x^16 + x^15 + 42,2^6 * 3^2 * 5 * 7 * 13 * 17 * 47 * 73 * 421 * 641 * 1481 * 6833 * 153521 * 1233680369 * 290193147821871279284113
5923,9,2,x^18 + x^17 + 273,2^3 * 3^4 * 7 * 19 * 37 * 47 * 211 * 1481 * 166237 * 11695951 * 247975237 * 247677614893 * 14392264807684707664519
5923,10,2,x^20 + x^19 + 5,2^4 * 3^2 * 5^2 * 7 * 11 * 13 * 31 * 47 * 101 * 421 * 641 * 1481 * 89812501 * 3609822779221 * 12183504823481 * 3373083204114531518441
