p,e,n,poly,factorization
1453,1,2,x^2 + x + 14,2^3 * 3 * 11^2 * 727
1453,1,3,x^3 + x^2 + 22,2^2 * 3^2 * 7 * 11^2 * 37 * 2719
1453,1,4,x^4 + x^3 + 2,2^4 * 3 * 5 * 11^2 * 61 * 727 * 3461
1453,1,5,x^5 + x^4 + 22,2^2 * 3 * 11^2 * 41 * 108787149781
1453,1,6,x^6 + x^5 + 2,2^3 * 3^2 * 7 * 11^2 * 13 * 37 * 727 * 2719 * 162289
1453,1,7,x^7 + x^6 + 29,2^2 * 3 * 11^2 * 1051 * 11117 * 363119 * 2219491
1453,1,8,x^8 + x^7 + 14,2^5 * 3 * 5 * 11^2 * 17 * 61 * 727 * 3461 * 131094218873
1453,1,9,x^9 + x^8 + 88,2^2 * 3^3 * 7 * 11^2 * 19 * 37 * 2719 * 29098567 * 5673449953
1453,1,10,x^10 + x^9 + 34,2^3 * 3 * 11^2 * 31 * 41 * 727 * 1021 * 140726611 * 108787149781
1453,1,11,x^11 + x^10 + 31,2^2 * 3 * 11^3 * 23 * 124223924276981 * 1335455358688111
1453,1,12,x^12 + x^11 + 43,2^4 * 3^2 * 5 * 7 * 11^2 * 13 * 37 * 61 * 727 * 2719 * 3461 * 126037 * 162289 * 35364229
1453,1,13,x^13 + x^12 + 34,2^2 * 3 * 11^2 * 14431 * 164126291093623 * 37412074228508294797
1453,1,14,x^14 + x^13 + 29,2^3 * 3 * 11^2 * 113 * 727 * 1051 * 5153 * 11117 * 363119 * 2219491 * 16149396877573
1453,1,15,x^15 + x^14 + 83,2^2 * 3^2 * 7 * 11^2 * 37 * 41 * 181 * 2719 * 108787149781 * 109685025796190247795181
1453,1,16,x^16 + x^15 + 114,2^6 * 3 * 5 * 11^2 * 17 * 61 * 727 * 3461 * 13873 * 319489 * 131094218873 * 2241138118834273
1453,1,17,x^17 + x^16 + 35,2^2 * 3 * 11^2 * 613 * 2857 * 45553643 * 57703002047 * 85793935408958662102981121
1453,1,18,x^18 + x^17 + 32,2^3 * 3^3 * 7 * 11^2 * 13 * 19 * 37 * 727 * 2719 * 162289 * 29098567 * 191448937 * 5673449953 * 49151947069
1453,1,19,x^19 + x^18 + 220,2^2 * 3 * 11^2 * 18631687750631 * 314627328985919 * 142243167502257828953205902047
1453,1,20,x^20 + x^19 + 213,2^4 * 3 * 5^2 * 11^2 * 31 * 41 * 61 * 101 * 727 * 1021 * 3461 * 24790141 * 140726611 * 108787149781 * 1586917442276941
