p,r,n,poly,factorization
4013,1,2,x^2 + x + 26,2^3 * 3^2 * 17 * 59 * 223
4013,1,3,x^3 + x^2 + 3,2^2 * 7 * 13 * 17 * 59 * 177013
4013,1,4,x^4 + x^3 + 2,2^4 * 3^2 * 5 * 17 * 59 * 223 * 1610417
4013,1,5,x^5 + x^4 + 8,2^2 * 11 * 17 * 59 * 23582627392631
4013,1,6,x^6 + x^5 + 22,2^3 * 3^3 * 7 * 13 * 17 * 59 * 61 * 97 * 223 * 907 * 177013
4013,1,7,x^7 + x^6 + 3,2^2 * 17 * 59 * 71 * 281 * 9829 * 438047 * 48632711
4013,1,8,x^8 + x^7 + 82,2^5 * 3^2 * 5 * 17 * 59 * 223 * 16889 * 51361 * 149489 * 1610417
4013,1,9,x^9 + x^8 + 8,2^2 * 7 * 13 * 17 * 19 * 59 * 177013 * 219817041004641152053
4013,1,10,x^10 + x^9 + 65,2^3 * 3^2 * 11 * 17 * 59 * 151 * 223 * 40591 * 42302081 * 23582627392631
4013,1,11,x^11 + x^10 + 34,2^2 * 17 * 59 * 89 * 12173342076954293821261951787261927
4013,1,12,x^12 + x^11 + 39,2^4 * 3^3 * 5 * 7 * 13 * 17 * 59 * 61 * 97 * 223 * 907 * 1873 * 177013 * 1610417 * 138464625241
4013,1,13,x^13 + x^12 + 26,2^2 * 17 * 59 * 129770312273719729 * 134450617906224931611827749
4013,1,14,x^14 + x^13 + 38,2^3 * 3^2 * 17 * 59 * 71 * 223 * 281 * 9829 * 438047 * 48632711 * 4175483289791113518037
4013,1,15,x^15 + x^14 + 18,2^2 * 7 * 11 * 13 * 17 * 31 * 59 * 22741 * 177013 * 23582627392631 * 95383617738927227125651
4013,1,16,x^16 + x^15 + 2,2^6 * 3^2 * 5 * 17 * 59 * 223 * 16889 * 51361 * 149489 * 168673 * 1610417 * 55824817 * 3571497946974721
4013,1,17,x^17 + x^16 + 72,2^2 * 17^2 * 59 * 660714434329141836790189591 * 402858076682929899931241630663
4013,1,18,x^18 + x^17 + 3,2^3 * 3^4 * 7 * 13 * 17 * 19 * 59 * 61 * 73 * 97 * 223 * 907 * 24571 * 177013 * 21378421 * 36305497 * 219817041004641152053
4013,1,19,x^19 + x^18 + 65,2^2 * 17 * 59 * 15581 * 14584668167 * 320672140402263970908423466118476807393124848325749
4013,1,20,x^20 + x^19 + 108,2^4 * 3^2 * 5^2 * 11 * 17 * 41 * 59 * 151 * 181 * 223 * 40591 * 1610417 * 42302081 * 23582627392631 * 1812678630734145771510241
4013,1,21,x^21 + x^20 + 32,2^2 * 7^2 * 13 * 17 * 43 * 59 * 71 * 127 * 281 * 9829 * 177013 * 438047 * 48632711 * 270518173630510681 * 1686378350675917284667
4013,1,22,x^22 + x^21 + 79,2^3 * 3^2 * 17 * 23 * 59 * 89 * 223 * 4027 * 1186439 * 9854361934204123463233943 * 12173342076954293821261951787261927
4013,2,2,x^4 + x^3 + 2,2^4 * 3^2 * 5 * 17 * 59 * 223 * 1610417
4013,2,3,x^6 + x^5 + 22,2^3 * 3^3 * 7 * 13 * 17 * 59 * 61 * 97 * 223 * 907 * 177013
4013,2,4,x^8 + x^7 + 82,2^5 * 3^2 * 5 * 17 * 59 * 223 * 16889 * 51361 * 149489 * 1610417
4013,2,5,x^10 + x^9 + 65,2^3 * 3^2 * 11 * 17 * 59 * 151 * 223 * 40591 * 42302081 * 23582627392631
4013,2,6,x^12 + x^11 + 39,2^4 * 3^3 * 5 * 7 * 13 * 17 * 59 * 61 * 97 * 223 * 907 * 1873 * 177013 * 1610417 * 138464625241
4013,2,7,x^14 + x^13 + 38,2^3 * 3^2 * 17 * 59 * 71 * 223 * 281 * 9829 * 438047 * 48632711 * 4175483289791113518037
4013,2,8,x^16 + x^15 + 2,2^6 * 3^2 * 5 * 17 * 59 * 223 * 16889 * 51361 * 149489 * 168673 * 1610417 * 55824817 * 3571497946974721
4013,2,9,x^18 + x^17 + 3,2^3 * 3^4 * 7 * 13 * 17 * 19 * 59 * 61 * 73 * 97 * 223 * 907 * 24571 * 177013 * 21378421 * 36305497 * 219817041004641152053
4013,2,10,x^20 + x^19 + 108,2^4 * 3^2 * 5^2 * 11 * 17 * 41 * 59 * 151 * 181 * 223 * 40591 * 1610417 * 42302081 * 23582627392631 * 1812678630734145771510241
4013,2,11,x^22 + x^21 + 79,2^3 * 3^2 * 17 * 23 * 59 * 89 * 223 * 4027 * 1186439 * 9854361934204123463233943 * 12173342076954293821261951787261927
4013,3,2,x^6 + x^5 + 22,2^3 * 3^3 * 7 * 13 * 17 * 59 * 61 * 97 * 223 * 907 * 177013
