p,e,n,poly,factorization
5003,1,2,x^2 + x + 8,2^3 * 3^2 * 41 * 61 * 139
5003,1,3,x^3 + x^2 + 12,2 * 41 * 61 * 25035013
5003,1,4,x^4 + x^3 + 50,2^4 * 3^2 * 5 * 41 * 61 * 139 * 2503001
5003,1,5,x^5 + x^4 + 22,2 * 11 * 41 * 61 * 56966054610011
5003,1,6,x^6 + x^5 + 37,2^3 * 3^3 * 7 * 41 * 61 * 139 * 1191667 * 25035013
5003,1,7,x^7 + x^6 + 21,2 * 41 * 61 * 2351749 * 6669278675323657
5003,1,8,x^8 + x^7 + 6,2^5 * 3^2 * 5 * 41 * 61 * 139 * 313 * 923513 * 1083689 * 2503001
5003,1,9,x^9 + x^8 + 4,2 * 19 * 41 * 61 * 271 * 1873 * 9622387 * 25035013 * 168981643
5003,1,10,x^10 + x^9 + 18,2^3 * 3^2 * 11 * 41 * 61 * 139 * 5270821 * 118838441 * 56966054610011
5003,1,11,x^11 + x^10 + 21,2 * 23 * 41 * 61 * 3087444559 * 138377296210694958557160989
5003,1,12,x^12 + x^11 + 19,2^4 * 3^3 * 5 * 7 * 13 * 37^2 * 41 * 61 * 139 * 1191667 * 2503001 * 25035013 * 35202636709
5003,1,13,x^13 + x^12 + 22,2 * 41 * 61 * 1367783 * 179819029103297197920404991613222207967
5003,1,14,x^14 + x^13 + 5,2^3 * 3^2 * 41 * 61 * 139 * 337 * 2351749 * 6669278675323657 * 46522850690355432331
5003,1,15,x^15 + x^14 + 16,2 * 11 * 41 * 61 * 211 * 241 * 1741 * 25035013 * 779351341 * 5687555552131 * 56966054610011
5003,1,16,x^16 + x^15 + 130,2^6 * 3^2 * 5 * 17 * 41 * 61 * 139 * 313 * 26177 * 40177 * 923513 * 1083689 * 2503001 * 10976597212030978417
5003,1,17,x^17 + x^16 + 12,2 * 41 * 61 * 953 * 3163 * 50627 * 558520012035409 * 1807847683819272409299981158230153
5003,1,18,x^18 + x^17 + 111,2^3 * 3^4 * 7 * 19 * 41 * 61 * 139 * 181 * 271 * 1873 * 9901 * 1191667 * 1402543 * 9622387 * 25035013 * 168981643 * 2079638947
5003,1,19,x^19 + x^18 + 27,2 * 41 * 61 * 4792892273934027909368363452489 * 804707778946916366385263662880828797
5003,1,20,x^20 + x^19 + 54,2^4 * 3^2 * 5^2 * 11 * 41 * 61 * 139 * 2503001 * 5270821 * 118838441 * 22770464081 * 56966054610011 * 3447482889685349101
5003,1,21,x^21 + x^20 + 67,2 * 41 * 43 * 61 * 127 * 379 * 967 * 2351749 * 25035013 * 6669278675323657 * 122840438631934465623786190983241993
5003,2,2,x^4 + x^3 + 50,2^4 * 3^2 * 5 * 41 * 61 * 139 * 2503001
5003,2,3,x^6 + x^5 + 37,2^3 * 3^3 * 7 * 41 * 61 * 139 * 1191667 * 25035013
5003,2,4,x^8 + x^7 + 6,2^5 * 3^2 * 5 * 41 * 61 * 139 * 313 * 923513 * 1083689 * 2503001
5003,2,5,x^10 + x^9 + 18,2^3 * 3^2 * 11 * 41 * 61 * 139 * 5270821 * 118838441 * 56966054610011
5003,2,6,x^12 + x^11 + 19,2^4 * 3^3 * 5 * 7 * 13 * 37^2 * 41 * 61 * 139 * 1191667 * 2503001 * 25035013 * 35202636709
5003,2,7,x^14 + x^13 + 5,2^3 * 3^2 * 41 * 61 * 139 * 337 * 2351749 * 6669278675323657 * 46522850690355432331
5003,2,8,x^16 + x^15 + 130,2^6 * 3^2 * 5 * 17 * 41 * 61 * 139 * 313 * 26177 * 40177 * 923513 * 1083689 * 2503001 * 10976597212030978417
5003,2,9,x^18 + x^17 + 111,2^3 * 3^4 * 7 * 19 * 41 * 61 * 139 * 181 * 271 * 1873 * 9901 * 1191667 * 1402543 * 9622387 * 25035013 * 168981643 * 2079638947
5003,2,10,x^20 + x^19 + 54,2^4 * 3^2 * 5^2 * 11 * 41 * 61 * 139 * 2503001 * 5270821 * 118838441 * 22770464081 * 56966054610011 * 3447482889685349101
