p,r,n,poly,factorization
4751,1,2,x^2 + x + 37,2^5 * 3^3 * 5^3 * 11 * 19
4751,1,3,x^3 + x^2 + 7,2 * 5^3 * 19 * 22576753
4751,1,4,x^4 + x^3 + 19,2^6 * 3^3 * 5^3 * 11 * 19 * 89 * 173 * 733
4751,1,5,x^5 + x^4 + 11,2 * 5^4 * 19 * 31 * 3287758008371
4751,1,6,x^6 + x^5 + 113,2^5 * 3^4 * 5^3 * 7 * 11 * 19 * 109 * 9859 * 22576753
4751,1,7,x^7 + x^6 + 18,2 * 5^3 * 19 * 29 * 43 * 491 * 161281 * 116485119661
4751,1,8,x^8 + x^7 + 43,2^7 * 3^3 * 5^3 * 11 * 17 * 19 * 89 * 173 * 733 * 2801 * 5349929953
4751,1,9,x^9 + x^8 + 29,2 * 5^3 * 19 * 127 * 739 * 14293 * 22576753 * 8573114606257
4751,1,10,x^10 + x^9 + 69,2^5 * 3^3 * 5^4 * 11 * 19 * 31 * 8180041 * 62272061 * 3287758008371
4751,1,11,x^11 + x^10 + 15,2 * 5^3 * 19 * 23 * 3323 * 9676791257233 * 7924140639890972773
4751,1,12,x^12 + x^11 + 94,2^6 * 3^4 * 5^3 * 7 * 11 * 13^2 * 19 * 89 * 109 * 173 * 733 * 9859 * 22576753 * 3014764535929
4751,1,13,x^13 + x^12 + 7,2 * 5^3 * 19 * 547 * 911 * 21139 * 12558033688239458165294204031226151
4751,1,14,x^14 + x^13 + 133,2^5 * 3^3 * 5^3 * 11 * 19 * 29 * 43 * 491 * 6091 * 161281 * 766067 * 116485119661 * 2464128926183
4751,1,15,x^15 + x^14 + 12,2 * 5^4 * 19 * 31 * 1171 * 58771 * 22576753 * 5851485181 * 644470047181 * 3287758008371
4751,1,16,x^16 + x^15 + 114,2^8 * 3^3 * 5^3 * 11 * 17 * 19 * 89 * 173 * 733 * 2801 * 2592241 * 5349929953 * 50069686522298290545361
4751,1,17,x^17 + x^16 + 22,2 * 5^3 * 19 * 103 * 654356894751739500066333215827307062796360400775546414039
4751,1,18,x^18 + x^17 + 103,2^5 * 3^5 * 5^3 * 7 * 11 * 19 * 109 * 127 * 739 * 9343 * 9859 * 14293 * 22576753 * 8573114606257 * 410301003304662319
4751,1,19,x^19 + x^18 + 101,2 * 5^3 * 19^2 * 1597 * 10000271 * 11399182581227689 * 439823036141885174551287605402692893857
4751,1,20,x^20 + x^19 + 314,2^6 * 3^3 * 5^4 * 11 * 19 * 31 * 41 * 89 * 173 * 733 * 1181 * 4441 * 8180041 * 62272061 * 3287758008371 * 1207162391057498405941
4751,1,21,x^21 + x^20 + 7,2 * 5^3 * 19 * 29 * 43 * 491 * 161281 * 22576753 * 60582397 * 5602037239 * 9753571129 * 116485119661 * 39945958340316043
4751,2,2,x^4 + x^3 + 19,2^6 * 3^3 * 5^3 * 11 * 19 * 89 * 173 * 733
4751,2,3,x^6 + x^5 + 113,2^5 * 3^4 * 5^3 * 7 * 11 * 19 * 109 * 9859 * 22576753
4751,2,4,x^8 + x^7 + 43,2^7 * 3^3 * 5^3 * 11 * 17 * 19 * 89 * 173 * 733 * 2801 * 5349929953
4751,2,5,x^10 + x^9 + 69,2^5 * 3^3 * 5^4 * 11 * 19 * 31 * 8180041 * 62272061 * 3287758008371
4751,2,6,x^12 + x^11 + 94,2^6 * 3^4 * 5^3 * 7 * 11 * 13^2 * 19 * 89 * 109 * 173 * 733 * 9859 * 22576753 * 3014764535929
4751,2,7,x^14 + x^13 + 133,2^5 * 3^3 * 5^3 * 11 * 19 * 29 * 43 * 491 * 6091 * 161281 * 766067 * 116485119661 * 2464128926183
4751,2,8,x^16 + x^15 + 114,2^8 * 3^3 * 5^3 * 11 * 17 * 19 * 89 * 173 * 733 * 2801 * 2592241 * 5349929953 * 50069686522298290545361
4751,2,9,x^18 + x^17 + 103,2^5 * 3^5 * 5^3 * 7 * 11 * 19 * 109 * 127 * 739 * 9343 * 9859 * 14293 * 22576753 * 8573114606257 * 410301003304662319
4751,2,10,x^20 + x^19 + 314,2^6 * 3^3 * 5^4 * 11 * 19 * 31 * 41 * 89 * 173 * 733 * 1181 * 4441 * 8180041 * 62272061 * 3287758008371 * 1207162391057498405941
4751,3,2,x^6 + x^5 + 113,2^5 * 3^4 * 5^3 * 7 * 11 * 19 * 109 * 9859 * 22576753
4751,3,3,x^9 + x^8 + 29,2 * 5^3 * 19 * 127 * 739 * 14293 * 22576753 * 8573114606257
4751,3,4,x^12 + x^11 + 94,2^6 * 3^4 * 5^3 * 7 * 11 * 13^2 * 19 * 89 * 109 * 173 * 733 * 9859 * 22576753 * 3014764535929
4751,3,5,x^15 + x^14 + 12,2 * 5^4 * 19 * 31 * 1171 * 58771 * 22576753 * 5851485181 * 644470047181 * 3287758008371
4751,3,6,x^18 + x^17 + 103,2^5 * 3^5 * 5^3 * 7 * 11 * 19 * 109 * 127 * 739 * 9343 * 9859 * 14293 * 22576753 * 8573114606257 * 410301003304662319
4751,3,7,x^21 + x^20 + 7,2 * 5^3 * 19 * 29 * 43 * 491 * 161281 * 22576753 * 60582397 * 5602037239 * 9753571129 * 116485119661 * 39945958340316043
4751,4,2,x^8 + x^7 + 43,2^7 * 3^3 * 5^3 * 11 * 17 * 19 * 89 * 173 * 733 * 2801 * 5349929953
4751,4,3,x^12 + x^11 + 94,2^6 * 3^4 * 5^3 * 7 * 11 * 13^2 * 19 * 89 * 109 * 173 * 733 * 9859 * 22576753 * 3014764535929
4751,4,4,x^16 + x^15 + 114,2^8 * 3^3 * 5^3 * 11 * 17 * 19 * 89 * 173 * 733 * 2801 * 2592241 * 5349929953 * 50069686522298290545361
4751,4,5,x^20 + x^19 + 314,2^6 * 3^3 * 5^4 * 11 * 19 * 31 * 41 * 89 * 173 * 733 * 1181 * 4441 * 8180041 * 62272061 * 3287758008371 * 1207162391057498405941
4751,5,2,x^10 + x^9 + 69,2^5 * 3^3 * 5^4 * 11 * 19 * 31 * 8180041 * 62272061 * 3287758008371
4751,5,3,x^15 + x^14 + 12,2 * 5^4 * 19 * 31 * 1171 * 58771 * 22576753 * 5851485181 * 644470047181 * 3287758008371
4751,5,4,x^20 + x^19 + 314,2^6 * 3^3 * 5^4 * 11 * 19 * 31 * 41 * 89 * 173 * 733 * 1181 * 4441 * 8180041 * 62272061 * 3287758008371 * 1207162391057498405941
4751,6,2,x^12 + x^11 + 94,2^6 * 3^4 * 5^3 * 7 * 11 * 13^2 * 19 * 89 * 109 * 173 * 733 * 9859 * 22576753 * 3014764535929
