p,r,n,poly,factorization
2113,1,2,x^2 + x + 10,2^7 * 3 * 7 * 11 * 151
2113,1,3,x^3 + x^2 + 10,2^6 * 3^2 * 11 * 31 * 43 * 1117
2113,1,4,x^4 + x^3 + 26,2^8 * 3 * 5 * 7 * 11 * 151 * 446477
2113,1,5,x^5 + x^4 + 10,2^6 * 3 * 11 * 71 * 280895785171
2113,1,6,x^6 + x^5 + 51,2^7 * 3^2 * 7 * 11 * 31 * 43 * 151 * 1117 * 4462657
2113,1,7,x^7 + x^6 + 45,2^6 * 3 * 11 * 29 * 239 * 12847146207504253
2113,1,8,x^8 + x^7 + 20,2^9 * 3 * 5 * 7 * 11 * 151 * 100193 * 446477 * 99478817
2113,1,9,x^9 + x^8 + 17,2^6 * 3^3 * 11 * 19 * 31 * 43 * 1117 * 1561428588513461851
2113,1,10,x^10 + x^9 + 10,2^7 * 3 * 7 * 11 * 71 * 151 * 181 * 4591 * 23977651 * 280895785171
2113,1,11,x^11 + x^10 + 13,2^6 * 3 * 11^2 * 683 * 7459 * 1244700073 * 25447307789427833
2113,1,12,x^12 + x^11 + 107,2^8 * 3^2 * 5 * 7 * 11 * 13 * 31 * 43 * 151 * 1117 * 446477 * 4462657 * 1533396750661
2113,1,13,x^13 + x^12 + 180,2^6 * 3 * 11 * 53 * 521 * 7229 * 39701574468202878077835744322373
2113,1,14,x^14 + x^13 + 231,2^7 * 3 * 7^2 * 11 * 29 * 151 * 239 * 1659324773 * 7658823467 * 12847146207504253
2113,1,15,x^15 + x^14 + 45,2^6 * 3^2 * 11 * 31 * 43 * 71 * 1117 * 280895785171 * 397182763568764511207358721
2113,1,16,x^16 + x^15 + 26,2^10 * 3 * 5 * 7 * 11 * 17 * 151 * 100193 * 446477 * 99478817 * 141955921 * 82331029807168673
2113,1,17,x^17 + x^16 + 51,2^6 * 3 * 11 * 255137 * 104512944931 * 5924531407022031885300823244912297563
2113,1,18,x^18 + x^17 + 80,2^7 * 3^3 * 7 * 11 * 19 * 31 * 37 * 43 * 73 * 151 * 1117 * 2971 * 4462657 * 11090975508703 * 1561428588513461851
2113,1,19,x^19 + x^18 + 14,2^6 * 3 * 11 * 10242863 * 68861291889812582156989759560533531743626907804613021
2113,1,20,x^20 + x^19 + 39,2^8 * 3 * 5^2 * 7 * 11 * 71 * 151 * 181 * 4591 * 26261 * 446477 * 471641 * 23977651 * 280895785171 * 6416571878632961
2113,1,21,x^21 + x^20 + 94,2^6 * 3^2 * 11 * 29 * 31 * 43 * 239 * 1117 * 12847146207504253 * 7917505641302588971770137225659677548929
2113,1,22,x^22 + x^21 + 40,2^7 * 3 * 7 * 11^2 * 23 * 151 * 683 * 7459 * 1244700073 * 30352282062653 * 25447307789427833 * 2540213964301129843
2113,1,23,x^23 + x^22 + 23,2^6 * 3 * 11 * 343315067 * 58588749943 * 188353045150115962193503 * 3711203566020939548395491499981
2113,1,24,x^24 + x^23 + 107,2^9 * 3^2 * 5 * 7 * 11 * 13 * 31 * 43 * 151 * 577 * 1117 * 100193 * 446477 * 4462657 * 99478817 * 1533396750661 * 688684269579294337420993
2113,2,2,x^4 + x^3 + 26,2^8 * 3 * 5 * 7 * 11 * 151 * 446477
2113,2,3,x^6 + x^5 + 51,2^7 * 3^2 * 7 * 11 * 31 * 43 * 151 * 1117 * 4462657
2113,2,4,x^8 + x^7 + 20,2^9 * 3 * 5 * 7 * 11 * 151 * 100193 * 446477 * 99478817
2113,2,5,x^10 + x^9 + 10,2^7 * 3 * 7 * 11 * 71 * 151 * 181 * 4591 * 23977651 * 280895785171
2113,2,6,x^12 + x^11 + 107,2^8 * 3^2 * 5 * 7 * 11 * 13 * 31 * 43 * 151 * 1117 * 446477 * 4462657 * 1533396750661
2113,2,7,x^14 + x^13 + 231,2^7 * 3 * 7^2 * 11 * 29 * 151 * 239 * 1659324773 * 7658823467 * 12847146207504253
2113,2,8,x^16 + x^15 + 26,2^10 * 3 * 5 * 7 * 11 * 17 * 151 * 100193 * 446477 * 99478817 * 141955921 * 82331029807168673
2113,2,9,x^18 + x^17 + 80,2^7 * 3^3 * 7 * 11 * 19 * 31 * 37 * 43 * 73 * 151 * 1117 * 2971 * 4462657 * 11090975508703 * 1561428588513461851
2113,2,10,x^20 + x^19 + 39,2^8 * 3 * 5^2 * 7 * 11 * 71 * 151 * 181 * 4591 * 26261 * 446477 * 471641 * 23977651 * 280895785171 * 6416571878632961
2113,2,11,x^22 + x^21 + 40,2^7 * 3 * 7 * 11^2 * 23 * 151 * 683 * 7459 * 1244700073 * 30352282062653 * 25447307789427833 * 2540213964301129843
2113,2,12,x^24 + x^23 + 107,2^9 * 3^2 * 5 * 7 * 11 * 13 * 31 * 43 * 151 * 577 * 1117 * 100193 * 446477 * 4462657 * 99478817 * 1533396750661 * 688684269579294337420993
2113,3,2,x^6 + x^5 + 51,2^7 * 3^2 * 7 * 11 * 31 * 43 * 151 * 1117 * 4462657
2113,3,3,x^9 + x^8 + 17,2^6 * 3^3 * 11 * 19 * 31 * 43 * 1117 * 1561428588513461851
2113,3,4,x^12 + x^11 + 107,2^8 * 3^2 * 5 * 7 * 11 * 13 * 31 * 43 * 151 * 1117 * 446477 * 4462657 * 1533396750661
2113,3,5,x^15 + x^14 + 45,2^6 * 3^2 * 11 * 31 * 43 * 71 * 1117 * 280895785171 * 397182763568764511207358721
2113,3,6,x^18 + x^17 + 80,2^7 * 3^3 * 7 * 11 * 19 * 31 * 37 * 43 * 73 * 151 * 1117 * 2971 * 4462657 * 11090975508703 * 1561428588513461851
2113,3,7,x^21 + x^20 + 94,2^6 * 3^2 * 11 * 29 * 31 * 43 * 239 * 1117 * 12847146207504253 * 7917505641302588971770137225659677548929
2113,3,8,x^24 + x^23 + 107,2^9 * 3^2 * 5 * 7 * 11 * 13 * 31 * 43 * 151 * 577 * 1117 * 100193 * 446477 * 4462657 * 99478817 * 1533396750661 * 688684269579294337420993
2113,4,2,x^8 + x^7 + 20,2^9 * 3 * 5 * 7 * 11 * 151 * 100193 * 446477 * 99478817
2113,4,3,x^12 + x^11 + 107,2^8 * 3^2 * 5 * 7 * 11 * 13 * 31 * 43 * 151 * 1117 * 446477 * 4462657 * 1533396750661
2113,4,4,x^16 + x^15 + 26,2^10 * 3 * 5 * 7 * 11 * 17 * 151 * 100193 * 446477 * 99478817 * 141955921 * 82331029807168673
2113,4,5,x^20 + x^19 + 39,2^8 * 3 * 5^2 * 7 * 11 * 71 * 151 * 181 * 4591 * 26261 * 446477 * 471641 * 23977651 * 280895785171 * 6416571878632961
2113,4,6,x^24 + x^23 + 107,2^9 * 3^2 * 5 * 7 * 11 * 13 * 31 * 43 * 151 * 577 * 1117 * 100193 * 446477 * 4462657 * 99478817 * 1533396750661 * 688684269579294337420993
2113,5,2,x^10 + x^9 + 10,2^7 * 3 * 7 * 11 * 71 * 151 * 181 * 4591 * 23977651 * 280895785171
2113,5,3,x^15 + x^14 + 45,2^6 * 3^2 * 11 * 31 * 43 * 71 * 1117 * 280895785171 * 397182763568764511207358721
2113,5,4,x^20 + x^19 + 39,2^8 * 3 * 5^2 * 7 * 11 * 71 * 151 * 181 * 4591 * 26261 * 446477 * 471641 * 23977651 * 280895785171 * 6416571878632961
2113,6,2,x^12 + x^11 + 107,2^8 * 3^2 * 5 * 7 * 11 * 13 * 31 * 43 * 151 * 1117 * 446477 * 4462657 * 1533396750661
2113,6,3,x^18 + x^17 + 80,2^7 * 3^3 * 7 * 11 * 19 * 31 * 37 * 43 * 73 * 151 * 1117 * 2971 * 4462657 * 11090975508703 * 1561428588513461851
2113,6,4,x^24 + x^23 + 107,2^9 * 3^2 * 5 * 7 * 11 * 13 * 31 * 43 * 151 * 577 * 1117 * 100193 * 446477 * 4462657 * 99478817 * 1533396750661 * 688684269579294337420993
2113,7,2,x^14 + x^13 + 231,2^7 * 3 * 7^2 * 11 * 29 * 151 * 239 * 1659324773 * 7658823467 * 12847146207504253
2113,7,3,x^21 + x^20 + 94,2^6 * 3^2 * 11 * 29 * 31 * 43 * 239 * 1117 * 12847146207504253 * 7917505641302588971770137225659677548929
2113,8,2,x^16 + x^15 + 26,2^10 * 3 * 5 * 7 * 11 * 17 * 151 * 100193 * 446477 * 99478817 * 141955921 * 82331029807168673
2113,8,3,x^24 + x^23 + 107,2^9 * 3^2 * 5 * 7 * 11 * 13 * 31 * 43 * 151 * 577 * 1117 * 100193 * 446477 * 4462657 * 99478817 * 1533396750661 * 688684269579294337420993
2113,9,2,x^18 + x^17 + 80,2^7 * 3^3 * 7 * 11 * 19 * 31 * 37 * 43 * 73 * 151 * 1117 * 2971 * 4462657 * 11090975508703 * 1561428588513461851
2113,10,2,x^20 + x^19 + 39,2^8 * 3 * 5^2 * 7 * 11 * 71 * 151 * 181 * 4591 * 26261 * 446477 * 471641 * 23977651 * 280895785171 * 6416571878632961
