p,e,n,poly,factorization
9209,1,2,x^2 + x + 3,2^4 * 3 * 5 * 307 * 1151
9209,1,3,x^3 + x^2 + 3,2^3 * 7 * 1151 * 12116413
9209,1,4,x^4 + x^3 + 12,2^5 * 3 * 5 * 13 * 307 * 1151 * 1213 * 2689
9209,1,5,x^5 + x^4 + 24,2^3 * 31 * 1151 * 11471 * 20227121381
9209,1,6,x^6 + x^5 + 27,2^4 * 3^2 * 5 * 7 * 43 * 67 * 307 * 1151 * 9811 * 12116413
9209,1,7,x^7 + x^6 + 26,2^3 * 29 * 463 * 1051 * 1151 * 241963 * 178645193021
9209,1,8,x^8 + x^7 + 22,2^6 * 3 * 5 * 13 * 307 * 1151 * 1213 * 2689 * 3596001764936881
9209,1,9,x^9 + x^8 + 17,2^3 * 7 * 37 * 1151 * 12116413 * 16484398840706192463583
9209,1,10,x^10 + x^9 + 47,2^4 * 3 * 5^2 * 11 * 31 * 41 * 307 * 761 * 1151 * 11471 * 4190554871 * 20227121381
9209,1,11,x^11 + x^10 + 19,2^3 * 23 * 1151 * 162119 * 52561778370091 * 22384123285938913753
9209,1,12,x^12 + x^11 + 11,2^5 * 3^2 * 5 * 7 * 13 * 43 * 67 * 97 * 307 * 769 * 1151 * 1213 * 2689 * 9811 * 12116413 * 96416600017
9209,1,13,x^13 + x^12 + 52,2^3 * 131 * 1151 * 4013179 * 1798914079 * 393392966205032281910204505971
9209,1,14,x^14 + x^13 + 52,2^4 * 3 * 5 * 29 * 307 * 463 * 1051 * 1151 * 241963 * 657836537 * 178645193021 * 927063941928881
9209,1,15,x^15 + x^14 + 119,2^3 * 7 * 31 * 1151 * 2671 * 11471 * 12116413 * 1883500081 * 20227121381 * 10280472842777705311
9209,1,16,x^16 + x^15 + 13,2^7 * 3 * 5 * 13 * 17 * 307 * 449 * 1151 * 1213 * 2689 * 42913248088577 * 78955636389521 * 3596001764936881
9209,1,17,x^17 + x^16 + 12,2^3 * 1151 * 146496823781969806395571831 * 18264951404545176292907715817629491191
9209,1,18,x^18 + x^17 + 34,2^4 * 3^3 * 5 * 7 * 19 * 37 * 43 * 67 * 307 * 1151 * 9811 * 12116413 * 81400393 * 131453901548713 * 16484398840706192463583
9209,1,19,x^19 + x^18 + 15,2^3 * 1151 * 1128031 * 321387407342964198302592773683 * 625924260292170310472128466752656007
9209,1,20,x^20 + x^19 + 6,2^5 * 3 * 5^2 * 11 * 13 * 31 * 41 * 181 * 307 * 761 * 1151 * 1213 * 2689 * 6361 * 11471 * 4190554871 * 20227121381 * 44925798841345777071626821
9209,2,2,x^4 + x^3 + 12,2^5 * 3 * 5 * 13 * 307 * 1151 * 1213 * 2689
9209,2,3,x^6 + x^5 + 27,2^4 * 3^2 * 5 * 7 * 43 * 67 * 307 * 1151 * 9811 * 12116413
9209,2,4,x^8 + x^7 + 22,2^6 * 3 * 5 * 13 * 307 * 1151 * 1213 * 2689 * 3596001764936881
9209,2,5,x^10 + x^9 + 47,2^4 * 3 * 5^2 * 11 * 31 * 41 * 307 * 761 * 1151 * 11471 * 4190554871 * 20227121381
9209,2,6,x^12 + x^11 + 11,2^5 * 3^2 * 5 * 7 * 13 * 43 * 67 * 97 * 307 * 769 * 1151 * 1213 * 2689 * 9811 * 12116413 * 96416600017
9209,2,7,x^14 + x^13 + 52,2^4 * 3 * 5 * 29 * 307 * 463 * 1051 * 1151 * 241963 * 657836537 * 178645193021 * 927063941928881
9209,2,8,x^16 + x^15 + 13,2^7 * 3 * 5 * 13 * 17 * 307 * 449 * 1151 * 1213 * 2689 * 42913248088577 * 78955636389521 * 3596001764936881
9209,2,9,x^18 + x^17 + 34,2^4 * 3^3 * 5 * 7 * 19 * 37 * 43 * 67 * 307 * 1151 * 9811 * 12116413 * 81400393 * 131453901548713 * 16484398840706192463583
9209,2,10,x^20 + x^19 + 6,2^5 * 3 * 5^2 * 11 * 13 * 31 * 41 * 181 * 307 * 761 * 1151 * 1213 * 2689 * 6361 * 11471 * 4190554871 * 20227121381 * 44925798841345777071626821
9209,3,2,x^6 + x^5 + 27,2^4 * 3^2 * 5 * 7 * 43 * 67 * 307 * 1151 * 9811 * 12116413
9209,3,3,x^9 + x^8 + 17,2^3 * 7 * 37 * 1151 * 12116413 * 16484398840706192463583
9209,3,4,x^12 + x^11 + 11,2^5 * 3^2 * 5 * 7 * 13 * 43 * 67 * 97 * 307 * 769 * 1151 * 1213 * 2689 * 9811 * 12116413 * 96416600017
9209,3,5,x^15 + x^14 + 119,2^3 * 7 * 31 * 1151 * 2671 * 11471 * 12116413 * 1883500081 * 20227121381 * 10280472842777705311
9209,3,6,x^18 + x^17 + 34,2^4 * 3^3 * 5 * 7 * 19 * 37 * 43 * 67 * 307 * 1151 * 9811 * 12116413 * 81400393 * 131453901548713 * 16484398840706192463583
9209,4,2,x^8 + x^7 + 22,2^6 * 3 * 5 * 13 * 307 * 1151 * 1213 * 2689 * 3596001764936881
9209,4,3,x^12 + x^11 + 11,2^5 * 3^2 * 5 * 7 * 13 * 43 * 67 * 97 * 307 * 769 * 1151 * 1213 * 2689 * 9811 * 12116413 * 96416600017
9209,4,4,x^16 + x^15 + 13,2^7 * 3 * 5 * 13 * 17 * 307 * 449 * 1151 * 1213 * 2689 * 42913248088577 * 78955636389521 * 3596001764936881
9209,4,5,x^20 + x^19 + 6,2^5 * 3 * 5^2 * 11 * 13 * 31 * 41 * 181 * 307 * 761 * 1151 * 1213 * 2689 * 6361 * 11471 * 4190554871 * 20227121381 * 44925798841345777071626821
9209,5,2,x^10 + x^9 + 47,2^4 * 3 * 5^2 * 11 * 31 * 41 * 307 * 761 * 1151 * 11471 * 4190554871 * 20227121381
9209,5,3,x^15 + x^14 + 119,2^3 * 7 * 31 * 1151 * 2671 * 11471 * 12116413 * 1883500081 * 20227121381 * 10280472842777705311
9209,5,4,x^20 + x^19 + 6,2^5 * 3 * 5^2 * 11 * 13 * 31 * 41 * 181 * 307 * 761 * 1151 * 1213 * 2689 * 6361 * 11471 * 4190554871 * 20227121381 * 44925798841345777071626821
9209,6,2,x^12 + x^11 + 11,2^5 * 3^2 * 5 * 7 * 13 * 43 * 67 * 97 * 307 * 769 * 1151 * 1213 * 2689 * 9811 * 12116413 * 96416600017
9209,6,3,x^18 + x^17 + 34,2^4 * 3^3 * 5 * 7 * 19 * 37 * 43 * 67 * 307 * 1151 * 9811 * 12116413 * 81400393 * 131453901548713 * 16484398840706192463583
9209,7,2,x^14 + x^13 + 52,2^4 * 3 * 5 * 29 * 307 * 463 * 1051 * 1151 * 241963 * 657836537 * 178645193021 * 927063941928881
9209,8,2,x^16 + x^15 + 13,2^7 * 3 * 5 * 13 * 17 * 307 * 449 * 1151 * 1213 * 2689 * 42913248088577 * 78955636389521 * 3596001764936881
9209,9,2,x^18 + x^17 + 34,2^4 * 3^3 * 5 * 7 * 19 * 37 * 43 * 67 * 307 * 1151 * 9811 * 12116413 * 81400393 * 131453901548713 * 16484398840706192463583
9209,10,2,x^20 + x^19 + 6,2^5 * 3 * 5^2 * 11 * 13 * 31 * 41 * 181 * 307 * 761 * 1151 * 1213 * 2689 * 6361 * 11471 * 4190554871 * 20227121381 * 44925798841345777071626821
