p,n,poly,factorization
7583,2,x^2 + x + 7,2^6 * 3 * 17 * 79 * 223
7583,3,x^3 + x^2 + 3,2 * 7 * 17 * 73 * 223 * 112543
7583,4,x^4 + x^3 + 28,2^7 * 3 * 5 * 17 * 79 * 181 * 223 * 31769
7583,5,x^5 + x^4 + 2,2 * 11^2 * 17 * 71 * 223 * 13451 * 28616941
7583,6,x^6 + x^5 + 28,2^6 * 3^2 * 7 * 13^2 * 17 * 73 * 79 * 151 * 223 * 751 * 112543
7583,7,x^7 + x^6 + 4,2 * 17 * 223 * 348858973 * 545071800065941
7583,8,x^8 + x^7 + 7,2^8 * 3 * 5 * 17 * 79 * 181 * 223 * 31769 * 1653233619284161
7583,9,x^9 + x^8 + 3,2 * 7 * 17 * 73 * 163 * 223 * 112543 * 2572057 * 453500888897827
7583,10,x^10 + x^9 + 22,2^6 * 3 * 11^2 * 17 * 71 * 79 * 223 * 13451 * 503351 * 28616941 * 6568043491
7583,11,x^11 + x^10 + 34,2 * 17 * 23^2 * 223 * 201224497937 * 5906515000296417447033281
7583,12,x^12 + x^11 + 22,2^7 * 3^2 * 5 * 7 * 13^2 * 17 * 73 * 79 * 151 * 181 * 223 * 751 * 8893 * 31769 * 112543 * 371805597781
7583,13,x^13 + x^12 + 27,2 * 17 * 223 * 21392333 * 1690019818008468224757496842777083383877
7583,14,x^14 + x^13 + 30,2^6 * 3 * 17 * 79 * 223 * 2129 * 210631 * 348858973 * 423927037823633 * 545071800065941
7583,15,x^15 + x^14 + 36,2 * 7 * 11^2 * 17 * 31 * 71 * 73 * 223 * 4951 * 13451 * 112543 * 28616941 * 71222391424843293154223161
7583,16,x^16 + x^15 + 69,2^9 * 3 * 5 * 17 * 79 * 181 * 223 * 2273 * 31769 * 645720769 * 1653233619284161 * 3724382361649764833
7583,17,x^17 + x^16 + 48,2 * 17^2 * 103 * 223 * 613 * 3061 * 14028823428929 * 924047765719074923 * 2806651895375252640941
7583,18,x^18 + x^17 + 10,2^6 * 3^3 * 7 * 13^2 * 17 * 19 * 73 * 79 * 127 * 151 * 163 * 199 * 223 * 751 * 112543 * 2572057 * 453500888897827 * 131981993219208403
7583,19,x^19 + x^18 + 3,2 * 17 * 223 * 373270282147308972680197 * 18415048569348043579832327679917205508947647149
7583,20,x^20 + x^19 + 85,2^7 * 3 * 5^2 * 11^2 * 17 * 41 * 71 * 79 * 181 * 223 * 13451 * 31769 * 503351 * 504521 * 28616941 * 6568043491 * 105704951531641235082461
