p,r,n,poly,factorization
9157,1,2,x^2 + x + 18,2^3 * 3 * 7 * 19 * 109 * 241
9157,1,3,x^3 + x^2 + 6,2^2 * 3^2 * 7 * 109 * 27953269
9157,1,4,x^4 + x^3 + 6,2^4 * 3 * 5^2 * 7 * 13 * 19 * 109 * 241 * 129001
9157,1,5,x^5 + x^4 + 6,2^2 * 3 * 7 * 11 * 109 * 639245385633991
9157,1,6,x^6 + x^5 + 31,2^3 * 3^2 * 7 * 19 * 109 * 241 * 27953269 * 83841493
9157,1,7,x^7 + x^6 + 18,2^2 * 3 * 7^2 * 43 * 109 * 281 * 402858373 * 17303800739
9157,1,8,x^8 + x^7 + 150,2^5 * 3 * 5^2 * 7 * 13 * 19 * 41 * 109 * 241 * 129001 * 85743065094161
9157,1,9,x^9 + x^8 + 41,2^2 * 3^3 * 7 * 73 * 109 * 27953269 * 219130777 * 12284904694861
9157,1,10,x^10 + x^9 + 35,2^3 * 3 * 7 * 11 * 19 * 109 * 241 * 4861 * 6571 * 220094071 * 639245385633991
9157,1,11,x^11 + x^10 + 41,2^2 * 3 * 7 * 23 * 109 * 1650529 * 16519757 * 53506553 * 123542944561353901
9157,1,12,x^12 + x^11 + 19,2^4 * 3^2 * 5^2 * 7 * 13 * 19 * 109 * 241 * 433 * 129001 * 27953269 * 83841493 * 16237716521641
9157,1,13,x^13 + x^12 + 6,2^2 * 3 * 7 * 109 * 176333 * 339889298477 * 5799825314274185865923897390461
9157,1,14,x^14 + x^13 + 31,2^3 * 3 * 7^2 * 19 * 29 * 43 * 109 * 113 * 241 * 281 * 402858373 * 3584991607 * 17303800739 * 50177298487
9157,1,15,x^15 + x^14 + 6,2^2 * 3^2 * 7 * 11 * 109 * 14357821 * 27953269 * 639245385633991 * 3442625241208417307984581
9157,1,16,x^16 + x^15 + 19,2^6 * 3 * 5^2 * 7 * 13 * 17 * 19 * 41 * 109 * 241 * 1153 * 20753 * 129001 * 85743065094161 * 60762635573954275169617
9157,1,17,x^17 + x^16 + 145,2^2 * 3 * 7 * 103 * 109 * 137 * 239 * 1123 * 1667 * 3720312175561 * 870402765635413 * 119544104320909514731213
9157,1,18,x^18 + x^17 + 57,2^3 * 3^3 * 7 * 19 * 73 * 109 * 241 * 307 * 27953269 * 55191151 * 83841493 * 219130777 * 12284904694861 * 34794568767601
9157,1,19,x^19 + x^18 + 61,2^2 * 3 * 7 * 109 * 191 * 761 * 2699 * 3877 * 29526533 * 426764131 * 175978090213 * 60761657194780869949353050552941
