p,n,poly,factorization
1303,2,x^2 + x + 6,2^4 * 3 * 7 * 31 * 163
1303,3,x^3 + x^2 + 2,2 * 3^2 * 7 * 13 * 19 * 31 * 2293
1303,4,x^4 + x^3 + 7,2^5 * 3 * 5 * 7 * 31 * 41^2 * 101 * 163
1303,5,x^5 + x^4 + 4,2 * 3 * 7 * 11 * 31 * 71 * 241 * 15326501
1303,6,x^6 + x^5 + 6,2^4 * 3^2 * 7 * 13 * 19 * 31 * 67 * 163 * 2293 * 25321
1303,7,x^7 + x^6 + 32,2 * 3 * 7^2 * 31 * 67579 * 190261 * 54417721
1303,8,x^8 + x^7 + 34,2^6 * 3 * 5 * 7 * 31 * 41^2 * 101 * 163 * 1297 * 1111239553
1303,9,x^9 + x^8 + 30,2 * 3^3 * 7 * 13 * 19 * 31 * 2293 * 8461 * 192807331842079
1303,10,x^10 + x^9 + 6,2^4 * 3 * 7 * 11 * 31 * 71 * 163 * 241 * 3371 * 16091 * 53101 * 15326501
1303,11,x^11 + x^10 + 18,2 * 3 * 7 * 31 * 5171 * 6267119 * 435647383171675304477
1303,12,x^12 + x^11 + 12,2^5 * 3^2 * 5 * 7 * 13 * 19 * 31 * 37 * 41^2 * 67 * 101 * 163 * 2293 * 25321 * 90289 * 862861
1303,13,x^13 + x^12 + 18,2 * 3 * 7 * 31 * 1093 * 109106389471 * 201000007517992361490787
1303,14,x^14 + x^13 + 48,2^4 * 3 * 7^2 * 31 * 163 * 67579 * 190261 * 54417721 * 4890275412593271247
1303,15,x^15 + x^14 + 89,2 * 3^2 * 7 * 11 * 13 * 19 * 31 * 61^2 * 71 * 241 * 2293 * 3331 * 21871 * 15326501 * 30628022052541
1303,16,x^16 + x^15 + 180,2^7 * 3 * 5 * 7 * 17 * 31 * 41^2 * 101 * 163 * 1297 * 1111239553 * 244386048142417008677393
1303,17,x^17 + x^16 + 83,2 * 3 * 7 * 31 * 1923437047717 * 35922462993765878557295703991437520493
1303,18,x^18 + x^17 + 29,2^4 * 3^3 * 7 * 13 * 19 * 31 * 67 * 163 * 2179 * 2293 * 8461 * 25321 * 192807331842079 * 2245997475779257
1303,19,x^19 + x^18 + 190,2 * 3 * 7 * 31 * 212237107 * 16547698283954869165093 * 33402117805176599431254583
1303,20,x^20 + x^19 + 106,2^5 * 3 * 5^2 * 7 * 11 * 31 * 41^2 * 71 * 101 * 163 * 241 * 3371 * 16091 * 53101 * 15326501 * 1113144341 * 1492909847675641
1303,21,x^21 + x^20 + 42,2 * 3^2 * 7^2 * 13 * 19 * 31 * 43 * 2293 * 67579 * 190261 * 25483963 * 54417721 * 21840578415123720664427293321
1303,22,x^22 + x^21 + 6,2^4 * 3 * 7 * 23 * 31 * 89 * 163 * 5171 * 6267119 * 435647383171675304477 * 6886414167274149736277350621
1303,23,x^23 + x^22 + 158,2 * 3 * 7 * 31 * 47 * 139 * 16607 * 43963259 * 235170205927 * 288503080269369527 * 1044922546780909920647393
1303,24,x^24 + x^23 + 39,2^6 * 3^2 * 5 * 7 * 13 * 19 * 31 * 37 * 41^2 * 67 * 101 * 163 * 1297 * 2293 * 7321 * 25321 * 90289 * 862861 * 1111239553 * 3533353249 * 321216510889
1303,25,x^25 + x^24 + 104,2 * 3 * 7 * 11 * 31 * 71 * 241 * 64301 * 15326501 * 5433027746051 * 569676971837233149970710960510895474238947751
