p,n,poly,factorization
5839,2,x^2 + x + 11,2^5 * 3 * 5 * 7 * 73 * 139
5839,3,x^3 + x^2 + 2,2 * 3^2 * 7 * 139 * 11366587
5839,4,x^4 + x^3 + 6,2^6 * 3 * 5 * 7 * 73 * 139 * 17046961
5839,5,x^5 + x^4 + 23,2 * 3 * 7 * 11 * 139 * 191 * 2591 * 213567331
5839,6,x^6 + x^5 + 6,2^5 * 3^2 * 5 * 7 * 73 * 139 * 11366587 * 34088083
5839,7,x^7 + x^6 + 18,2 * 3 * 7^2 * 139 * 5662486714835196962983
5839,8,x^8 + x^7 + 28,2^7 * 3 * 5 * 7 * 17 * 73 * 139 * 627961 * 17046961 * 54443033
5839,9,x^9 + x^8 + 2,2 * 3^3 * 7 * 19 * 139 * 25453 * 11366587 * 27315994608861661
5839,10,x^10 + x^9 + 373,2^5 * 3 * 5^2 * 7 * 11 * 71 * 73 * 139 * 191 * 1471 * 2591 * 213567331 * 2225555881
5839,11,x^11 + x^10 + 40,2 * 3 * 7 * 139 * 26489 * 515153 * 769198211 * 4389540647760418723
5839,12,x^12 + x^11 + 29,2^6 * 3^2 * 5 * 7 * 13 * 73 * 139 * 193 * 373297 * 1241077 * 11366587 * 17046961 * 34088083
5839,13,x^13 + x^12 + 33,2 * 3 * 7 * 139 * 96982458883831 * 16197310089939466937401059313831
5839,14,x^14 + x^13 + 476,2^5 * 3 * 5 * 7^2 * 73 * 139 * 4709382091 * 8413807116037 * 5662486714835196962983
5839,15,x^15 + x^14 + 4,2 * 3^2 * 7 * 11 * 139 * 191 * 2591 * 11366587 * 213567331 * 659196174811 * 2049362281913296531
5839,16,x^16 + x^15 + 55,2^8 * 3 * 5 * 7 * 17 * 73 * 139 * 627961 * 17046961 * 17537857 * 54443033 * 38521330747949697443713
5839,17,x^17 + x^16 + 68,2 * 3 * 7 * 139 * 11355287 * 812424848265839 * 6571667221032071 * 30118484274629802212527
5839,18,x^18 + x^17 + 6,2^5 * 3^3 * 5 * 7 * 19 * 37 * 73 * 139 * 25453 * 118549 * 2157679 * 11366587 * 34088083 * 4187399509 * 27315994608861661
5839,19,x^19 + x^18 + 33,2 * 3 * 7 * 139 * 1195106459317 * 52090718216612429079832345587683173249919707207446149773
5839,20,x^20 + x^19 + 69,2^6 * 3 * 5^2 * 7 * 11 * 71 * 73 * 139 * 191 * 281 * 1471 * 1721 * 2591 * 4801 * 17046961 * 213567331 * 2225555881 * 581954315513088173041
5839,21,x^21 + x^20 + 45,2 * 3^2 * 7^2 * 139 * 11366587 * 5662486714835196962983 * 1570316949748203061099689378867424149102857761
