p,e,n,poly,factorization
2393,1,2,x^2 + x + 3,2^4 * 3^2 * 7 * 13 * 19 * 23
2393,1,3,x^3 + x^2 + 3,2^3 * 13 * 23 * 79 * 127 * 571
2393,1,4,x^4 + x^3 + 7,2^5 * 3^2 * 5^2 * 7 * 13 * 17 * 19 * 23 * 6737
2393,1,5,x^5 + x^4 + 3,2^3 * 13 * 23 * 311 * 461 * 691 * 331141
2393,1,6,x^6 + x^5 + 44,2^4 * 3^3 * 7 * 13 * 19 * 23 * 31 * 61 * 79 * 127 * 571 * 1009
2393,1,7,x^7 + x^6 + 12,2^3 * 13 * 23 * 379 * 1597 * 310379900001361
2393,1,8,x^8 + x^7 + 157,2^6 * 3^2 * 5^2 * 7 * 13 * 17 * 19 * 23 * 977 * 6737 * 16782097313
2393,1,9,x^9 + x^8 + 14,2^3 * 13 * 23 * 79 * 127 * 571 * 133312573 * 1408591557559
2393,1,10,x^10 + x^9 + 171,2^4 * 3^2 * 7 * 11^2 * 13 * 19 * 23 * 311 * 461 * 691 * 1151 * 13901 * 16931 * 331141
2393,1,11,x^11 + x^10 + 5,2^3 * 13 * 23 * 6160394286945659286489360743157043
2393,1,12,x^12 + x^11 + 125,2^5 * 3^3 * 5^2 * 7 * 13 * 17 * 19 * 23 * 31 * 61 * 79 * 127 * 571 * 1009 * 1153 * 6737 * 28440774001
2393,1,13,x^13 + x^12 + 88,2^3 * 13^2 * 23 * 677 * 155741 * 25737059509567898612965108985761
2393,1,14,x^14 + x^13 + 12,2^4 * 3^2 * 7^2 * 13 * 19 * 23 * 379 * 1597 * 310379900001361 * 26814932261578997551
2393,1,15,x^15 + x^14 + 67,2^3 * 13 * 23 * 79 * 127 * 151 * 311 * 461 * 571 * 691 * 331141 * 751711 * 1161735721 * 8151262321
2393,1,16,x^16 + x^15 + 24,2^7 * 3^2 * 5^2 * 7 * 13 * 17 * 19 * 23 * 977 * 6737 * 42961 * 16782097313 * 12515183203033230516241
2393,1,17,x^17 + x^16 + 11,2^3 * 13 * 23 * 57720978330223610709821 * 20041536668171814177206089126181
2393,1,18,x^18 + x^17 + 134,2^4 * 3^4 * 7 * 13 * 19 * 23 * 31 * 37 * 61 * 73 * 79 * 127 * 541 * 571 * 1009 * 1423 * 17749 * 1696033 * 133312573 * 1408591557559
2393,1,19,x^19 + x^18 + 38,2^3 * 13 * 23 * 13567 * 235997280013753 * 5386528015213809727 * 384105346984877366315059
2393,1,20,x^20 + x^19 + 90,2^5 * 3^2 * 5^3 * 7 * 11^2 * 13 * 17 * 19 * 23 * 311 * 461 * 691 * 1151 * 6737 * 13901 * 16931 * 331141 * 215065876677617838812877101
2393,1,21,x^21 + x^20 + 102,2^3 * 13 * 23 * 79 * 127 * 379 * 571 * 1597 * 61153 * 310379900001361 * 576385561133465848448984145783970033
2393,1,22,x^22 + x^21 + 251,2^4 * 3^2 * 7 * 13 * 19 * 23 * 50834587 * 121083854949373452217647611 * 6160394286945659286489360743157043
2393,1,23,x^23 + x^22 + 40,2^3 * 13 * 23^2 * 5659 * 1668988571530819186410672712373093177991002569923870121147072385443499
2393,2,2,x^4 + x^3 + 7,2^5 * 3^2 * 5^2 * 7 * 13 * 17 * 19 * 23 * 6737
2393,2,3,x^6 + x^5 + 44,2^4 * 3^3 * 7 * 13 * 19 * 23 * 31 * 61 * 79 * 127 * 571 * 1009
2393,2,4,x^8 + x^7 + 157,2^6 * 3^2 * 5^2 * 7 * 13 * 17 * 19 * 23 * 977 * 6737 * 16782097313
2393,2,5,x^10 + x^9 + 171,2^4 * 3^2 * 7 * 11^2 * 13 * 19 * 23 * 311 * 461 * 691 * 1151 * 13901 * 16931 * 331141
2393,2,6,x^12 + x^11 + 125,2^5 * 3^3 * 5^2 * 7 * 13 * 17 * 19 * 23 * 31 * 61 * 79 * 127 * 571 * 1009 * 1153 * 6737 * 28440774001
2393,2,7,x^14 + x^13 + 12,2^4 * 3^2 * 7^2 * 13 * 19 * 23 * 379 * 1597 * 310379900001361 * 26814932261578997551
2393,2,8,x^16 + x^15 + 24,2^7 * 3^2 * 5^2 * 7 * 13 * 17 * 19 * 23 * 977 * 6737 * 42961 * 16782097313 * 12515183203033230516241
2393,2,9,x^18 + x^17 + 134,2^4 * 3^4 * 7 * 13 * 19 * 23 * 31 * 37 * 61 * 73 * 79 * 127 * 541 * 571 * 1009 * 1423 * 17749 * 1696033 * 133312573 * 1408591557559
2393,2,10,x^20 + x^19 + 90,2^5 * 3^2 * 5^3 * 7 * 11^2 * 13 * 17 * 19 * 23 * 311 * 461 * 691 * 1151 * 6737 * 13901 * 16931 * 331141 * 215065876677617838812877101
2393,2,11,x^22 + x^21 + 251,2^4 * 3^2 * 7 * 13 * 19 * 23 * 50834587 * 121083854949373452217647611 * 6160394286945659286489360743157043
2393,3,2,x^6 + x^5 + 44,2^4 * 3^3 * 7 * 13 * 19 * 23 * 31 * 61 * 79 * 127 * 571 * 1009
2393,3,3,x^9 + x^8 + 14,2^3 * 13 * 23 * 79 * 127 * 571 * 133312573 * 1408591557559
2393,3,4,x^12 + x^11 + 125,2^5 * 3^3 * 5^2 * 7 * 13 * 17 * 19 * 23 * 31 * 61 * 79 * 127 * 571 * 1009 * 1153 * 6737 * 28440774001
2393,3,5,x^15 + x^14 + 67,2^3 * 13 * 23 * 79 * 127 * 151 * 311 * 461 * 571 * 691 * 331141 * 751711 * 1161735721 * 8151262321
2393,3,6,x^18 + x^17 + 134,2^4 * 3^4 * 7 * 13 * 19 * 23 * 31 * 37 * 61 * 73 * 79 * 127 * 541 * 571 * 1009 * 1423 * 17749 * 1696033 * 133312573 * 1408591557559
2393,3,7,x^21 + x^20 + 102,2^3 * 13 * 23 * 79 * 127 * 379 * 571 * 1597 * 61153 * 310379900001361 * 576385561133465848448984145783970033
2393,4,2,x^8 + x^7 + 157,2^6 * 3^2 * 5^2 * 7 * 13 * 17 * 19 * 23 * 977 * 6737 * 16782097313
2393,4,3,x^12 + x^11 + 125,2^5 * 3^3 * 5^2 * 7 * 13 * 17 * 19 * 23 * 31 * 61 * 79 * 127 * 571 * 1009 * 1153 * 6737 * 28440774001
