p,e,n,poly,factorization
3769,1,2,x^2 + x + 11,2^4 * 3 * 5 * 13 * 29 * 157
3769,1,3,x^3 + x^2 + 7,2^3 * 3^2 * 19 * 109 * 157 * 2287
3769,1,4,x^4 + x^3 + 23,2^5 * 3 * 5 * 13 * 29 * 73 * 149 * 157 * 653
3769,1,5,x^5 + x^4 + 34,2^3 * 3 * 157 * 154871 * 1303315891
3769,1,6,x^6 + x^5 + 11,2^4 * 3^2 * 5 * 7 * 13 * 19 * 29 * 61 * 79 * 109 * 157 * 421 * 2287
3769,1,7,x^7 + x^6 + 59,2^3 * 3 * 157 * 491 * 53327 * 319411 * 342841633
3769,1,8,x^8 + x^7 + 46,2^6 * 3 * 5 * 13 * 29 * 41 * 73 * 149 * 157 * 601 * 653 * 4094644721
3769,1,9,x^9 + x^8 + 17,2^3 * 3^3 * 19 * 109 * 157 * 397 * 2287 * 58702051 * 41000748751
3769,1,10,x^10 + x^9 + 42,2^4 * 3 * 5^2 * 11 * 13 * 29 * 157 * 241 * 661 * 154871 * 23025451 * 1303315891
3769,1,11,x^11 + x^10 + 51,2^3 * 3 * 157 * 972905077 * 167560418807 * 3549234635158609
3769,1,12,x^12 + x^11 + 66,2^5 * 3^2 * 5 * 7 * 13 * 19 * 29 * 61 * 73 * 79 * 109 * 149 * 157 * 421 * 653 * 2287 * 201792266934961
3769,1,13,x^13 + x^12 + 11,2^3 * 3 * 157 * 2599741 * 3161540934826955257071801321094441441
3769,1,14,x^14 + x^13 + 56,2^4 * 3 * 5 * 13 * 29 * 157 * 281 * 491 * 3011 * 53327 * 319411 * 383041 * 342841633 * 8842585627
3769,1,15,x^15 + x^14 + 70,2^3 * 3^2 * 19 * 31 * 109 * 157 * 2287 * 77641 * 154871 * 1303315891 * 16913794203640576508551
3769,1,16,x^16 + x^15 + 341,2^7 * 3 * 5 * 13 * 17 * 29 * 41 * 73 * 113 * 149 * 157 * 601 * 653 * 4094644721 * 167283344897 * 63357646328033
3769,1,17,x^17 + x^16 + 224,2^3 * 3 * 103 * 157 * 443 * 1871 * 2857 * 872033 * 7797861972921275598363249587984710294579
3769,1,18,x^18 + x^17 + 328,2^4 * 3^3 * 5 * 7 * 13 * 19 * 29 * 61 * 79 * 109 * 157 * 397 * 421 * 2287 * 2467 * 58702051 * 41000748751 * 1161950628519745219
3769,1,19,x^19 + x^18 + 79,2^3 * 3 * 157 * 23560565893754131976161689463025209790813589507218999735904518971
3769,1,20,x^20 + x^19 + 51,2^5 * 3 * 5^2 * 11 * 13 * 29 * 73 * 101 * 149 * 157 * 241 * 653 * 661 * 154871 * 23025451 * 1303315891 * 403169523379033183411955021
