p,e,n,poly,factorization
4079,1,2,x^2 + x + 23,2^5 * 3 * 5 * 17 * 2039
4079,1,3,x^3 + x^2 + 2,2 * 73 * 2039 * 227977
4079,1,4,x^4 + x^3 + 67,2^6 * 3 * 5 * 17 * 2039 * 8319121
4079,1,5,x^5 + x^4 + 3,2 * 11 * 311 * 2039 * 4261 * 18995761
4079,1,6,x^6 + x^5 + 22,2^5 * 3^2 * 5 * 7 * 13^2 * 17 * 43 * 73 * 109 * 2039 * 227977
4079,1,7,x^7 + x^6 + 6,2 * 71 * 2039 * 64888893279424609991
4079,1,8,x^8 + x^7 + 187,2^7 * 3 * 5 * 17 * 1129 * 2039 * 8319121 * 122600116729
4079,1,9,x^9 + x^8 + 4,2 * 37 * 73 * 2039 * 8731 * 227977 * 778537 * 18313749199
4079,1,10,x^10 + x^9 + 92,2^5 * 3 * 5^2 * 11 * 17 * 311 * 2039 * 3121 * 4261 * 18995761 * 17735547121
4079,1,11,x^11 + x^10 + 20,2 * 23 * 67 * 2039 * 827638906676741570667693754141661
4079,1,12,x^12 + x^11 + 71,2^6 * 3^2 * 5 * 7 * 13^2 * 17 * 43 * 73 * 109 * 997 * 2039 * 227977 * 8319121 * 277664039053
4079,1,13,x^13 + x^12 + 9,2 * 1951 * 2039 * 30582997920862293661 * 355642474299578715211
4079,1,14,x^14 + x^13 + 47,2^5 * 3 * 5 * 17 * 71 * 2039 * 2513331703 * 1832170831009 * 64888893279424609991
4079,1,15,x^15 + x^14 + 13,2 * 11 * 31^2 * 73 * 151 * 311 * 2039 * 4261 * 227977 * 18995761 * 527986506607379560392871
4079,1,16,x^16 + x^15 + 145,2^8 * 3 * 5 * 17 * 1129 * 2039 * 1187489 * 8319121 * 122600116729 * 32267851643070746880929
4079,1,17,x^17 + x^16 + 3,2 * 2039 * 1284335280696283397636499671 * 4573907275823662261899624037991
4079,1,18,x^18 + x^17 + 93,2^5 * 3^3 * 5 * 7 * 13^2 * 17 * 19 * 37 * 43 * 73 * 109 * 2039 * 8731 * 227977 * 778537 * 18313749199 * 80806700911649362219
4079,1,19,x^19 + x^18 + 17,2 * 761 * 2039 * 3473739432763 * 36973561321634196234646708824126903568474501766267
4079,1,20,x^20 + x^19 + 47,2^6 * 3 * 5^2 * 11 * 17 * 41 * 61 * 101 * 311 * 2039 * 3121 * 4261 * 5281 * 8319121 * 18995761 * 17735547121 * 57448458971789673001
4079,1,21,x^21 + x^20 + 64,2 * 71 * 73 * 2039 * 67033 * 227977 * 2183739578758039 * 64888893279424609991 * 144893358200320944730783
4079,1,22,x^22 + x^21 + 22,2^5 * 3 * 5 * 17 * 23 * 67 * 2039 * 1671517 * 42222841 * 28214503043 * 640176813541 * 827638906676741570667693754141661
4079,2,2,x^4 + x^3 + 67,2^6 * 3 * 5 * 17 * 2039 * 8319121
4079,2,3,x^6 + x^5 + 22,2^5 * 3^2 * 5 * 7 * 13^2 * 17 * 43 * 73 * 109 * 2039 * 227977
4079,2,4,x^8 + x^7 + 187,2^7 * 3 * 5 * 17 * 1129 * 2039 * 8319121 * 122600116729
4079,2,5,x^10 + x^9 + 92,2^5 * 3 * 5^2 * 11 * 17 * 311 * 2039 * 3121 * 4261 * 18995761 * 17735547121
4079,2,6,x^12 + x^11 + 71,2^6 * 3^2 * 5 * 7 * 13^2 * 17 * 43 * 73 * 109 * 997 * 2039 * 227977 * 8319121 * 277664039053
4079,2,7,x^14 + x^13 + 47,2^5 * 3 * 5 * 17 * 71 * 2039 * 2513331703 * 1832170831009 * 64888893279424609991
4079,2,8,x^16 + x^15 + 145,2^8 * 3 * 5 * 17 * 1129 * 2039 * 1187489 * 8319121 * 122600116729 * 32267851643070746880929
4079,2,9,x^18 + x^17 + 93,2^5 * 3^3 * 5 * 7 * 13^2 * 17 * 19 * 37 * 43 * 73 * 109 * 2039 * 8731 * 227977 * 778537 * 18313749199 * 80806700911649362219
4079,2,10,x^20 + x^19 + 47,2^6 * 3 * 5^2 * 11 * 17 * 41 * 61 * 101 * 311 * 2039 * 3121 * 4261 * 5281 * 8319121 * 18995761 * 17735547121 * 57448458971789673001
4079,2,11,x^22 + x^21 + 22,2^5 * 3 * 5 * 17 * 23 * 67 * 2039 * 1671517 * 42222841 * 28214503043 * 640176813541 * 827638906676741570667693754141661
4079,3,2,x^6 + x^5 + 22,2^5 * 3^2 * 5 * 7 * 13^2 * 17 * 43 * 73 * 109 * 2039 * 227977
4079,3,3,x^9 + x^8 + 4,2 * 37 * 73 * 2039 * 8731 * 227977 * 778537 * 18313749199
4079,3,4,x^12 + x^11 + 71,2^6 * 3^2 * 5 * 7 * 13^2 * 17 * 43 * 73 * 109 * 997 * 2039 * 227977 * 8319121 * 277664039053
4079,3,5,x^15 + x^14 + 13,2 * 11 * 31^2 * 73 * 151 * 311 * 2039 * 4261 * 227977 * 18995761 * 527986506607379560392871
4079,3,6,x^18 + x^17 + 93,2^5 * 3^3 * 5 * 7 * 13^2 * 17 * 19 * 37 * 43 * 73 * 109 * 2039 * 8731 * 227977 * 778537 * 18313749199 * 80806700911649362219
4079,3,7,x^21 + x^20 + 64,2 * 71 * 73 * 2039 * 67033 * 227977 * 2183739578758039 * 64888893279424609991 * 144893358200320944730783
4079,4,2,x^8 + x^7 + 187,2^7 * 3 * 5 * 17 * 1129 * 2039 * 8319121 * 122600116729
4079,4,3,x^12 + x^11 + 71,2^6 * 3^2 * 5 * 7 * 13^2 * 17 * 43 * 73 * 109 * 997 * 2039 * 227977 * 8319121 * 277664039053
4079,4,4,x^16 + x^15 + 145,2^8 * 3 * 5 * 17 * 1129 * 2039 * 1187489 * 8319121 * 122600116729 * 32267851643070746880929
4079,4,5,x^20 + x^19 + 47,2^6 * 3 * 5^2 * 11 * 17 * 41 * 61 * 101 * 311 * 2039 * 3121 * 4261 * 5281 * 8319121 * 18995761 * 17735547121 * 57448458971789673001
4079,5,2,x^10 + x^9 + 92,2^5 * 3 * 5^2 * 11 * 17 * 311 * 2039 * 3121 * 4261 * 18995761 * 17735547121
4079,5,3,x^15 + x^14 + 13,2 * 11 * 31^2 * 73 * 151 * 311 * 2039 * 4261 * 227977 * 18995761 * 527986506607379560392871
4079,5,4,x^20 + x^19 + 47,2^6 * 3 * 5^2 * 11 * 17 * 41 * 61 * 101 * 311 * 2039 * 3121 * 4261 * 5281 * 8319121 * 18995761 * 17735547121 * 57448458971789673001
