p,e,n,poly,factorization
2683,1,2,x^2 + x + 3,2^3 * 3^2 * 11 * 61 * 149
2683,1,3,x^3 + x^2 + 25,2 * 3^3 * 7 * 139 * 149 * 2467
2683,1,4,x^4 + x^3 + 32,2^4 * 3^2 * 5 * 11 * 13 * 61 * 149 * 55373
2683,1,5,x^5 + x^4 + 9,2 * 3^2 * 41 * 149 * 271 * 4665427471
2683,1,6,x^6 + x^5 + 5,2^3 * 3^3 * 7 * 11 * 61 * 139 * 149 * 2467 * 7195807
2683,1,7,x^7 + x^6 + 6,2 * 3^2 * 127 * 149 * 43050757 * 68249806087
2683,1,8,x^8 + x^7 + 30,2^5 * 3^2 * 5 * 11 * 13 * 61 * 97 * 149 * 55373 * 267104349913
2683,1,9,x^9 + x^8 + 6,2 * 3^4 * 7 * 19 * 73 * 139 * 149 * 2467 * 1193473 * 75112760269
2683,1,10,x^10 + x^9 + 5,2^3 * 3^2 * 11 * 41 * 61 * 149 * 271 * 4665427471 * 51798937532941
2683,1,11,x^11 + x^10 + 23,2 * 3^2 * 149 * 419 * 23795861 * 31114073 * 62329883218278259
2683,1,12,x^12 + x^11 + 5,2^4 * 3^3 * 5 * 7 * 11 * 13 * 61 * 139 * 149 * 2467 * 55373 * 3311401 * 7195807 * 15648433
2683,1,13,x^13 + x^12 + 11,2 * 3^2 * 131 * 149 * 157 * 21904630541 * 308960593499718956432072203
2683,1,14,x^14 + x^13 + 22,2^3 * 3^2 * 11 * 61 * 127 * 149 * 138797 * 43050757 * 68249806087 * 2686470759761111
2683,1,15,x^15 + x^14 + 4,2 * 3^3 * 7 * 41 * 139 * 149 * 271 * 2467 * 4665427471 * 2684129605233381243230189041
2683,1,16,x^16 + x^15 + 108,2^6 * 3^2 * 5 * 11 * 13 * 17 * 61 * 97 * 149 * 55373 * 41022049 * 117763169 * 16347811873 * 267104349913
2683,1,17,x^17 + x^16 + 24,2 * 3^2 * 149 * 8943273641 * 1569838208837528087 * 513737475591445362741081263
2683,1,18,x^18 + x^17 + 109,2^3 * 3^4 * 7 * 11 * 19 * 61 * 73 * 139 * 149 * 2467 * 110431 * 1193473 * 7195807 * 75112760269 * 3377792998095193
2683,1,19,x^19 + x^18 + 9,2 * 3^2 * 149 * 51919919119432743690284577432368471046731972572873825291683253
