p,r,n,poly,factorization
1889,1,2,x^2 + x + 14,2^6 * 3^3 * 5 * 7 * 59
1889,1,3,x^3 + x^2 + 15,2^5 * 59 * 73 * 48907
1889,1,4,x^4 + x^3 + 7,2^7 * 3^3 * 5 * 7 * 59 * 1069 * 1669
1889,1,5,x^5 + x^4 + 24,2^5 * 59 * 90901 * 140148721
1889,1,6,x^6 + x^5 + 7,2^6 * 3^4 * 5 * 7 * 13 * 19 * 59 * 73 * 4813 * 48907
1889,1,7,x^7 + x^6 + 19,2^5 * 59 * 78163 * 581594774273437
1889,1,8,x^8 + x^7 + 24,2^8 * 3^3 * 5 * 7 * 17^2 * 41 * 59 * 1069 * 1669 * 537299129
1889,1,9,x^9 + x^8 + 15,2^5 * 59 * 73 * 11827 * 13681 * 48907 * 55837 * 5028949
1889,1,10,x^10 + x^9 + 11,2^6 * 3^3 * 5^2 * 7 * 11 * 31 * 59 * 90901 * 140148721 * 7464033881
1889,1,11,x^11 + x^10 + 22,2^5 * 23 * 59 * 130241 * 193229748696516865195959757
1889,1,12,x^12 + x^11 + 61,2^7 * 3^4 * 5 * 7 * 13 * 19 * 59 * 73 * 1069 * 1669 * 4813 * 48907 * 12732911190721
1889,1,13,x^13 + x^12 + 38,2^5 * 59 * 4704577463 * 64570460848921 * 6799217800065107
1889,1,14,x^14 + x^13 + 99,2^6 * 3^3 * 5 * 7^2 * 29 * 59 * 127 * 78163 * 581594774273437 * 1761416833175357
1889,1,15,x^15 + x^14 + 3,2^5 * 59 * 73 * 211 * 3391 * 48907 * 90901 * 126844801 * 140148721 * 1785429799141
1889,1,16,x^16 + x^15 + 6,2^9 * 3^3 * 5 * 7 * 17^2 * 41 * 59 * 1069 * 1669 * 144241 * 4219217 * 537299129 * 133200262524353
1889,1,17,x^17 + x^16 + 6,2^5 * 59 * 239 * 28493 * 3480740821 * 1109515897012259660079278501460944143
1889,1,18,x^18 + x^17 + 19,2^6 * 3^5 * 5 * 7 * 13 * 19 * 59 * 73 * 2521 * 4813 * 11827 * 13681 * 48907 * 55837 * 132157 * 5028949 * 45457701823
1889,1,19,x^19 + x^18 + 6,2^5 * 59 * 229 * 8933801 * 9386609 * 4886801811444696163813593100973151878334031
1889,1,20,x^20 + x^19 + 48,2^7 * 3^3 * 5^2 * 7 * 11 * 31 * 59 * 1069 * 1669 * 90901 * 24613081 * 140148721 * 7464033881 * 6587028776522928361
1889,1,21,x^21 + x^20 + 12,2^5 * 43 * 59 * 73 * 48907 * 78163 * 23542091049793 * 581594774273437 * 2038168271483344610071939
1889,1,22,x^22 + x^21 + 302,2^6 * 3^3 * 5 * 7 * 23 * 59 * 3499 * 14389 * 130241 * 11484581601418325431640951 * 193229748696516865195959757
1889,1,23,x^23 + x^22 + 122,2^5 * 47 * 59 * 25423490959048600037429421121329400525115643291380759918469536954109113
1889,1,24,x^24 + x^23 + 156,2^8 * 3^4 * 5 * 7 * 13 * 17^2 * 19 * 41 * 59 * 73 * 1069 * 1669 * 4813 * 30937 * 48907 * 537299129 * 12732911190721 * 5240557205320211855593
1889,2,2,x^4 + x^3 + 7,2^7 * 3^3 * 5 * 7 * 59 * 1069 * 1669
1889,2,3,x^6 + x^5 + 7,2^6 * 3^4 * 5 * 7 * 13 * 19 * 59 * 73 * 4813 * 48907
1889,2,4,x^8 + x^7 + 24,2^8 * 3^3 * 5 * 7 * 17^2 * 41 * 59 * 1069 * 1669 * 537299129
1889,2,5,x^10 + x^9 + 11,2^6 * 3^3 * 5^2 * 7 * 11 * 31 * 59 * 90901 * 140148721 * 7464033881
1889,2,6,x^12 + x^11 + 61,2^7 * 3^4 * 5 * 7 * 13 * 19 * 59 * 73 * 1069 * 1669 * 4813 * 48907 * 12732911190721
1889,2,7,x^14 + x^13 + 99,2^6 * 3^3 * 5 * 7^2 * 29 * 59 * 127 * 78163 * 581594774273437 * 1761416833175357
