p,n,poly,factorization
7477,2,x^2 + x + 13,2^3 * 3 * 7 * 89 * 3739
7477,3,x^3 + x^2 + 2,2^2 * 3^2 * 7 * 89 * 18637669
7477,4,x^4 + x^3 + 35,2^4 * 3 * 5 * 7 * 89 * 577 * 3739 * 9689
7477,5,x^5 + x^4 + 57,2^2 * 3 * 7 * 89 * 8581 * 364275286601
7477,6,x^6 + x^5 + 14,2^3 * 3^2 * 7 * 31 * 89 * 3739 * 1803163 * 18637669
7477,7,x^7 + x^6 + 32,2^2 * 3 * 7^2 * 29 * 89 * 27508650667 * 31293709427
7477,8,x^8 + x^7 + 2,2^5 * 3 * 5 * 7 * 89 * 577 * 3739 * 9689 * 1562714086384921
7477,9,x^9 + x^8 + 51,2^2 * 3^3 * 7 * 89 * 2089 * 18637669 * 27880758792184356469
7477,10,x^10 + x^9 + 19,2^3 * 3 * 7 * 11 * 89 * 181 * 3739 * 4691 * 8581 * 12401 * 26981 * 364275286601
7477,11,x^11 + x^10 + 45,2^2 * 3 * 7 * 23 * 67 * 89 * 199 * 136621 * 228251 * 165044881 * 346054078148483
7477,12,x^12 + x^11 + 134,2^4 * 3^2 * 5 * 7 * 13 * 31 * 89 * 577 * 3739 * 9689 * 15541 * 1803163 * 18637669 * 15469889161
7477,13,x^13 + x^12 + 2,2^2 * 3 * 7 * 89 * 1013158927171 * 30137628855909709995281480999282071
7477,14,x^14 + x^13 + 45,2^3 * 3 * 7^2 * 29 * 89 * 127 * 3739 * 6427 * 34693 * 557747 * 11061527 * 27508650667 * 31293709427
7477,15,x^15 + x^14 + 58,2^2 * 3^2 * 7 * 89 * 8581 * 3401011 * 18637669 * 51030692971 * 364275286601 * 56275771137121
7477,16,x^16 + x^15 + 113,2^6 * 3 * 5 * 7 * 17 * 89 * 97 * 193 * 577 * 3739 * 9689 * 19793 * 1562714086384921 * 775352979637922049841
7477,17,x^17 + x^16 + 32,2^2 * 3 * 7 * 89 * 103 * 67397419 * 145479881 * 69191833780889 * 1365708178582233494588467829717
7477,18,x^18 + x^17 + 54,2^3 * 3^3 * 7 * 19 * 31 * 37^3 * 89 * 2089 * 3739 * 1803163 * 2782999 * 18637669 * 65236771549 * 27880758792184356469
7477,19,x^19 + x^18 + 107,2^2 * 3 * 7 * 89 * 48109 * 382357 * 1351422893322497 * 214617085460049643639371450293032824159714767
7477,20,x^20 + x^19 + 45,2^4 * 3 * 5^2 * 7 * 11 * 89 * 181 * 241 * 577 * 3739 * 4691 * 8581 * 9689 * 12401 * 26981 * 96221 * 168601 * 364275286601 * 499691518737253081
