p,n,poly,factorization
449,2,x^2 + x + 12,2^7 * 3^2 * 5^2 * 7
449,3,x^3 + x^2 + 6,2^6 * 7 * 97 * 2083
449,4,x^4 + x^3 + 31,2^8 * 3^2 * 5^2 * 7 * 100801
449,5,x^5 + x^4 + 6,2^6 * 7 * 11 * 3703062191
449,6,x^6 + x^5 + 15,2^7 * 3^3 * 5^2 * 7 * 19 * 97 * 2083 * 3529
449,7,x^7 + x^6 + 83,2^6 * 7^2 * 2969 * 395128299497
449,8,x^8 + x^7 + 31,2^9 * 3^2 * 5^2 * 7 * 100801 * 20321481601
449,9,x^9 + x^8 + 27,2^6 * 7 * 97 * 127 * 271 * 2083 * 238070201203
449,10,x^10 + x^9 + 139,2^7 * 3^2 * 5^3 * 7 * 11 * 31 * 261629971 * 3703062191
449,11,x^11 + x^10 + 43,2^6 * 7 * 23 * 89 * 8900123 * 18319680100789871
449,12,x^12 + x^11 + 138,2^8 * 3^3 * 5^2 * 7 * 13 * 19 * 97 * 157 * 193 * 2083 * 3529 * 100801 * 103177
449,13,x^13 + x^12 + 29,2^6 * 7 * 5981 * 8971 * 373782371 * 3354987801263281
449,14,x^14 + x^13 + 6,2^7 * 3^2 * 5^2 * 7^2 * 71 * 2969 * 21379 * 60271 * 89363 * 395128299497
449,15,x^15 + x^14 + 15,2^6 * 7 * 11 * 61 * 97 * 2083 * 3703062191 * 27019205274050398741
449,16,x^16 + x^15 + 183,2^10 * 3^2 * 5^2 * 7 * 17 * 100801 * 10460657 * 20321481601 * 4644434569729
449,17,x^17 + x^16 + 150,2^6 * 7 * 137 * 19961318116574214006951718281376893587273
449,18,x^18 + x^17 + 21,2^7 * 3^4 * 5^2 * 7 * 19 * 97 * 127 * 163 * 271 * 433 * 2083 * 3529 * 5419 * 7141051 * 238070201203
449,19,x^19 + x^18 + 94,2^6 * 7 * 551318372025868502168119849942409248000031898451
449,20,x^20 + x^19 + 139,2^8 * 3^2 * 5^3 * 7 * 11 * 31 * 41 * 2741 * 100801 * 261629971 * 3703062191 * 14698590189947221
449,21,x^21 + x^20 + 68,2^6 * 7^2 * 97 * 463 * 2083 * 2969 * 7057 * 53896543 * 395128299497 * 380387074770482977
449,22,x^22 + x^21 + 13,2^7 * 3^2 * 5^2 * 7 * 23 * 89 * 8900123 * 3296236241 * 18319680100789871 * 100804264975188721
449,23,x^23 + x^22 + 65,2^6 * 7 * 1933 * 55339 * 136523902321 * 1534320100728462180578962399701581732713
449,24,x^24 + x^23 + 17,2^9 * 3^3 * 5^2 * 7 * 13 * 19 * 97 * 157 * 193 * 313 * 2083 * 3049 * 3529 * 100801 * 103177 * 20321481601 * 1730887996291873
449,25,x^25 + x^24 + 17,2^6 * 7 * 11 * 13845301 * 3703062191 * 396708423508351 * 20190775320439499712837323434351
449,26,x^26 + x^25 + 153,2^7 * 3^2 * 5^2 * 7 * 53 * 5981 * 8971 * 10158487 * 34107503 * 373782371 * 3354987801263281 * 3647834231829061
449,27,x^27 + x^26 + 42,2^6 * 7 * 97 * 127 * 271 * 541 * 2083 * 3673 * 3269809 * 204348421 * 238070201203 * 414307002295421902966613563
449,28,x^28 + x^27 + 105,2^8 * 3^2 * 5^2 * 7^2 * 29 * 71 * 2437 * 2969 * 13217 * 21379 * 60271 * 89363 * 100801 * 124769 * 395128299497 * 576050856147142769
449,29,x^29 + x^28 + 27,2^6 * 7 * 59 * 3111815670238555996536478341508764362514941372162707452682038245928869639
449,30,x^30 + x^29 + 30,2^7 * 3^3 * 5^3 * 7 * 11 * 19 * 31 * 61 * 97 * 151 * 2083 * 3529 * 261629971 * 3703062191 * 10963770819320000551 * 27019205274050398741
