p,n,poly,factorization
2081,2,x^2 + x + 3,2^6 * 3 * 5 * 13 * 347
2081,3,x^3 + x^2 + 6,2^5 * 5 * 7 * 13 * 151 * 4099
2081,4,x^4 + x^3 + 6,2^7 * 3 * 5 * 13 * 89 * 347 * 24329
2081,5,x^5 + x^4 + 21,2^5 * 5^2 * 13 * 31 * 275251 * 439781
2081,6,x^6 + x^5 + 71,2^6 * 3^2 * 5 * 7 * 13 * 151 * 347 * 4099 * 1442827
2081,7,x^7 + x^6 + 6,2^5 * 5 * 13 * 1521227 * 53413028312981
2081,8,x^8 + x^7 + 75,2^8 * 3 * 5 * 13 * 89 * 347 * 1289 * 24329 * 7274537849
2081,9,x^9 + x^8 + 34,2^5 * 5 * 7 * 13 * 37 * 73 * 151 * 4099 * 97021 * 309914681563
2081,10,x^10 + x^9 + 19,2^6 * 3 * 5^2 * 11 * 13 * 31 * 41 * 347 * 3701 * 275251 * 439781 * 11230111
2081,11,x^11 + x^10 + 3,2^5 * 5 * 13 * 12277 * 124118720954255306504926792543
2081,12,x^12 + x^11 + 21,2^7 * 3^2 * 5 * 7 * 13 * 89 * 151 * 347 * 4099 * 23977 * 24329 * 1442827 * 782155993
2081,13,x^13 + x^12 + 105,2^5 * 5 * 13^2 * 547 * 1171 * 30170040161 * 26266986192016562858633
2081,14,x^14 + x^13 + 42,2^6 * 3 * 5 * 13 * 29 * 347 * 827 * 272399 * 1521227 * 12425527073 * 53413028312981
2081,15,x^15 + x^14 + 150,2^5 * 5^2 * 7 * 13 * 31 * 151 * 631 * 4099 * 11551 * 56701 * 275251 * 439781 * 1361491 * 624760351
2081,16,x^16 + x^15 + 153,2^9 * 3 * 5 * 13 * 17 * 89 * 337 * 347 * 1289 * 24329 * 7274537849 * 30695013150542977250849
2081,17,x^17 + x^16 + 79,2^5 * 5 * 13 * 409 * 2527391 * 205332053 * 692367127 * 204103037273 * 4125946851056501
2081,18,x^18 + x^17 + 47,2^6 * 3^3 * 5 * 7 * 13 * 19 * 37 * 73 * 151 * 163 * 347 * 2593 * 4099 * 97021 * 393859 * 1442827 * 8559073 * 309914681563
2081,19,x^19 + x^18 + 39,2^5 * 5 * 13 * 535927680819254303437890621335695931114162914569680796029299
2081,20,x^20 + x^19 + 305,2^7 * 3 * 5^2 * 11 * 13 * 31 * 41 * 89 * 347 * 3701 * 16421 * 24329 * 275251 * 439781 * 11230111 * 1803847141 * 11873457659561
2081,21,x^21 + x^20 + 21,2^5 * 5 * 7^2 * 13 * 43 * 151 * 4099 * 29191 * 1521227 * 2078497 * 53413028312981 * 360986820962038251618984403
2081,22,x^22 + x^21 + 99,2^6 * 3 * 5 * 13 * 23 * 347 * 683 * 12277 * 462529 * 209519596864866983865941 * 124118720954255306504926792543
2081,23,x^23 + x^22 + 3,2^5 * 5 * 13 * 1516483 * 28247083 * 234629901174547919050849237721930869700401771470598610325367
2081,24,x^24 + x^23 + 106,2^8 * 3^2 * 5 * 7 * 13 * 89 * 151 * 347 * 1289 * 4099 * 23977 * 24329 * 48409 * 265513 * 1442827 * 156805921 * 174502753 * 782155993 * 7274537849
