p,e,n,poly,factorization
4111,1,2,x^2 + x + 12,2^5 * 3 * 5 * 137 * 257
4111,1,3,x^3 + x^2 + 5,2 * 3^2 * 5 * 7 * 13 * 19 * 137 * 3259
4111,1,4,x^4 + x^3 + 24,2^6 * 3 * 5 * 53 * 137 * 257 * 159437
4111,1,5,x^5 + x^4 + 4,2 * 3 * 5^2 * 137 * 491 * 36871 * 3156161
4111,1,6,x^6 + x^5 + 19,2^5 * 3^2 * 5 * 7 * 13 * 19 * 137 * 257 * 3259 * 16896211
4111,1,7,x^7 + x^6 + 59,2 * 3 * 5 * 137 * 4828258520658507204817
4111,1,8,x^8 + x^7 + 71,2^7 * 3 * 5 * 53 * 137 * 257 * 2833 * 159437 * 50409609937
4111,1,9,x^9 + x^8 + 42,2 * 3^3 * 5 * 7 * 13 * 19 * 137 * 3259 * 9001 * 178761028319952931
4111,1,10,x^10 + x^9 + 54,2^5 * 3 * 5^2 * 11^2 * 137 * 257 * 491 * 36871 * 3156161 * 2359928839501
4111,1,11,x^11 + x^10 + 4,2 * 3 * 5 * 67 * 137 * 20582855257046004024872052296601083
4111,1,12,x^12 + x^11 + 75,2^6 * 3^2 * 5 * 7 * 13 * 19 * 53 * 137 * 257 * 3259 * 159437 * 16896211 * 285620833002721
4111,1,13,x^13 + x^12 + 55,2 * 3 * 5 * 137 * 13781 * 16352634091 * 86920518654997 * 1189829179596539
4111,1,14,x^14 + x^13 + 76,2^5 * 3 * 5 * 29 * 137 * 257 * 2633 * 6763 * 49169 * 190063889 * 4828258520658507204817
4111,1,15,x^15 + x^14 + 16,2 * 3^2 * 5^2 * 7 * 13 * 19 * 31 * 137 * 491 * 3259 * 36871 * 334651 * 3156161 * 7861770076885054474861
4111,1,16,x^16 + x^15 + 30,2^8 * 3 * 5 * 17^3 * 53 * 137 * 257 * 2833 * 159437 * 50409609937 * 719104284337 * 11545458331361
4111,1,17,x^17 + x^16 + 133,2 * 3 * 5 * 137 * 2143 * 1029113 * 3629570041 * 450433231141 * 1846266726743817751983499363
4111,1,18,x^18 + x^17 + 111,2^5 * 3^3 * 5 * 7 * 13 * 19 * 37 * 137 * 257 * 3259 * 9001 * 16896211 * 178761028319952931 * 130461731015803636663
4111,1,19,x^19 + x^18 + 105,2 * 3 * 5 * 137 * 229 * 491275102135394351772513406058081834033288107143434731199161501
4111,1,20,x^20 + x^19 + 244,2^6 * 3 * 5^2 * 11^2 * 53 * 61 * 137 * 257 * 491 * 5581 * 36871 * 159437 * 252881 * 350881 * 3156161 * 2359928839501 * 2700610045241
4111,1,21,x^21 + x^20 + 16,2 * 3^2 * 5 * 7^2 * 13 * 19 * 127 * 137 * 3259 * 16381 * 243700339 * 4828258520658507204817 * 6563957521517854681343372911
4111,1,22,x^22 + x^21 + 154,2^5 * 3 * 5 * 23 * 67 * 137 * 257 * 397 * 4621 * 32667419328840527633531103701 * 20582855257046004024872052296601083
4111,2,2,x^4 + x^3 + 24,2^6 * 3 * 5 * 53 * 137 * 257 * 159437
4111,2,3,x^6 + x^5 + 19,2^5 * 3^2 * 5 * 7 * 13 * 19 * 137 * 257 * 3259 * 16896211
4111,2,4,x^8 + x^7 + 71,2^7 * 3 * 5 * 53 * 137 * 257 * 2833 * 159437 * 50409609937
4111,2,5,x^10 + x^9 + 54,2^5 * 3 * 5^2 * 11^2 * 137 * 257 * 491 * 36871 * 3156161 * 2359928839501
4111,2,6,x^12 + x^11 + 75,2^6 * 3^2 * 5 * 7 * 13 * 19 * 53 * 137 * 257 * 3259 * 159437 * 16896211 * 285620833002721
4111,2,7,x^14 + x^13 + 76,2^5 * 3 * 5 * 29 * 137 * 257 * 2633 * 6763 * 49169 * 190063889 * 4828258520658507204817
4111,2,8,x^16 + x^15 + 30,2^8 * 3 * 5 * 17^3 * 53 * 137 * 257 * 2833 * 159437 * 50409609937 * 719104284337 * 11545458331361
4111,2,9,x^18 + x^17 + 111,2^5 * 3^3 * 5 * 7 * 13 * 19 * 37 * 137 * 257 * 3259 * 9001 * 16896211 * 178761028319952931 * 130461731015803636663
4111,2,10,x^20 + x^19 + 244,2^6 * 3 * 5^2 * 11^2 * 53 * 61 * 137 * 257 * 491 * 5581 * 36871 * 159437 * 252881 * 350881 * 3156161 * 2359928839501 * 2700610045241
4111,2,11,x^22 + x^21 + 154,2^5 * 3 * 5 * 23 * 67 * 137 * 257 * 397 * 4621 * 32667419328840527633531103701 * 20582855257046004024872052296601083
4111,3,2,x^6 + x^5 + 19,2^5 * 3^2 * 5 * 7 * 13 * 19 * 137 * 257 * 3259 * 16896211
4111,3,3,x^9 + x^8 + 42,2 * 3^3 * 5 * 7 * 13 * 19 * 137 * 3259 * 9001 * 178761028319952931
