p,r,n,poly,factorization
571,1,2,x^2 + x + 3,2^3 * 3 * 5 * 11 * 13 * 19
571,1,3,x^3 + x^2 + 11,2 * 3^2 * 5 * 7 * 19 * 103 * 151
571,1,4,x^4 + x^3 + 19,2^4 * 3 * 5 * 11 * 13 * 19 * 163021
571,1,5,x^5 + x^4 + 11,2 * 3 * 5^2 * 19 * 1831 * 11631811
571,1,6,x^6 + x^5 + 10,2^3 * 3^2 * 5 * 7 * 11 * 13 * 19 * 103 * 151 * 271 * 1201
571,1,7,x^7 + x^6 + 5,2 * 3 * 5 * 19 * 29^2 * 41284013010997
571,1,8,x^8 + x^7 + 18,2^5 * 3 * 5 * 11 * 13 * 19 * 41 * 89 * 449 * 32441 * 163021
571,1,9,x^9 + x^8 + 25,2 * 3^3 * 5 * 7 * 19 * 37 * 103 * 151 * 312243691696003
571,1,10,x^10 + x^9 + 17,2^3 * 3 * 5^2 * 11 * 13 * 19 * 461 * 1831 * 11631811 * 230188481
571,1,11,x^11 + x^10 + 34,2 * 3 * 5 * 19 * 419 * 2277499309493 * 3867675755483
571,1,12,x^12 + x^11 + 53,2^4 * 3^2 * 5 * 7 * 11 * 13 * 19 * 103 * 151 * 271 * 1201 * 163021 * 106302407641
571,1,13,x^13 + x^12 + 52,2 * 3 * 5 * 19 * 79 * 4603 * 6543343 * 89218117 * 5668573026559
571,1,14,x^14 + x^13 + 77,2^3 * 3 * 5 * 11 * 13 * 19 * 29^2 * 127 * 2843 * 95824408751 * 41284013010997
571,1,15,x^15 + x^14 + 13,2 * 3^2 * 5^2 * 7 * 19 * 61 * 103 * 151 * 1831 * 126961 * 3144751 * 11631811 * 463170811
571,1,16,x^16 + x^15 + 33,2^6 * 3 * 5 * 11 * 13 * 17 * 19 * 41 * 89 * 449 * 32441 * 163021 * 332360917295694464993
571,1,17,x^17 + x^16 + 83,2 * 3 * 5 * 19 * 127920157219911700633452265518208659917429537
571,1,18,x^18 + x^17 + 18,2^3 * 3^3 * 5 * 7 * 11 * 13 * 19 * 37 * 103 * 151 * 271 * 1201 * 2503 * 28477 * 486252181 * 312243691696003
571,1,19,x^19 + x^18 + 57,2 * 3 * 5 * 19^2 * 457 * 4803318666375357685849523217991738994372756383
571,1,20,x^20 + x^19 + 212,2^4 * 3 * 5^2 * 11 * 13 * 19 * 461 * 1831 * 27901 * 163021 * 980801 * 11631811 * 230188481 * 412939915781
571,1,21,x^21 + x^20 + 119,2 * 3^2 * 5 * 7^2 * 19 * 29^2 * 103 * 151 * 529487398861 * 41284013010997 * 323532847271909278123
571,1,22,x^22 + x^21 + 259,2^3 * 3 * 5 * 11^2 * 13 * 19 * 23^2 * 419 * 1508058047 * 2277499309493 * 3867675755483 * 419116488063307
571,1,23,x^23 + x^22 + 30,2 * 3 * 5 * 19 * 47 * 2570941 * 9797625362557907923 * 3744939765143637023186600098577173
571,1,24,x^24 + x^23 + 3,2^5 * 3^2 * 5 * 7 * 11 * 13 * 19 * 41 * 89 * 103 * 151 * 271 * 449 * 1201 * 32441 * 71161 * 163021 * 106302407641 * 158798656398129721
571,1,25,x^25 + x^24 + 81,2 * 3 * 5^3 * 19 * 251 * 1831 * 3851 * 11631811 * 13030754146051 * 215543717818142791251945981020633551
571,1,26,x^26 + x^25 + 250,2^3 * 3 * 5 * 11 * 13^2 * 19 * 79 * 131 * 4603 * 615941 * 6543343 * 89218117 * 5668573026559 * 1143193158296885024527927
571,1,27,x^27 + x^26 + 44,2 * 3^4 * 5 * 7 * 19 * 37 * 103 * 109 * 151 * 208927 * 26190919 * 312243691696003 * 23267884005230500674985719040690843
571,1,28,x^28 + x^27 + 130,2^4 * 3 * 5 * 11 * 13 * 19 * 29^2 * 127 * 197 * 337 * 2843 * 163021 * 95824408751 * 5748773727817 * 41284013010997 * 3147462937065917
571,1,29,x^29 + x^28 + 295,2 * 3 * 5 * 19 * 979969 * 1491761 * 5927461207 * 17733398623959203137575968595478402593818471318353454623
571,2,2,x^4 + x^3 + 19,2^4 * 3 * 5 * 11 * 13 * 19 * 163021
571,2,3,x^6 + x^5 + 10,2^3 * 3^2 * 5 * 7 * 11 * 13 * 19 * 103 * 151 * 271 * 1201
571,2,4,x^8 + x^7 + 18,2^5 * 3 * 5 * 11 * 13 * 19 * 41 * 89 * 449 * 32441 * 163021
571,2,5,x^10 + x^9 + 17,2^3 * 3 * 5^2 * 11 * 13 * 19 * 461 * 1831 * 11631811 * 230188481
571,2,6,x^12 + x^11 + 53,2^4 * 3^2 * 5 * 7 * 11 * 13 * 19 * 103 * 151 * 271 * 1201 * 163021 * 106302407641
571,2,7,x^14 + x^13 + 77,2^3 * 3 * 5 * 11 * 13 * 19 * 29^2 * 127 * 2843 * 95824408751 * 41284013010997
571,2,8,x^16 + x^15 + 33,2^6 * 3 * 5 * 11 * 13 * 17 * 19 * 41 * 89 * 449 * 32441 * 163021 * 332360917295694464993
571,2,9,x^18 + x^17 + 18,2^3 * 3^3 * 5 * 7 * 11 * 13 * 19 * 37 * 103 * 151 * 271 * 1201 * 2503 * 28477 * 486252181 * 312243691696003
571,2,10,x^20 + x^19 + 212,2^4 * 3 * 5^2 * 11 * 13 * 19 * 461 * 1831 * 27901 * 163021 * 980801 * 11631811 * 230188481 * 412939915781
571,2,11,x^22 + x^21 + 259,2^3 * 3 * 5 * 11^2 * 13 * 19 * 23^2 * 419 * 1508058047 * 2277499309493 * 3867675755483 * 419116488063307
571,2,12,x^24 + x^23 + 3,2^5 * 3^2 * 5 * 7 * 11 * 13 * 19 * 41 * 89 * 103 * 151 * 271 * 449 * 1201 * 32441 * 71161 * 163021 * 106302407641 * 158798656398129721
571,2,13,x^26 + x^25 + 250,2^3 * 3 * 5 * 11 * 13^2 * 19 * 79 * 131 * 4603 * 615941 * 6543343 * 89218117 * 5668573026559 * 1143193158296885024527927
571,2,14,x^28 + x^27 + 130,2^4 * 3 * 5 * 11 * 13 * 19 * 29^2 * 127 * 197 * 337 * 2843 * 163021 * 95824408751 * 5748773727817 * 41284013010997 * 3147462937065917
571,3,2,x^6 + x^5 + 10,2^3 * 3^2 * 5 * 7 * 11 * 13 * 19 * 103 * 151 * 271 * 1201
571,3,3,x^9 + x^8 + 25,2 * 3^3 * 5 * 7 * 19 * 37 * 103 * 151 * 312243691696003
571,3,4,x^12 + x^11 + 53,2^4 * 3^2 * 5 * 7 * 11 * 13 * 19 * 103 * 151 * 271 * 1201 * 163021 * 106302407641
