p,n,poly,factorization
8081,2,x^2 + x + 3,2^5 * 3^2 * 5 * 101 * 449
8081,3,x^3 + x^2 + 3,2^4 * 5 * 79 * 101 * 826717
8081,4,x^4 + x^3 + 14,2^6 * 3^2 * 5 * 13 * 101 * 449 * 2511637
8081,5,x^5 + x^4 + 14,2^4 * 5^2 * 101 * 852990449692961
8081,6,x^6 + x^5 + 14,2^5 * 3^3 * 5 * 7 * 79 * 101 * 103 * 449 * 30187 * 826717
8081,7,x^7 + x^6 + 14,2^4 * 5 * 101 * 169471 * 1643421614125485097
8081,8,x^8 + x^7 + 15,2^7 * 3^2 * 5 * 13 * 73 * 101 * 449 * 6841 * 56897 * 75041 * 2511637
8081,9,x^9 + x^8 + 3,2^4 * 5 * 19 * 79 * 101 * 826717 * 58375441 * 251076962033137
8081,10,x^10 + x^9 + 135,2^5 * 3^2 * 5^2 * 11 * 41 * 101 * 449 * 9454316692811 * 852990449692961
8081,11,x^11 + x^10 + 15,2^4 * 5 * 23 * 101 * 199 * 4992241 * 51979052477529203654696973323
8081,12,x^12 + x^11 + 27,2^6 * 3^3 * 5 * 7 * 13 * 61 * 79 * 101 * 103 * 449 * 5749 * 19441 * 30187 * 625489 * 826717 * 2511637
8081,13,x^13 + x^12 + 17,2^4 * 5 * 101 * 1613 * 28549 * 8960085889 * 187973914894309624501177875821
8081,14,x^14 + x^13 + 69,2^5 * 3^2 * 5 * 101 * 211 * 449 * 883 * 169471 * 1494492508510246057 * 1643421614125485097
8081,15,x^15 + x^14 + 73,2^4 * 5^2 * 79 * 101 * 181 * 421 * 826717 * 852990449692961 * 238619778059214480589077721
8081,16,x^16 + x^15 + 3,2^8 * 3^2 * 5 * 13 * 17 * 73 * 101 * 449 * 6841 * 56897 * 75041 * 2511637 * 287946675387793 * 1857504474190241
8081,17,x^17 + x^16 + 3,2^4 * 5 * 101 * 330746650119994553732295531010477482386287139560814641423690897
8081,18,x^18 + x^17 + 206,2^5 * 3^4 * 5 * 7 * 19 * 79 * 101 * 103 * 449 * 30187 * 826717 * 58375441 * 251076962033137 * 92825946429270843596347
8081,19,x^19 + x^18 + 17,2^4 * 5 * 101 * 42979 * 554269 * 2517482027 * 360149149263398462611553856679301427819543012799487
8081,20,x^20 + x^19 + 349,2^6 * 3^2 * 5^2 * 11 * 13 * 41 * 101 * 281 * 449 * 218641 * 2511637 * 9454316692811 * 852990449692961 * 295994010116246884221401
