p,e,n,poly,factorization
8233,1,2,x^2 + x + 30,2^4 * 3 * 7^3 * 23 * 179
8233,1,3,x^3 + x^2 + 10,2^3 * 3^2 * 7^3 * 409 * 55249
8233,1,4,x^4 + x^3 + 109,2^5 * 3 * 5 * 7^3 * 23 * 179 * 6778229
8233,1,5,x^5 + x^4 + 55,2^3 * 3 * 7^3 * 11 * 6691 * 62431173781
8233,1,6,x^6 + x^5 + 61,2^4 * 3^2 * 7^3 * 13 * 23 * 179 * 409 * 55249 * 5213389
8233,1,7,x^7 + x^6 + 46,2^3 * 3 * 7^4 * 44494200357995719365049
8233,1,8,x^8 + x^7 + 53,2^6 * 3 * 5 * 7^3 * 23 * 179 * 6128113 * 6778229 * 374865697
8233,1,9,x^9 + x^8 + 68,2^3 * 3^3 * 7^3 * 19 * 409 * 883 * 55249 * 1053361 * 5874026458177
8233,1,10,x^10 + x^9 + 59,2^4 * 3 * 7^3 * 11 * 23 * 179 * 6691 * 186761 * 24597644681 * 62431173781
8233,1,11,x^11 + x^10 + 37,2^3 * 3 * 7^3 * 67 * 89 * 463 * 1668189354943 * 310701079279719920089
8233,1,12,x^12 + x^11 + 212,2^5 * 3^2 * 5 * 7^3 * 13 * 23 * 179 * 409 * 4297 * 55249 * 366277 * 2919157 * 5213389 * 6778229
8233,1,13,x^13 + x^12 + 61,2^3 * 3 * 7^3 * 16381 * 116950783 * 50629844608402910721370993590575167
8233,1,14,x^14 + x^13 + 30,2^4 * 3 * 7^4 * 23 * 113 * 179 * 631 * 30689 * 339613 * 419006827 * 44494200357995719365049
8233,1,15,x^15 + x^14 + 116,2^3 * 3^2 * 7^3 * 11 * 31 * 409 * 1171 * 6691 * 28921 * 38461 * 55249 * 90174151 * 5796657511 * 62431173781
8233,1,16,x^16 + x^15 + 139,2^7 * 3 * 5 * 7^3 * 17 * 23 * 97 * 179 * 641 * 6737 * 11953 * 6128113 * 6778229 * 374865697 * 123997456165204529
8233,1,17,x^17 + x^16 + 111,2^3 * 3 * 7^3 * 476579 * 562633 * 16734019 * 113636569 * 873985297751357422666635991920561673
8233,1,18,x^18 + x^17 + 92,2^4 * 3^3 * 7^3 * 13 * 19 * 23 * 73 * 127 * 179 * 409 * 883 * 1297 * 55249 * 1053361 * 5213389 * 5874026458177 * 25898948694990559
8233,1,19,x^19 + x^18 + 80,2^3 * 3 * 7^3 * 229 * 2707509691 * 774187420537 * 77034334366721 * 946542273650009 * 863023992480384589
8233,1,20,x^20 + x^19 + 393,2^5 * 3 * 5^2 * 7^3 * 11 * 23 * 41 * 179 * 6691 * 131441 * 186761 * 6778229 * 24597644681 * 62431173781 * 92020752781 * 8513231034761
8233,2,2,x^4 + x^3 + 109,2^5 * 3 * 5 * 7^3 * 23 * 179 * 6778229
8233,2,3,x^6 + x^5 + 61,2^4 * 3^2 * 7^3 * 13 * 23 * 179 * 409 * 55249 * 5213389
8233,2,4,x^8 + x^7 + 53,2^6 * 3 * 5 * 7^3 * 23 * 179 * 6128113 * 6778229 * 374865697
8233,2,5,x^10 + x^9 + 59,2^4 * 3 * 7^3 * 11 * 23 * 179 * 6691 * 186761 * 24597644681 * 62431173781
8233,2,6,x^12 + x^11 + 212,2^5 * 3^2 * 5 * 7^3 * 13 * 23 * 179 * 409 * 4297 * 55249 * 366277 * 2919157 * 5213389 * 6778229
8233,2,7,x^14 + x^13 + 30,2^4 * 3 * 7^4 * 23 * 113 * 179 * 631 * 30689 * 339613 * 419006827 * 44494200357995719365049
8233,2,8,x^16 + x^15 + 139,2^7 * 3 * 5 * 7^3 * 17 * 23 * 97 * 179 * 641 * 6737 * 11953 * 6128113 * 6778229 * 374865697 * 123997456165204529
8233,2,9,x^18 + x^17 + 92,2^4 * 3^3 * 7^3 * 13 * 19 * 23 * 73 * 127 * 179 * 409 * 883 * 1297 * 55249 * 1053361 * 5213389 * 5874026458177 * 25898948694990559
8233,2,10,x^20 + x^19 + 393,2^5 * 3 * 5^2 * 7^3 * 11 * 23 * 41 * 179 * 6691 * 131441 * 186761 * 6778229 * 24597644681 * 62431173781 * 92020752781 * 8513231034761
8233,3,2,x^6 + x^5 + 61,2^4 * 3^2 * 7^3 * 13 * 23 * 179 * 409 * 55249 * 5213389
8233,3,3,x^9 + x^8 + 68,2^3 * 3^3 * 7^3 * 19 * 409 * 883 * 55249 * 1053361 * 5874026458177
8233,3,4,x^12 + x^11 + 212,2^5 * 3^2 * 5 * 7^3 * 13 * 23 * 179 * 409 * 4297 * 55249 * 366277 * 2919157 * 5213389 * 6778229
8233,3,5,x^15 + x^14 + 116,2^3 * 3^2 * 7^3 * 11 * 31 * 409 * 1171 * 6691 * 28921 * 38461 * 55249 * 90174151 * 5796657511 * 62431173781
8233,3,6,x^18 + x^17 + 92,2^4 * 3^3 * 7^3 * 13 * 19 * 23 * 73 * 127 * 179 * 409 * 883 * 1297 * 55249 * 1053361 * 5213389 * 5874026458177 * 25898948694990559
8233,4,2,x^8 + x^7 + 53,2^6 * 3 * 5 * 7^3 * 23 * 179 * 6128113 * 6778229 * 374865697
8233,4,3,x^12 + x^11 + 212,2^5 * 3^2 * 5 * 7^3 * 13 * 23 * 179 * 409 * 4297 * 55249 * 366277 * 2919157 * 5213389 * 6778229
8233,4,4,x^16 + x^15 + 139,2^7 * 3 * 5 * 7^3 * 17 * 23 * 97 * 179 * 641 * 6737 * 11953 * 6128113 * 6778229 * 374865697 * 123997456165204529
8233,4,5,x^20 + x^19 + 393,2^5 * 3 * 5^2 * 7^3 * 11 * 23 * 41 * 179 * 6691 * 131441 * 186761 * 6778229 * 24597644681 * 62431173781 * 92020752781 * 8513231034761
8233,5,2,x^10 + x^9 + 59,2^4 * 3 * 7^3 * 11 * 23 * 179 * 6691 * 186761 * 24597644681 * 62431173781
8233,5,3,x^15 + x^14 + 116,2^3 * 3^2 * 7^3 * 11 * 31 * 409 * 1171 * 6691 * 28921 * 38461 * 55249 * 90174151 * 5796657511 * 62431173781
8233,5,4,x^20 + x^19 + 393,2^5 * 3 * 5^2 * 7^3 * 11 * 23 * 41 * 179 * 6691 * 131441 * 186761 * 6778229 * 24597644681 * 62431173781 * 92020752781 * 8513231034761
8233,6,2,x^12 + x^11 + 212,2^5 * 3^2 * 5 * 7^3 * 13 * 23 * 179 * 409 * 4297 * 55249 * 366277 * 2919157 * 5213389 * 6778229
8233,6,3,x^18 + x^17 + 92,2^4 * 3^3 * 7^3 * 13 * 19 * 23 * 73 * 127 * 179 * 409 * 883 * 1297 * 55249 * 1053361 * 5213389 * 5874026458177 * 25898948694990559
8233,7,2,x^14 + x^13 + 30,2^4 * 3 * 7^4 * 23 * 113 * 179 * 631 * 30689 * 339613 * 419006827 * 44494200357995719365049
8233,8,2,x^16 + x^15 + 139,2^7 * 3 * 5 * 7^3 * 17 * 23 * 97 * 179 * 641 * 6737 * 11953 * 6128113 * 6778229 * 374865697 * 123997456165204529
8233,9,2,x^18 + x^17 + 92,2^4 * 3^3 * 7^3 * 13 * 19 * 23 * 73 * 127 * 179 * 409 * 883 * 1297 * 55249 * 1053361 * 5213389 * 5874026458177 * 25898948694990559
8233,10,2,x^20 + x^19 + 393,2^5 * 3 * 5^2 * 7^3 * 11 * 23 * 41 * 179 * 6691 * 131441 * 186761 * 6778229 * 24597644681 * 62431173781 * 92020752781 * 8513231034761
