p,n,poly,factorization
853,2,x^2 + x + 2,2^3 * 3 * 7 * 61 * 71
853,3,x^3 + x^2 + 6,2^2 * 3^2 * 43 * 71 * 5647
853,4,x^4 + x^3 + 32,2^4 * 3 * 5 * 7 * 13 * 29 * 61 * 71 * 193
853,5,x^5 + x^4 + 38,2^2 * 3 * 31 * 71 * 17097943091
853,6,x^6 + x^5 + 51,2^3 * 3^2 * 7 * 43 * 61 * 71 * 223 * 3259 * 5647
853,7,x^7 + x^6 + 17,2^2 * 3 * 71 * 2647 * 11824121 * 12321989
853,8,x^8 + x^7 + 54,2^5 * 3 * 5 * 7 * 13 * 29 * 61 * 71 * 89 * 193 * 809 * 3676441
853,9,x^9 + x^8 + 38,2^2 * 3^3 * 19 * 43 * 71 * 163 * 541 * 5647 * 50833 * 1507609
853,10,x^10 + x^9 + 87,2^3 * 3 * 7 * 11 * 31 * 61 * 71 * 17097943091 * 48072266651
853,11,x^11 + x^10 + 6,2^2 * 3 * 23 * 71 * 17183 * 57773 * 769627 * 11618972047057
853,12,x^12 + x^11 + 87,2^4 * 3^2 * 5 * 7 * 13 * 29 * 43 * 61 * 71 * 193 * 223 * 3259 * 5647 * 529414129273
853,13,x^13 + x^12 + 6,2^2 * 3 * 71 * 148558604242951050493396914115240261
853,14,x^14 + x^13 + 32,2^3 * 3 * 7^2 * 61 * 71 * 2647 * 314357 * 11824121 * 12321989 * 174849410303
853,15,x^15 + x^14 + 38,2^2 * 3^2 * 31 * 43 * 71 * 5281 * 5647 * 195931 * 17097943091 * 270559938226051
853,16,x^16 + x^15 + 229,2^6 * 3 * 5 * 7 * 13 * 17 * 29 * 61 * 71 * 89 * 193 * 241 * 809 * 3676441 * 34205527298795425073
853,17,x^17 + x^16 + 6,2^2 * 3 * 71 * 83777 * 5173481039 * 181462240536080160988301146292927
853,18,x^18 + x^17 + 20,2^3 * 3^3 * 7 * 19 * 43 * 61 * 71 * 163 * 223 * 541 * 3259 * 5647 * 50833 * 1507609 * 17775379 * 21670818607
853,19,x^19 + x^18 + 29,2^2 * 3 * 71 * 54037 * 128202161764022551 * 8260482566351685345993757182709
853,20,x^20 + x^19 + 44,2^4 * 3 * 5^2 * 7 * 11 * 13 * 29 * 31 * 41 * 61 * 71 * 193 * 79460681 * 17097943091 * 48072266651 * 17206221470861
853,21,x^21 + x^20 + 86,2^2 * 3^2 * 43 * 71 * 2647 * 5647 * 11824121 * 12321989 * 49268731 * 133313461 * 22564907545307797279
853,22,x^22 + x^21 + 6,2^3 * 3 * 7 * 23 * 61 * 71 * 7547 * 17183 * 57773 * 769627 * 11618972047057 * 26990263354806955845261071
853,23,x^23 + x^22 + 29,2^2 * 3 * 47 * 71 * 599 * 1151 * 918989 * 4082192307289 * 252021358913049563 * 988887747955842536827
853,24,x^24 + x^23 + 148,2^5 * 3^2 * 5 * 7 * 13 * 29 * 43 * 61 * 71 * 89 * 193 * 223 * 809 * 3001 * 3259 * 5647 * 29473 * 3676441 * 529414129273 * 3168851662207897
853,25,x^25 + x^24 + 11,2^2 * 3 * 31 * 71 * 151 * 251 * 401 * 1051 * 4201 * 17097943091 * 619769477727731273886216340873213443743795051
853,26,x^26 + x^25 + 242,2^3 * 3 * 7 * 61 * 71 * 6315209837 * 1724008745083 * 13612951100711 * 148558604242951050493396914115240261
853,27,x^27 + x^26 + 50,2^2 * 3^4 * 19 * 43 * 71 * 163 * 541 * 5647 * 50833 * 1507609 * 255467999197 * 74580415686130513582961448976356680774953
