p,e,n,poly,factorization
9733,1,2,x^2 + x + 2,2^3 * 3 * 31 * 157 * 811
9733,1,3,x^3 + x^2 + 22,2^2 * 3^2 * 13 * 811 * 2429257
9733,1,4,x^4 + x^3 + 2,2^4 * 3 * 5 * 31 * 113 * 157 * 811 * 83833
9733,1,5,x^5 + x^4 + 37,2^2 * 3 * 11 * 41 * 61 * 811 * 326230934171
9733,1,6,x^6 + x^5 + 32,2^3 * 3^2 * 7^2 * 13 * 31 * 157 * 727 * 811 * 2659 * 2429257
9733,1,7,x^7 + x^6 + 18,2^2 * 3 * 811 * 164820629 * 5158380762838367
9733,1,8,x^8 + x^7 + 82,2^5 * 3 * 5 * 17 * 31 * 97 * 113 * 157 * 617 * 811 * 48953 * 83833 * 90089
9733,1,9,x^9 + x^8 + 22,2^2 * 3^3 * 13 * 19 * 271 * 811 * 546067 * 1210123 * 2429257 * 83283841
9733,1,10,x^10 + x^9 + 31,2^3 * 3 * 11 * 31 * 41 * 61 * 157 * 811 * 8861 * 107971 * 9378911 * 326230934171
9733,1,11,x^11 + x^10 + 45,2^2 * 3 * 23 * 89 * 683 * 811 * 2003 * 19031 * 87583 * 1634597893383698452177
9733,1,12,x^12 + x^11 + 45,2^4 * 3^2 * 5 * 7^2 * 13 * 31 * 73 * 113 * 157 * 727 * 811 * 2659 * 83833 * 2213209 * 2429257 * 55544569
9733,1,13,x^13 + x^12 + 45,2^2 * 3 * 131 * 811 * 374063 * 51327511 * 287368426925957455501793979150127
9733,1,14,x^14 + x^13 + 86,2^3 * 3 * 31 * 157 * 811 * 317353 * 164820629 * 5158380762838367 * 2678509022235501589
9733,1,15,x^15 + x^14 + 38,2^2 * 3^2 * 11 * 13 * 41 * 61 * 811 * 489691 * 1865881 * 2429257 * 326230934171 * 88129863873037030171
9733,1,16,x^16 + x^15 + 32,2^6 * 3 * 5 * 17 * 31 * 97 * 113 * 157 * 337 * 617 * 811 * 48953 * 83833 * 90089 * 119485138265740419470957948833
9733,1,17,x^17 + x^16 + 53,2^2 * 3 * 307 * 811 * 20333 * 8530489404313583897 * 121808729421312313990554245267441403503
9733,1,18,x^18 + x^17 + 66,2^3 * 3^3 * 7^2 * 13 * 19 * 31 * 157 * 271 * 727 * 811 * 2659 * 546067 * 1210123 * 2273851 * 2429257 * 18111529 * 83283841 * 20642544127
9733,1,19,x^19 + x^18 + 67,2^2 * 3 * 811 * 614448720028376299628810962284777697734161377957676791053051569413338703
9733,1,20,x^20 + x^19 + 294,2^4 * 3 * 5^2 * 11 * 31 * 41 * 61 * 113 * 157 * 811 * 8861 * 83833 * 107971 * 9378911 * 734118101 * 2474256541 * 326230934171 * 8867335050781
9733,2,2,x^4 + x^3 + 2,2^4 * 3 * 5 * 31 * 113 * 157 * 811 * 83833
9733,2,3,x^6 + x^5 + 32,2^3 * 3^2 * 7^2 * 13 * 31 * 157 * 727 * 811 * 2659 * 2429257
9733,2,4,x^8 + x^7 + 82,2^5 * 3 * 5 * 17 * 31 * 97 * 113 * 157 * 617 * 811 * 48953 * 83833 * 90089
9733,2,5,x^10 + x^9 + 31,2^3 * 3 * 11 * 31 * 41 * 61 * 157 * 811 * 8861 * 107971 * 9378911 * 326230934171
9733,2,6,x^12 + x^11 + 45,2^4 * 3^2 * 5 * 7^2 * 13 * 31 * 73 * 113 * 157 * 727 * 811 * 2659 * 83833 * 2213209 * 2429257 * 55544569
9733,2,7,x^14 + x^13 + 86,2^3 * 3 * 31 * 157 * 811 * 317353 * 164820629 * 5158380762838367 * 2678509022235501589
9733,2,8,x^16 + x^15 + 32,2^6 * 3 * 5 * 17 * 31 * 97 * 113 * 157 * 337 * 617 * 811 * 48953 * 83833 * 90089 * 119485138265740419470957948833
9733,2,9,x^18 + x^17 + 66,2^3 * 3^3 * 7^2 * 13 * 19 * 31 * 157 * 271 * 727 * 811 * 2659 * 546067 * 1210123 * 2273851 * 2429257 * 18111529 * 83283841 * 20642544127
9733,2,10,x^20 + x^19 + 294,2^4 * 3 * 5^2 * 11 * 31 * 41 * 61 * 113 * 157 * 811 * 8861 * 83833 * 107971 * 9378911 * 734118101 * 2474256541 * 326230934171 * 8867335050781
9733,3,2,x^6 + x^5 + 32,2^3 * 3^2 * 7^2 * 13 * 31 * 157 * 727 * 811 * 2659 * 2429257
9733,3,3,x^9 + x^8 + 22,2^2 * 3^3 * 13 * 19 * 271 * 811 * 546067 * 1210123 * 2429257 * 83283841
9733,3,4,x^12 + x^11 + 45,2^4 * 3^2 * 5 * 7^2 * 13 * 31 * 73 * 113 * 157 * 727 * 811 * 2659 * 83833 * 2213209 * 2429257 * 55544569
9733,3,5,x^15 + x^14 + 38,2^2 * 3^2 * 11 * 13 * 41 * 61 * 811 * 489691 * 1865881 * 2429257 * 326230934171 * 88129863873037030171
9733,3,6,x^18 + x^17 + 66,2^3 * 3^3 * 7^2 * 13 * 19 * 31 * 157 * 271 * 727 * 811 * 2659 * 546067 * 1210123 * 2273851 * 2429257 * 18111529 * 83283841 * 20642544127
9733,4,2,x^8 + x^7 + 82,2^5 * 3 * 5 * 17 * 31 * 97 * 113 * 157 * 617 * 811 * 48953 * 83833 * 90089
9733,4,3,x^12 + x^11 + 45,2^4 * 3^2 * 5 * 7^2 * 13 * 31 * 73 * 113 * 157 * 727 * 811 * 2659 * 83833 * 2213209 * 2429257 * 55544569
