p,n,poly,factorization
6959,2,x^2 + x + 14,2^5 * 3 * 5 * 7^2 * 29 * 71
6959,3,x^3 + x^2 + 3,2 * 7^2 * 43 * 71 * 1126387
6959,4,x^4 + x^3 + 38,2^6 * 3 * 5 * 7^2 * 29 * 71 * 101 * 149 * 1609
6959,5,x^5 + x^4 + 6,2 * 7^2 * 71 * 1861 * 87691 * 14373031
6959,6,x^6 + x^5 + 38,2^5 * 3^2 * 5 * 7^2 * 13 * 29 * 43 * 71 * 1126387 * 1241557
6959,7,x^7 + x^6 + 6,2 * 7^3 * 71 * 673 * 347257 * 69435140371423
6959,8,x^8 + x^7 + 76,2^7 * 3 * 5 * 7^2 * 29 * 71 * 101 * 149 * 241 * 1609 * 4177 * 1164865633
6959,9,x^9 + x^8 + 20,2 * 7^2 * 19 * 43 * 71 * 1126387 * 5977607815228954362859
6959,10,x^10 + x^9 + 182,2^5 * 3 * 5^2 * 7^2 * 11 * 29 * 31 * 71 * 331 * 1861 * 87691 * 14373031 * 4155014711
6959,11,x^11 + x^10 + 11,2 * 7^2 * 23 * 71 * 166541 * 313721 * 344873 * 15710135057 * 40916555747
6959,12,x^12 + x^11 + 141,2^6 * 3^2 * 5 * 7^2 * 13 * 29 * 43 * 71 * 73 * 101 * 149 * 229 * 1609 * 1126387 * 1241557 * 140290736293
6959,13,x^13 + x^12 + 25,2 * 7^2 * 53^2 * 71 * 207843596199460651 * 22097139768238266257205499
6959,14,x^14 + x^13 + 184,2^5 * 3 * 5 * 7^3 * 29 * 71 * 673 * 347257 * 693701 * 97454267 * 1679753041 * 69435140371423
6959,15,x^15 + x^14 + 10,2 * 7^2 * 43 * 71 * 1861 * 87691 * 1126387 * 14373031 * 3443112031 * 1597206709849965595231
6959,16,x^16 + x^15 + 51,2^8 * 3 * 5 * 7^2 * 17 * 29 * 71 * 101 * 149 * 241 * 1609 * 4177 * 1164865633 * 161769176586616458998712938033
6959,17,x^17 + x^16 + 6,2 * 7^2 * 71 * 409 * 20231 * 77521 * 7441625394823751 * 6338463113907055222805138215896169
6959,18,x^18 + x^17 + 76,2^5 * 3^3 * 5 * 7^2 * 13 * 19 * 29 * 37 * 43 * 71 * 16453 * 1126387 * 1241557 * 62188909653474361 * 5977607815228954362859
6959,19,x^19 + x^18 + 45,2 * 7^2 * 71 * 4409 * 332326803400996033453168333939808404752821875853256340661042643929
6959,20,x^20 + x^19 + 103,2^6 * 3 * 5^2 * 7^2 * 11 * 29 * 31 * 71 * 101 * 149 * 331 * 1609 * 1861 * 87691 * 2694401 * 14373031 * 4155014711 * 2041326398843532741482561
