p,n,poly,factorization
347,2,x^2 + x + 7,2^3 * 3 * 29 * 173
347,3,x^3 + x^2 + 11,2 * 7 * 13 * 173 * 1327
347,4,x^4 + x^3 + 15,2^4 * 3 * 5 * 29 * 173 * 12041
347,5,x^5 + x^4 + 13,2 * 173 * 311 * 46753151
347,6,x^6 + x^5 + 17,2^3 * 3^2 * 7 * 13 * 29 * 31 * 173 * 1291 * 1327
347,7,x^7 + x^6 + 9,2 * 173 * 39577763 * 44236319
347,8,x^8 + x^7 + 5,2^5 * 3 * 5 * 29 * 173 * 673 * 12041 * 10771417
347,9,x^9 + x^8 + 73,2 * 7 * 13 * 19 * 73 * 173 * 1297 * 1327 * 970421527
347,10,x^10 + x^9 + 5,2^3 * 3 * 11 * 29 * 173 * 311 * 461 * 2850851 * 46753151
347,11,x^11 + x^10 + 29,2 * 23 * 173 * 1277 * 27611 * 763423 * 40999826099
347,12,x^12 + x^11 + 60,2^4 * 3^2 * 5 * 7 * 13 * 29 * 31 * 37 * 173 * 1291 * 1327 * 12041 * 391843429
347,13,x^13 + x^12 + 43,2 * 173 * 443 * 3797 * 1817032729376806915002511
347,14,x^14 + x^13 + 21,2^3 * 3 * 29 * 173 * 39577763 * 44236319 * 1740712626676843
347,15,x^15 + x^14 + 9,2 * 7 * 13 * 61 * 173 * 311 * 331 * 1327 * 46753151 * 10380651328283311
347,16,x^16 + x^15 + 6,2^6 * 3 * 5 * 17 * 29 * 173 * 673 * 12041 * 10771417 * 6182396880793789793
347,17,x^17 + x^16 + 42,2 * 137 * 173 * 52259 * 6189325320042447946850775456662227
347,18,x^18 + x^17 + 23,2^3 * 3^3 * 7 * 13 * 19 * 29 * 31 * 73 * 173 * 1291 * 1297 * 1327 * 970421527 * 581909682598669
347,19,x^19 + x^18 + 3,2 * 173 * 457 * 11675291221720862253377010130626125619857581
347,20,x^20 + x^19 + 265,2^4 * 3 * 5^2 * 11 * 29 * 101 * 173 * 241 * 311 * 461 * 12041 * 75041 * 2850851 * 46753151 * 23015751401
347,21,x^21 + x^20 + 25,2 * 7^2 * 13 * 173 * 1327 * 10627 * 408787 * 25300003 * 39577763 * 44236319 * 3949789604461
347,22,x^22 + x^21 + 57,2^3 * 3 * 23 * 29 * 173 * 1277 * 15511 * 27611 * 619169 * 763423 * 40999826099 * 2627822195740897
347,23,x^23 + x^22 + 33,2 * 47 * 173 * 907662157 * 147967594269021099019 * 12254994529270542608190557
347,24,x^24 + x^23 + 17,2^5 * 3^2 * 5 * 7 * 13 * 29 * 31 * 37 * 173 * 673 * 1291 * 1327 * 1801 * 12041 * 10771417 * 90108217 * 391843429 * 1295262193
347,25,x^25 + x^24 + 40,2 * 173 * 311 * 9851 * 2620951 * 5849801 * 46753151 * 36843708566251 * 115118691439852411951
347,26,x^26 + x^25 + 62,2^3 * 3 * 29 * 53 * 173 * 443 * 3797 * 1817032729376806915002511 * 57336088094063594913061986737
347,27,x^27 + x^26 + 201,2 * 7 * 13 * 19 * 73 * 163 * 173 * 1297 * 1327 * 19603 * 63127 * 5481109 * 970421527 * 11047321905121 * 435591908183071
347,28,x^28 + x^27 + 20,2^4 * 3 * 5 * 29 * 113 * 173 * 4649 * 12041 * 39577763 * 44236319 * 1740712626676843 * 5801123363207046029384881
347,29,x^29 + x^28 + 100,2 * 173 * 929 * 1451 * 6897135080293 * 137835016386781814846783 * 105382197316525285392568034321
347,30,x^30 + x^29 + 20,2^3 * 3^2 * 7 * 11 * 13 * 29 * 31 * 61 * 173 * 311 * 331 * 461 * 541 * 1291 * 1327 * 247501 * 2850851 * 46753151 * 1574386416121 * 10380651328283311
347,31,x^31 + x^30 + 39,2 * 173 * 683 * 23807671201937625686156683902525250659365931088409863416953203100909741639
