p,e,n,poly,factorization
2357,1,2,x^2 + x + 7,2^3 * 3^2 * 19 * 31 * 131
2357,1,3,x^3 + x^2 + 7,2^2 * 19 * 31 * 37 * 150211
2357,1,4,x^4 + x^3 + 3,2^4 * 3^2 * 5^2 * 19 * 31 * 131 * 111109
2357,1,5,x^5 + x^4 + 7,2^2 * 11 * 19 * 31 * 421 * 6667266971
2357,1,6,x^6 + x^5 + 17,2^3 * 3^3 * 7 * 13 * 19 * 31 * 37 * 131 * 20341 * 150211
2357,1,7,x^7 + x^6 + 2,2^2 * 19 * 31 * 43 * 281 * 14196033517635929
2357,1,8,x^8 + x^7 + 2,2^5 * 3^2 * 5^2 * 19 * 31 * 131 * 10601 * 111109 * 1455665201
2357,1,9,x^9 + x^8 + 5,2^2 * 19 * 31 * 37 * 150211 * 171457898007540377143
2357,1,10,x^10 + x^9 + 71,2^3 * 3^2 * 11 * 19 * 31 * 71 * 131 * 151 * 421 * 881 * 1451 * 2251 * 6667266971
2357,1,11,x^11 + x^10 + 29,2^2 * 19 * 31 * 134414161223 * 39385385020517637711809
2357,1,12,x^12 + x^11 + 32,2^4 * 3^3 * 5^2 * 7 * 13 * 19 * 31 * 37 * 109 * 131 * 20341 * 111109 * 150211 * 241177 * 1174021
2357,1,13,x^13 + x^12 + 5,2^2 * 19 * 31 * 7076941 * 2247235596191 * 1849290362221896019271
2357,1,14,x^14 + x^13 + 18,2^3 * 3^2 * 19 * 31 * 43 * 113 * 131 * 281 * 827 * 1833957739578343 * 14196033517635929
2357,1,15,x^15 + x^14 + 8,2^2 * 11 * 19 * 31 * 37 * 421 * 150211 * 6667266971 * 952121481762488421078414001
2357,1,16,x^16 + x^15 + 91,2^6 * 3^2 * 5^2 * 17 * 19 * 31 * 131 * 977 * 10601 * 111109 * 1455665201 * 28674983682200856692689
2357,1,17,x^17 + x^16 + 27,2^2 * 19 * 31 * 3409283 * 4422347 * 23365979351201 * 2576545159183503092332692401
2357,1,18,x^18 + x^17 + 132,2^3 * 3^4 * 7 * 13 * 19 * 31 * 37 * 131 * 20341 * 150211 * 1837648297 * 31100963527 * 171457898007540377143
2357,1,19,x^19 + x^18 + 89,2^2 * 19^2 * 31 * 1305626687 * 230372175664993705601 * 882376917260915051882364114619
2357,1,20,x^20 + x^19 + 88,2^4 * 3^2 * 5^3 * 11 * 19 * 31 * 41 * 71 * 131 * 151 * 421 * 881 * 1451 * 2251 * 111109 * 6667266971 * 581392877981 * 7991954700281
2357,1,21,x^21 + x^20 + 18,2^2 * 19 * 31 * 37 * 43 * 281 * 547 * 64849 * 150211 * 1110397 * 14196033517635929 * 746039469095601650777713039
2357,1,22,x^22 + x^21 + 45,2^3 * 3^2 * 19 * 23 * 31 * 131 * 787513 * 22718653 * 148403377 * 86616309847 * 134414161223 * 39385385020517637711809
2357,1,23,x^23 + x^22 + 155,2^2 * 19 * 31 * 47 * 121681321703230595857219 * 1381168723567227488767663 * 19702738821604835390251673
2357,2,2,x^4 + x^3 + 3,2^4 * 3^2 * 5^2 * 19 * 31 * 131 * 111109
2357,2,3,x^6 + x^5 + 17,2^3 * 3^3 * 7 * 13 * 19 * 31 * 37 * 131 * 20341 * 150211
2357,2,4,x^8 + x^7 + 2,2^5 * 3^2 * 5^2 * 19 * 31 * 131 * 10601 * 111109 * 1455665201
2357,2,5,x^10 + x^9 + 71,2^3 * 3^2 * 11 * 19 * 31 * 71 * 131 * 151 * 421 * 881 * 1451 * 2251 * 6667266971
2357,2,6,x^12 + x^11 + 32,2^4 * 3^3 * 5^2 * 7 * 13 * 19 * 31 * 37 * 109 * 131 * 20341 * 111109 * 150211 * 241177 * 1174021
2357,2,7,x^14 + x^13 + 18,2^3 * 3^2 * 19 * 31 * 43 * 113 * 131 * 281 * 827 * 1833957739578343 * 14196033517635929
2357,2,8,x^16 + x^15 + 91,2^6 * 3^2 * 5^2 * 17 * 19 * 31 * 131 * 977 * 10601 * 111109 * 1455665201 * 28674983682200856692689
2357,2,9,x^18 + x^17 + 132,2^3 * 3^4 * 7 * 13 * 19 * 31 * 37 * 131 * 20341 * 150211 * 1837648297 * 31100963527 * 171457898007540377143
2357,2,10,x^20 + x^19 + 88,2^4 * 3^2 * 5^3 * 11 * 19 * 31 * 41 * 71 * 131 * 151 * 421 * 881 * 1451 * 2251 * 111109 * 6667266971 * 581392877981 * 7991954700281
2357,2,11,x^22 + x^21 + 45,2^3 * 3^2 * 19 * 23 * 31 * 131 * 787513 * 22718653 * 148403377 * 86616309847 * 134414161223 * 39385385020517637711809
2357,3,2,x^6 + x^5 + 17,2^3 * 3^3 * 7 * 13 * 19 * 31 * 37 * 131 * 20341 * 150211
2357,3,3,x^9 + x^8 + 5,2^2 * 19 * 31 * 37 * 150211 * 171457898007540377143
2357,3,4,x^12 + x^11 + 32,2^4 * 3^3 * 5^2 * 7 * 13 * 19 * 31 * 37 * 109 * 131 * 20341 * 111109 * 150211 * 241177 * 1174021
2357,3,5,x^15 + x^14 + 8,2^2 * 11 * 19 * 31 * 37 * 421 * 150211 * 6667266971 * 952121481762488421078414001
2357,3,6,x^18 + x^17 + 132,2^3 * 3^4 * 7 * 13 * 19 * 31 * 37 * 131 * 20341 * 150211 * 1837648297 * 31100963527 * 171457898007540377143
2357,3,7,x^21 + x^20 + 18,2^2 * 19 * 31 * 37 * 43 * 281 * 547 * 64849 * 150211 * 1110397 * 14196033517635929 * 746039469095601650777713039
2357,4,2,x^8 + x^7 + 2,2^5 * 3^2 * 5^2 * 19 * 31 * 131 * 10601 * 111109 * 1455665201
2357,4,3,x^12 + x^11 + 32,2^4 * 3^3 * 5^2 * 7 * 13 * 19 * 31 * 37 * 109 * 131 * 20341 * 111109 * 150211 * 241177 * 1174021
2357,4,4,x^16 + x^15 + 91,2^6 * 3^2 * 5^2 * 17 * 19 * 31 * 131 * 977 * 10601 * 111109 * 1455665201 * 28674983682200856692689
