p,r,n,poly,factorization
8273,1,2,x^2 + x + 14,2^5 * 3 * 7 * 11 * 47 * 197
8273,1,3,x^3 + x^2 + 5,2^4 * 11 * 47 * 1213 * 56431
8273,1,4,x^4 + x^3 + 5,2^6 * 3 * 5 * 7 * 11 * 13 * 41 * 47 * 197 * 12841
8273,1,5,x^5 + x^4 + 12,2^4 * 11 * 47 * 3061561 * 1530247501
8273,1,6,x^6 + x^5 + 5,2^5 * 3^2 * 7 * 11 * 19 * 47 * 151 * 197 * 1213 * 7951 * 56431
8273,1,7,x^7 + x^6 + 37,2^4 * 11 * 47 * 71 * 532267 * 8484822366868499
8273,1,8,x^8 + x^7 + 12,2^7 * 3 * 5 * 7 * 11 * 13 * 41 * 47 * 197 * 12841 * 2342189887957921
8273,1,9,x^9 + x^8 + 6,2^4 * 11 * 47 * 1213 * 1657 * 56431 * 1967855779 * 98324641369
8273,1,10,x^10 + x^9 + 14,2^5 * 3 * 7 * 11 * 31 * 47 * 197 * 9371 * 11171 * 1443311 * 3061561 * 1530247501
8273,1,11,x^11 + x^10 + 7,2^4 * 11^2 * 23 * 47 * 199 * 397 * 3917 * 6337 * 212873 * 233509 * 60905589938029
8273,1,12,x^12 + x^11 + 48,2^6 * 3^2 * 5 * 7 * 11 * 13 * 19 * 41 * 47 * 73 * 151 * 197 * 1213 * 7951 * 12841 * 27793 * 56431 * 2308839817
8273,1,13,x^13 + x^12 + 12,2^4 * 11 * 47 * 128519 * 97179941 * 46745636237 * 176085561521842637727947
8273,1,14,x^14 + x^13 + 106,2^5 * 3 * 7^2 * 11 * 47 * 71 * 197 * 24179 * 532267 * 8484822366868499 * 1894040575174802909
8273,1,15,x^15 + x^14 + 19,2^4 * 11 * 47 * 331 * 1213 * 56431 * 3061561 * 1492063411 * 1530247501 * 44425919130574917841
8273,1,16,x^16 + x^15 + 245,2^8 * 3 * 5 * 7 * 11 * 13 * 17 * 41 * 47 * 197 * 12841 * 2342189887957921 * 645394526029686610025597492273
8273,1,17,x^17 + x^16 + 55,2^4 * 11 * 47 * 3911 * 488165099 * 13747252865183 * 18348071511980828341010836370347355243
8273,1,18,x^18 + x^17 + 5,2^5 * 3^3 * 7 * 11 * 19 * 47 * 151 * 163 * 197 * 1213 * 1657 * 7951 * 56431 * 1967855779 * 98324641369 * 655645805029789824457
8273,1,19,x^19 + x^18 + 5,2^4 * 11 * 47 * 11971 * 2753318834709429686330905424754516651194778157753054984477831109953
