p,e,n,poly,factorization
5791,1,2,x^2 + x + 11,2^6 * 3 * 5 * 181 * 193
5791,1,3,x^3 + x^2 + 29,2 * 3^2 * 5 * 7 * 31 * 67 * 193 * 769
5791,1,4,x^4 + x^3 + 7,2^7 * 3 * 5 * 137 * 181 * 193 * 122393
5791,1,5,x^5 + x^4 + 4,2 * 3 * 5^2 * 11 * 41 * 193 * 271 * 6491 * 283571
5791,1,6,x^6 + x^5 + 13,2^6 * 3^2 * 5 * 7 * 31 * 67 * 79 * 181 * 193 * 769 * 424429
5791,1,7,x^7 + x^6 + 20,2 * 3 * 5 * 29 * 113 * 193 * 598229017 * 19242100333
5791,1,8,x^8 + x^7 + 14,2^8 * 3 * 5 * 137 * 181 * 193 * 122393 * 562320950066881
5791,1,9,x^9 + x^8 + 42,2 * 3^3 * 5 * 7 * 31 * 67 * 193 * 769 * 937 * 189295903 * 70879285261
5791,1,10,x^10 + x^9 + 110,2^6 * 3 * 5^2 * 11 * 41 * 181 * 193 * 271 * 491 * 6491 * 283571 * 455461 * 5028131
5791,1,11,x^11 + x^10 + 36,2 * 3 * 5 * 23^2 * 193 * 217691 * 869598511 * 423638787810546820909
5791,1,12,x^12 + x^11 + 60,2^7 * 3^2 * 5 * 7 * 13 * 31 * 67 * 73 * 79 * 137 * 181 * 193 * 769 * 122393 * 424429 * 1185080997469
5791,1,13,x^13 + x^12 + 50,2 * 3 * 5 * 193 * 1422714574158228355402729797970510400670599233
5791,1,14,x^14 + x^13 + 97,2^6 * 3 * 5 * 29 * 113 * 181 * 193 * 10529 * 85121 * 598229017 * 19242100333 * 42074848278919
5791,1,15,x^15 + x^14 + 121,2 * 3^2 * 5^2 * 7 * 11 * 31 * 41 * 61 * 67 * 193 * 271 * 769 * 6491 * 283571 * 13013701 * 1143377881 * 1393262899321
5791,1,16,x^16 + x^15 + 63,2^9 * 3 * 5 * 17 * 137 * 181 * 193 * 1409 * 56929 * 94513 * 122393 * 4105249 * 1195291969 * 562320950066881
5791,1,17,x^17 + x^16 + 152,2 * 3 * 5 * 103 * 193 * 333650263 * 46558967838614232465188270329734534890129962899713
5791,1,18,x^18 + x^17 + 17,2^6 * 3^3 * 5 * 7 * 19 * 31 * 67 * 79 * 181 * 193 * 769 * 937 * 1621 * 424429 * 152670709 * 189295903 * 8021009881 * 70879285261
5791,1,19,x^19 + x^18 + 249,2 * 3 * 5 * 193 * 26555237 * 204191723543 * 1329587022271 * 7442761215941738656202125606130152069
