p,n,poly,factorization
503,2,x^2 + x + 19,2^4 * 3^2 * 7 * 251
503,3,x^3 + x^2 + 2,2 * 13 * 251 * 19501
503,4,x^4 + x^3 + 5,2^5 * 3^2 * 5 * 7 * 251 * 25301
503,5,x^5 + x^4 + 13,2 * 251 * 64141071121
503,6,x^6 + x^5 + 31,2^4 * 3^3 * 7 * 13 * 73 * 251 * 1153 * 19501
503,7,x^7 + x^6 + 16,2 * 251 * 127037 * 127744422989
503,8,x^8 + x^7 + 34,2^6 * 3^2 * 5 * 7 * 251 * 25301 * 32006777041
503,9,x^9 + x^8 + 13,2 * 13 * 19 * 251 * 1999 * 19501 * 426423881197
503,10,x^10 + x^9 + 51,2^4 * 3^2 * 7 * 11 * 251 * 5807867551 * 64141071121
503,11,x^11 + x^10 + 21,2 * 251 * 1316239 * 789240501239334057607
503,12,x^12 + x^11 + 65,2^5 * 3^3 * 5 * 7 * 13 * 73 * 251 * 1153 * 19501 * 25301 * 64013301073
503,13,x^13 + x^12 + 22,2 * 251 * 859 * 192037 * 1593316347137624638260967
503,14,x^14 + x^13 + 82,2^4 * 3^2 * 7^2 * 251 * 281 * 127037 * 127744422989 * 8217524338241
503,15,x^15 + x^14 + 13,2 * 13 * 31 * 61 * 251 * 421 * 751 * 8521 * 19501 * 802741081 * 64141071121
503,16,x^16 + x^15 + 45,2^7 * 3^2 * 5 * 7 * 17^2 * 97 * 251 * 25301 * 164137681 * 445282897 * 32006777041
503,17,x^17 + x^16 + 11,2 * 251 * 1361 * 336397 * 54734663 * 60841811 * 11035123764700596401
503,18,x^18 + x^17 + 62,2^4 * 3^4 * 7 * 13 * 19 * 73 * 251 * 1009 * 1153 * 1999 * 6211 * 19501 * 861457699 * 426423881197
503,19,x^19 + x^18 + 13,2 * 191 * 251 * 2128837 * 48237298003 * 84041058743 * 2582484561590956831
503,20,x^20 + x^19 + 272,2^5 * 3^2 * 5^2 * 7 * 11 * 251 * 25301 * 378544861 * 5807867551 * 64141071121 * 2164984567121
503,21,x^21 + x^20 + 11,2 * 13 * 127 * 251 * 9619 * 19501 * 127037 * 16264459 * 127744422989 * 13175839274011609567
503,22,x^22 + x^21 + 195,2^4 * 3^2 * 7 * 23 * 251 * 1316239 * 789240501239334057607 * 44987251752208542957780469
503,23,x^23 + x^22 + 3,2 * 251 * 2347 * 2470339 * 46999181510435501155597761922202436787407711347161
503,24,x^24 + x^23 + 41,2^6 * 3^3 * 5 * 7 * 13 * 73 * 251 * 1153 * 19501 * 25301 * 32006777041 * 64013301073 * 4097735106017098200481
503,25,x^25 + x^24 + 4,2 * 151 * 251 * 64141071121 * 7118405989523372826938525859013726038719788896004951
503,26,x^26 + x^25 + 29,2^4 * 3^2 * 7 * 251 * 443 * 521 * 859 * 192037 * 1593316347137624638260967 * 1134257918255890168844065327
503,27,x^27 + x^26 + 154,2 * 13 * 19 * 251 * 1999 * 19501 * 159791941 * 426423881197 * 120224106569770237 * 221145089560837667396569
503,28,x^28 + x^27 + 120,2^5 * 3^2 * 5 * 7^2 * 29 * 251 * 281 * 2549 * 25301 * 127037 * 127744422989 * 8217524338241 * 3548511939272625961598615857
503,29,x^29 + x^28 + 72,2 * 233 * 251 * 18941393586498427368284934042957853245597593687234469407380079045647285577
