p,r,n,poly,factorization
8737,1,2,x^2 + x + 20,2^6 * 3 * 7 * 13 * 17 * 257
8737,1,3,x^3 + x^2 + 5,2^5 * 3^2 * 7 * 13 * 25447969
8737,1,4,x^4 + x^3 + 53,2^7 * 3 * 5 * 7 * 13 * 17 * 257 * 7633517
8737,1,5,x^5 + x^4 + 20,2^5 * 3 * 7 * 11 * 13 * 21481 * 24663339031
8737,1,6,x^6 + x^5 + 29,2^6 * 3^2 * 7 * 13 * 17 * 31 * 61 * 181 * 223 * 257 * 25447969
8737,1,7,x^7 + x^6 + 31,2^5 * 3 * 7^2 * 13 * 63551482291564879379041
8737,1,8,x^8 + x^7 + 15,2^8 * 3 * 5 * 7 * 13 * 17 * 257 * 7633517 * 29058137 * 100265513
8737,1,9,x^9 + x^8 + 15,2^5 * 3^3 * 7 * 13 * 19 * 199 * 25447969 * 39214445843949628141
8737,1,10,x^10 + x^9 + 37,2^6 * 3 * 7 * 11 * 13 * 17 * 41 * 191 * 257 * 491 * 21481 * 1515308021 * 24663339031
8737,1,11,x^11 + x^10 + 35,2^5 * 3 * 7 * 13 * 12739 * 1676621 * 121367617987923792223409752093
8737,1,12,x^12 + x^11 + 158,2^7 * 3^2 * 5 * 7 * 13 * 17 * 31 * 61 * 181 * 223 * 257 * 3733 * 7633517 * 25447969 * 1560958465021
8737,1,13,x^13 + x^12 + 15,2^5 * 3 * 7 * 13^2 * 2124877 * 19944731 * 119743116759059 * 2999451538955779909
8737,1,14,x^14 + x^13 + 305,2^6 * 3 * 7^2 * 13 * 17 * 43 * 257 * 19252367 * 537244183361453 * 63551482291564879379041
8737,1,15,x^15 + x^14 + 45,2^5 * 3^2 * 7 * 11 * 13 * 661 * 19141 * 21481 * 1213651 * 25447969 * 328432771 * 6731976481 * 24663339031
8737,1,16,x^16 + x^15 + 15,2^9 * 3 * 5 * 7 * 13 * 17 * 257 * 7633517 * 29058137 * 100265513 * 16977302620692158288294012895361
8737,1,17,x^17 + x^16 + 53,2^5 * 3 * 7 * 13 * 17906225228717687 * 37115753439568387 * 1734941189727380323773302412349
8737,1,18,x^18 + x^17 + 35,2^6 * 3^3 * 7 * 13 * 17 * 19 * 31 * 61 * 181 * 199 * 223 * 257 * 25447969 * 39214445843949628141 * 444809459206586751260257
8737,1,19,x^19 + x^18 + 55,2^5 * 3 * 7 * 13 * 457 * 192599676396422471579352963038083571861312039337615865042605933323611
8737,1,20,x^20 + x^19 + 197,2^7 * 3 * 5^2 * 7 * 11 * 13 * 17 * 41 * 191 * 257 * 491 * 21481 * 499601 * 7633517 * 1515308021 * 24663339031 * 13592688884359664290660861
8737,2,2,x^4 + x^3 + 53,2^7 * 3 * 5 * 7 * 13 * 17 * 257 * 7633517
8737,2,3,x^6 + x^5 + 29,2^6 * 3^2 * 7 * 13 * 17 * 31 * 61 * 181 * 223 * 257 * 25447969
8737,2,4,x^8 + x^7 + 15,2^8 * 3 * 5 * 7 * 13 * 17 * 257 * 7633517 * 29058137 * 100265513
8737,2,5,x^10 + x^9 + 37,2^6 * 3 * 7 * 11 * 13 * 17 * 41 * 191 * 257 * 491 * 21481 * 1515308021 * 24663339031
8737,2,6,x^12 + x^11 + 158,2^7 * 3^2 * 5 * 7 * 13 * 17 * 31 * 61 * 181 * 223 * 257 * 3733 * 7633517 * 25447969 * 1560958465021
8737,2,7,x^14 + x^13 + 305,2^6 * 3 * 7^2 * 13 * 17 * 43 * 257 * 19252367 * 537244183361453 * 63551482291564879379041
8737,2,8,x^16 + x^15 + 15,2^9 * 3 * 5 * 7 * 13 * 17 * 257 * 7633517 * 29058137 * 100265513 * 16977302620692158288294012895361
8737,2,9,x^18 + x^17 + 35,2^6 * 3^3 * 7 * 13 * 17 * 19 * 31 * 61 * 181 * 199 * 223 * 257 * 25447969 * 39214445843949628141 * 444809459206586751260257
8737,2,10,x^20 + x^19 + 197,2^7 * 3 * 5^2 * 7 * 11 * 13 * 17 * 41 * 191 * 257 * 491 * 21481 * 499601 * 7633517 * 1515308021 * 24663339031 * 13592688884359664290660861
8737,3,2,x^6 + x^5 + 29,2^6 * 3^2 * 7 * 13 * 17 * 31 * 61 * 181 * 223 * 257 * 25447969
8737,3,3,x^9 + x^8 + 15,2^5 * 3^3 * 7 * 13 * 19 * 199 * 25447969 * 39214445843949628141
8737,3,4,x^12 + x^11 + 158,2^7 * 3^2 * 5 * 7 * 13 * 17 * 31 * 61 * 181 * 223 * 257 * 3733 * 7633517 * 25447969 * 1560958465021
8737,3,5,x^15 + x^14 + 45,2^5 * 3^2 * 7 * 11 * 13 * 661 * 19141 * 21481 * 1213651 * 25447969 * 328432771 * 6731976481 * 24663339031
8737,3,6,x^18 + x^17 + 35,2^6 * 3^3 * 7 * 13 * 17 * 19 * 31 * 61 * 181 * 199 * 223 * 257 * 25447969 * 39214445843949628141 * 444809459206586751260257
8737,4,2,x^8 + x^7 + 15,2^8 * 3 * 5 * 7 * 13 * 17 * 257 * 7633517 * 29058137 * 100265513
