p,n,poly,factorization
7523,2,x^2 + x + 2,2^3 * 3^2 * 11 * 19 * 3761
7523,3,x^3 + x^2 + 3,2 * 13 * 157 * 3761 * 27733
7523,4,x^4 + x^3 + 23,2^4 * 3^2 * 5 * 11 * 19 * 29 * 3761 * 195157
7523,5,x^5 + x^4 + 13,2 * 61 * 641 * 3761 * 9431 * 8687131
7523,6,x^6 + x^5 + 6,2^3 * 3^3 * 7 * 11 * 13 * 19 * 157 * 3761 * 27733 * 2694667
7523,7,x^7 + x^6 + 3,2 * 43 * 3761 * 466243 * 9043224731344357
7523,8,x^8 + x^7 + 62,2^5 * 3^2 * 5 * 11 * 17 * 19 * 29 * 3761 * 195157 * 1863497 * 50554129
7523,9,x^9 + x^8 + 9,2 * 13 * 37^2 * 73 * 157 * 3761 * 10567 * 27733 * 171659702387683
7523,10,x^10 + x^9 + 62,2^3 * 3^2 * 11 * 19 * 61 * 641 * 3761 * 9431 * 195271 * 8687131 * 16400941211
7523,11,x^11 + x^10 + 7,2 * 23 * 3761 * 10627 * 542939 * 105873315901 * 41332557676270807
7523,12,x^12 + x^11 + 56,2^4 * 3^3 * 5 * 7 * 11 * 13 * 19 * 29 * 157 * 3761 * 27733 * 43933 * 68053 * 195157 * 1071337 * 2694667
7523,13,x^13 + x^12 + 59,2 * 79 * 599 * 2341 * 3761 * 26376236641 * 11248181530300618383885980381
7523,14,x^14 + x^13 + 69,2^3 * 3^2 * 11 * 19 * 43 * 3761 * 466243 * 722611 * 9043224731344357 * 250832656397457457
7523,15,x^15 + x^14 + 9,2 * 13 * 61 * 157 * 641 * 3761 * 9431 * 27733 * 8687131 * 7632538021 * 1344007788444111475261
7523,16,x^16 + x^15 + 167,2^6 * 3^2 * 5 * 11 * 17 * 19 * 29 * 113 * 3313 * 3761 * 179089 * 195157 * 1863497 * 50554129 * 76512027068446760801
7523,17,x^17 + x^16 + 21,2 * 3761 * 4115021 * 25582481336940621126209412370224948325369436005553397221
7523,18,x^18 + x^17 + 20,2^3 * 3^4 * 7 * 11 * 13 * 19 * 37^2 * 73 * 157 * 3761 * 10567 * 27733 * 2694667 * 5405534569 * 11178575570989 * 171659702387683
7523,19,x^19 + x^18 + 73,2 * 3761 * 8513 * 887058511 * 2333170817 * 161455305313 * 8677736861585989 * 241355173430412822439
7523,20,x^20 + x^19 + 116,2^4 * 3^2 * 5^2 * 11 * 19 * 29 * 41 * 61 * 641 * 2141 * 3761 * 9431 * 195157 * 195271 * 2116921 * 8687131 * 16400941211 * 11042141480584001441
