p,r,n,poly,factorization
8431,1,2,x^2 + x + 11,2^5 * 3 * 5 * 17 * 31 * 281
8431,1,3,x^3 + x^2 + 14,2 * 3^2 * 5 * 61 * 281 * 388471
8431,1,4,x^4 + x^3 + 21,2^6 * 3 * 5 * 17 * 31 * 281 * 35540881
8431,1,5,x^5 + x^4 + 34,2 * 3 * 5^2 * 11 * 281 * 631 * 87881 * 1656841
8431,1,6,x^6 + x^5 + 12,2^5 * 3^2 * 5 * 7 * 17 * 31 * 61 * 281 * 388471 * 10153333
8431,1,7,x^7 + x^6 + 16,2 * 3 * 5 * 281 * 701 * 3185155639 * 160870856483
8431,1,8,x^8 + x^7 + 3,2^7 * 3 * 5 * 17 * 31 * 113 * 281 * 35540881 * 22356711269297
8431,1,9,x^9 + x^8 + 14,2 * 3^3 * 5 * 61 * 109 * 281 * 3187 * 388471 * 52356529 * 6582242413
8431,1,10,x^10 + x^9 + 3,2^5 * 3 * 5^2 * 11 * 17 * 31 * 281 * 631 * 87881 * 1656841 * 5052017527607461
8431,1,11,x^11 + x^10 + 18,2 * 3 * 5 * 23 * 281 * 3851 * 13457521378596263 * 1522565464265973139
8431,1,12,x^12 + x^11 + 91,2^6 * 3^2 * 5 * 7 * 13^2 * 17 * 31 * 61 * 241 * 281 * 49477 * 388471 * 2507317 * 10153333 * 35540881
8431,1,13,x^13 + x^12 + 76,2 * 3 * 5 * 281 * 6761 * 11328461 * 146047873973 * 11532500900244794735229641
8431,1,14,x^14 + x^13 + 159,2^5 * 3 * 5 * 17 * 31 * 281 * 701 * 9661 * 179999 * 13411679 * 15397411 * 3185155639 * 160870856483
8431,1,15,x^15 + x^14 + 2,2 * 3^2 * 5^2 * 11 * 61 * 281 * 631 * 87881 * 388471 * 1656841 * 741405644439601 * 34429071585576721
8431,1,16,x^16 + x^15 + 54,2^8 * 3 * 5 * 17 * 31 * 97^2 * 113 * 281 * 449 * 35540881 * 3594644737 * 22356711269297 * 840537190827713
8431,1,17,x^17 + x^16 + 4,2 * 3 * 5 * 137 * 281 * 51647 * 1589504897 * 57954799303750345043909921488783902322088429959
8431,1,18,x^18 + x^17 + 65,2^5 * 3^3 * 5 * 7 * 17 * 19 * 31 * 61 * 73 * 109 * 281 * 541 * 3187 * 388471 * 10153333 * 52356529 * 89772913 * 5331574621 * 6582242413
8431,1,19,x^19 + x^18 + 35,2 * 3 * 5 * 281 * 43397 * 98573 * 3931208111 * 5499170419 * 22196694407 * 9143876455603 * 2468400202688724961
8431,1,20,x^20 + x^19 + 24,2^6 * 3 * 5^2 * 11 * 17 * 31 * 281 * 631 * 87881 * 191461 * 1656841 * 35540881 * 5052017527607461 * 133337523733358575972354861
8431,2,2,x^4 + x^3 + 21,2^6 * 3 * 5 * 17 * 31 * 281 * 35540881
8431,2,3,x^6 + x^5 + 12,2^5 * 3^2 * 5 * 7 * 17 * 31 * 61 * 281 * 388471 * 10153333
8431,2,4,x^8 + x^7 + 3,2^7 * 3 * 5 * 17 * 31 * 113 * 281 * 35540881 * 22356711269297
8431,2,5,x^10 + x^9 + 3,2^5 * 3 * 5^2 * 11 * 17 * 31 * 281 * 631 * 87881 * 1656841 * 5052017527607461
8431,2,6,x^12 + x^11 + 91,2^6 * 3^2 * 5 * 7 * 13^2 * 17 * 31 * 61 * 241 * 281 * 49477 * 388471 * 2507317 * 10153333 * 35540881
8431,2,7,x^14 + x^13 + 159,2^5 * 3 * 5 * 17 * 31 * 281 * 701 * 9661 * 179999 * 13411679 * 15397411 * 3185155639 * 160870856483
8431,2,8,x^16 + x^15 + 54,2^8 * 3 * 5 * 17 * 31 * 97^2 * 113 * 281 * 449 * 35540881 * 3594644737 * 22356711269297 * 840537190827713
8431,2,9,x^18 + x^17 + 65,2^5 * 3^3 * 5 * 7 * 17 * 19 * 31 * 61 * 73 * 109 * 281 * 541 * 3187 * 388471 * 10153333 * 52356529 * 89772913 * 5331574621 * 6582242413
8431,2,10,x^20 + x^19 + 24,2^6 * 3 * 5^2 * 11 * 17 * 31 * 281 * 631 * 87881 * 191461 * 1656841 * 35540881 * 5052017527607461 * 133337523733358575972354861
8431,3,2,x^6 + x^5 + 12,2^5 * 3^2 * 5 * 7 * 17 * 31 * 61 * 281 * 388471 * 10153333
8431,3,3,x^9 + x^8 + 14,2 * 3^3 * 5 * 61 * 109 * 281 * 3187 * 388471 * 52356529 * 6582242413
8431,3,4,x^12 + x^11 + 91,2^6 * 3^2 * 5 * 7 * 13^2 * 17 * 31 * 61 * 241 * 281 * 49477 * 388471 * 2507317 * 10153333 * 35540881
8431,3,5,x^15 + x^14 + 2,2 * 3^2 * 5^2 * 11 * 61 * 281 * 631 * 87881 * 388471 * 1656841 * 741405644439601 * 34429071585576721
8431,3,6,x^18 + x^17 + 65,2^5 * 3^3 * 5 * 7 * 17 * 19 * 31 * 61 * 73 * 109 * 281 * 541 * 3187 * 388471 * 10153333 * 52356529 * 89772913 * 5331574621 * 6582242413
8431,4,2,x^8 + x^7 + 3,2^7 * 3 * 5 * 17 * 31 * 113 * 281 * 35540881 * 22356711269297
8431,4,3,x^12 + x^11 + 91,2^6 * 3^2 * 5 * 7 * 13^2 * 17 * 31 * 61 * 241 * 281 * 49477 * 388471 * 2507317 * 10153333 * 35540881
