p,e,n,poly,factorization
6577,1,2,x^2 + x + 5,2^5 * 3 * 11 * 13 * 23 * 137
6577,1,3,x^3 + x^2 + 30,2^4 * 3^2 * 7 * 31 * 137 * 66457
6577,1,4,x^4 + x^3 + 57,2^6 * 3 * 5 * 11 * 13 * 23 * 61 * 137 * 70913
6577,1,5,x^5 + x^4 + 20,2^4 * 3 * 137 * 751 * 1084451 * 2297881
6577,1,6,x^6 + x^5 + 5,2^5 * 3^2 * 7 * 11 * 13 * 23 * 31 * 137 * 66457 * 43250353
6577,1,7,x^7 + x^6 + 15,2^4 * 3 * 29 * 43 * 71 * 137 * 40993 * 644029 * 34633243
6577,1,8,x^8 + x^7 + 76,2^7 * 3 * 5 * 11 * 13 * 17 * 23 * 61 * 137 * 70913 * 55034173720913
6577,1,9,x^9 + x^8 + 15,2^4 * 3^3 * 7 * 31 * 137 * 66457 * 157377943 * 171435963208087
6577,1,10,x^10 + x^9 + 30,2^5 * 3 * 11 * 13 * 23 * 137 * 751 * 1084451 * 2297881 * 1870877448939361
6577,1,11,x^11 + x^10 + 22,2^4 * 3 * 137 * 2729 * 7591 * 20747 * 11873269 * 29683582501074105011
6577,1,12,x^12 + x^11 + 30,2^6 * 3^2 * 5 * 7 * 11 * 13 * 23 * 31 * 61 * 137 * 421 * 66457 * 70913 * 43250353 * 4444564995853
6577,1,13,x^13 + x^12 + 65,2^4 * 3 * 137 * 6553 * 935884009701367724089 * 1068410000891658724573
6577,1,14,x^14 + x^13 + 159,2^5 * 3 * 11 * 13 * 23 * 29 * 43 * 71 * 137 * 40993 * 644029 * 34633243 * 47251387 * 1712720368959139
6577,1,15,x^15 + x^14 + 40,2^4 * 3^2 * 7 * 31 * 137 * 751 * 66457 * 1084451 * 2297881 * 3500714533289779273791681758401
6577,1,16,x^16 + x^15 + 44,2^8 * 3 * 5 * 11 * 13 * 17 * 23 * 61 * 137 * 70913 * 28067883521 * 55034173720913 * 62371052626010249921
6577,1,17,x^17 + x^16 + 99,2^4 * 3 * 137 * 15524885410433998939 * 789738124004343917429244047593652665675139
6577,1,18,x^18 + x^17 + 92,2^5 * 3^3 * 7 * 11 * 13 * 19 * 23 * 31 * 37 * 137 * 66457 * 26318827 * 43250353 * 157377943 * 4374668981197 * 171435963208087
6577,1,19,x^19 + x^18 + 82,2^4 * 3 * 137 * 229 * 189697 * 6076052334495966047 * 2009322927689816146923414310118605667965817
6577,1,20,x^20 + x^19 + 61,2^6 * 3 * 5^2 * 11 * 13 * 23 * 61 * 137 * 751 * 70913 * 1084451 * 2297881 * 1870877448939361 * 700249359887463574635715980941
6577,2,2,x^4 + x^3 + 57,2^6 * 3 * 5 * 11 * 13 * 23 * 61 * 137 * 70913
6577,2,3,x^6 + x^5 + 5,2^5 * 3^2 * 7 * 11 * 13 * 23 * 31 * 137 * 66457 * 43250353
6577,2,4,x^8 + x^7 + 76,2^7 * 3 * 5 * 11 * 13 * 17 * 23 * 61 * 137 * 70913 * 55034173720913
6577,2,5,x^10 + x^9 + 30,2^5 * 3 * 11 * 13 * 23 * 137 * 751 * 1084451 * 2297881 * 1870877448939361
6577,2,6,x^12 + x^11 + 30,2^6 * 3^2 * 5 * 7 * 11 * 13 * 23 * 31 * 61 * 137 * 421 * 66457 * 70913 * 43250353 * 4444564995853
6577,2,7,x^14 + x^13 + 159,2^5 * 3 * 11 * 13 * 23 * 29 * 43 * 71 * 137 * 40993 * 644029 * 34633243 * 47251387 * 1712720368959139
6577,2,8,x^16 + x^15 + 44,2^8 * 3 * 5 * 11 * 13 * 17 * 23 * 61 * 137 * 70913 * 28067883521 * 55034173720913 * 62371052626010249921
6577,2,9,x^18 + x^17 + 92,2^5 * 3^3 * 7 * 11 * 13 * 19 * 23 * 31 * 37 * 137 * 66457 * 26318827 * 43250353 * 157377943 * 4374668981197 * 171435963208087
6577,2,10,x^20 + x^19 + 61,2^6 * 3 * 5^2 * 11 * 13 * 23 * 61 * 137 * 751 * 70913 * 1084451 * 2297881 * 1870877448939361 * 700249359887463574635715980941
6577,3,2,x^6 + x^5 + 5,2^5 * 3^2 * 7 * 11 * 13 * 23 * 31 * 137 * 66457 * 43250353
6577,3,3,x^9 + x^8 + 15,2^4 * 3^3 * 7 * 31 * 137 * 66457 * 157377943 * 171435963208087
6577,3,4,x^12 + x^11 + 30,2^6 * 3^2 * 5 * 7 * 11 * 13 * 23 * 31 * 61 * 137 * 421 * 66457 * 70913 * 43250353 * 4444564995853
6577,3,5,x^15 + x^14 + 40,2^4 * 3^2 * 7 * 31 * 137 * 751 * 66457 * 1084451 * 2297881 * 3500714533289779273791681758401
6577,3,6,x^18 + x^17 + 92,2^5 * 3^3 * 7 * 11 * 13 * 19 * 23 * 31 * 37 * 137 * 66457 * 26318827 * 43250353 * 157377943 * 4374668981197 * 171435963208087
6577,4,2,x^8 + x^7 + 76,2^7 * 3 * 5 * 11 * 13 * 17 * 23 * 61 * 137 * 70913 * 55034173720913
6577,4,3,x^12 + x^11 + 30,2^6 * 3^2 * 5 * 7 * 11 * 13 * 23 * 31 * 61 * 137 * 421 * 66457 * 70913 * 43250353 * 4444564995853
6577,4,4,x^16 + x^15 + 44,2^8 * 3 * 5 * 11 * 13 * 17 * 23 * 61 * 137 * 70913 * 28067883521 * 55034173720913 * 62371052626010249921
6577,4,5,x^20 + x^19 + 61,2^6 * 3 * 5^2 * 11 * 13 * 23 * 61 * 137 * 751 * 70913 * 1084451 * 2297881 * 1870877448939361 * 700249359887463574635715980941
