p,n,poly,factorization
9859,2,x^2 + x + 11,2^3 * 3 * 5 * 17 * 29 * 31 * 53
9859,3,x^3 + x^2 + 5,2 * 3^2 * 31 * 53 * 32403247
9859,4,x^4 + x^3 + 12,2^4 * 3 * 5 * 13 * 17 * 29 * 31 * 53 * 3738457
9859,5,x^5 + x^4 + 6,2 * 3 * 11 * 31 * 53 * 858979568840971
9859,6,x^6 + x^5 + 12,2^3 * 3^2 * 5 * 7 * 17 * 29 * 31 * 53 * 97 * 143137 * 32403247
9859,7,x^7 + x^6 + 49,2 * 3 * 31 * 53 * 113 * 10739 * 756831094176226903
9859,8,x^8 + x^7 + 46,2^5 * 3 * 5 * 13 * 17 * 29 * 31 * 53 * 3738457 * 11382353 * 415020377
9859,9,x^9 + x^8 + 25,2 * 3^3 * 19 * 31 * 53 * 73 * 1256617 * 32403247 * 175629131279533
9859,10,x^10 + x^9 + 56,2^3 * 3 * 5^2 * 11 * 17 * 29 * 31 * 53 * 1301 * 895171 * 1622311 * 858979568840971
9859,11,x^11 + x^10 + 4,2 * 3 * 31 * 53 * 881 * 48731 * 5068031 * 39879731372850479207133961
9859,12,x^12 + x^11 + 11,2^4 * 3^2 * 5 * 7 * 13 * 17 * 29 * 31 * 53 * 97 * 143137 * 196501 * 3738457 * 32403247 * 48080247781
9859,13,x^13 + x^12 + 103,2 * 3 * 31 * 53 * 21997 * 38342020703025940702802016299847677285439853
9859,14,x^14 + x^13 + 37,2^3 * 3 * 5 * 17 * 29 * 31 * 53 * 113 * 211 * 10739 * 732271 * 5942905998224287 * 756831094176226903
9859,15,x^15 + x^14 + 16,2 * 3^2 * 11 * 31 * 53 * 601 * 32403247 * 858979568840971 * 148506139365562351521757755961
9859,16,x^16 + x^15 + 170,2^6 * 3 * 5 * 13 * 17 * 29 * 31 * 53 * 3738457 * 11382353 * 148807921 * 415020377 * 299921008711961967798241
9859,17,x^17 + x^16 + 5,2 * 3 * 31 * 53 * 48737131 * 22954949041 * 7122519149743860887376531164677203345207005651
9859,18,x^18 + x^17 + 31,2^3 * 3^3 * 5 * 7 * 17 * 19 * 29 * 31 * 53 * 73 * 97 * 46477 * 143137 * 1256617 * 32403247 * 175629131279533 * 19758733892555265019
9859,19,x^19 + x^18 + 20,2 * 3 * 31 * 53 * 33023 * 184793849 * 2061021239 * 71937735971 * 111692773407848263 * 7664208453384461012569
9859,20,x^20 + x^19 + 87,2^4 * 3 * 5^2 * 11 * 13 * 17 * 29 * 31 * 53 * 61 * 101 * 1301 * 36161 * 895171 * 1622311 * 3738457 * 858979568840971 * 400655664913598394056641
