p,e,n,poly,factorization
7057,1,2,x^2 + x + 5,2^5 * 3^2 * 7^2 * 3529
7057,1,3,x^3 + x^2 + 10,2^4 * 3^3 * 7^2 * 199 * 83431
7057,1,4,x^4 + x^3 + 29,2^6 * 3^2 * 5^4 * 7^2 * 3529 * 39841
7057,1,5,x^5 + x^4 + 5,2^4 * 3^2 * 7^2 * 491 * 5051967208111
7057,1,6,x^6 + x^5 + 15,2^5 * 3^3 * 7^2 * 19 * 37 * 193 * 199 * 367 * 3529 * 83431
7057,1,7,x^7 + x^6 + 15,2^4 * 3^2 * 7^3 * 15749321813 * 1120527069677
7057,1,8,x^8 + x^7 + 30,2^7 * 3^2 * 5^4 * 7^2 * 17 * 593 * 3529 * 10889 * 39841 * 11296889
7057,1,9,x^9 + x^8 + 11,2^4 * 3^4 * 7^2 * 199 * 10531 * 83431 * 3909577594508199451
7057,1,10,x^10 + x^9 + 60,2^5 * 3^2 * 7^2 * 11 * 491 * 3529 * 5051967208111 * 225437545849091
7057,1,11,x^11 + x^10 + 11,2^4 * 3^2 * 7^2 * 67 * 9769 * 10099 * 46351034886586796052749072891
7057,1,12,x^12 + x^11 + 88,2^6 * 3^3 * 5^4 * 7^2 * 13 * 19 * 37 * 73 * 193 * 199 * 367 * 2377 * 3529 * 39841 * 83431 * 1099474261
7057,1,13,x^13 + x^12 + 10,2^4 * 3^2 * 7^2 * 521 * 441800581 * 78009617957730733 * 849749264890768997
7057,1,14,x^14 + x^13 + 43,2^5 * 3^2 * 7^3 * 281 * 3529 * 3441817 * 15749321813 * 1120527069677 * 127692406787009
7057,1,15,x^15 + x^14 + 33,2^4 * 3^3 * 7^2 * 31 * 61 * 199 * 491 * 83431 * 117511 * 5051967208111 * 27677658293736733076701
7057,1,16,x^16 + x^15 + 160,2^8 * 3^2 * 5^4 * 7^2 * 17 * 593 * 769 * 3529 * 10889 * 39841 * 11296889 * 3808568779153 * 1050129360495793
7057,1,17,x^17 + x^16 + 88,2^4 * 3^2 * 7^2 * 10847 * 27558226559903827 * 126596738719424286692339044714376880764629
7057,1,18,x^18 + x^17 + 159,2^5 * 3^4 * 7^2 * 19 * 37 * 193 * 199 * 367 * 3529 * 6949 * 10531 * 83431 * 382519 * 498781 * 93161287 * 3909577594508199451
7057,1,19,x^19 + x^18 + 80,2^4 * 3^2 * 7^2 * 1529892130758659 * 82530894479588605283 * 14926098259444663269871222454510731
7057,1,20,x^20 + x^19 + 43,2^6 * 3^2 * 5^5 * 7^2 * 11 * 41 * 491 * 3529 * 39841 * 45821 * 25801201241 * 5051967208111 * 25380640669201 * 225437545849091
7057,2,2,x^4 + x^3 + 29,2^6 * 3^2 * 5^4 * 7^2 * 3529 * 39841
7057,2,3,x^6 + x^5 + 15,2^5 * 3^3 * 7^2 * 19 * 37 * 193 * 199 * 367 * 3529 * 83431
7057,2,4,x^8 + x^7 + 30,2^7 * 3^2 * 5^4 * 7^2 * 17 * 593 * 3529 * 10889 * 39841 * 11296889
7057,2,5,x^10 + x^9 + 60,2^5 * 3^2 * 7^2 * 11 * 491 * 3529 * 5051967208111 * 225437545849091
7057,2,6,x^12 + x^11 + 88,2^6 * 3^3 * 5^4 * 7^2 * 13 * 19 * 37 * 73 * 193 * 199 * 367 * 2377 * 3529 * 39841 * 83431 * 1099474261
7057,2,7,x^14 + x^13 + 43,2^5 * 3^2 * 7^3 * 281 * 3529 * 3441817 * 15749321813 * 1120527069677 * 127692406787009
7057,2,8,x^16 + x^15 + 160,2^8 * 3^2 * 5^4 * 7^2 * 17 * 593 * 769 * 3529 * 10889 * 39841 * 11296889 * 3808568779153 * 1050129360495793
7057,2,9,x^18 + x^17 + 159,2^5 * 3^4 * 7^2 * 19 * 37 * 193 * 199 * 367 * 3529 * 6949 * 10531 * 83431 * 382519 * 498781 * 93161287 * 3909577594508199451
7057,2,10,x^20 + x^19 + 43,2^6 * 3^2 * 5^5 * 7^2 * 11 * 41 * 491 * 3529 * 39841 * 45821 * 25801201241 * 5051967208111 * 25380640669201 * 225437545849091
7057,3,2,x^6 + x^5 + 15,2^5 * 3^3 * 7^2 * 19 * 37 * 193 * 199 * 367 * 3529 * 83431
7057,3,3,x^9 + x^8 + 11,2^4 * 3^4 * 7^2 * 199 * 10531 * 83431 * 3909577594508199451
7057,3,4,x^12 + x^11 + 88,2^6 * 3^3 * 5^4 * 7^2 * 13 * 19 * 37 * 73 * 193 * 199 * 367 * 2377 * 3529 * 39841 * 83431 * 1099474261
7057,3,5,x^15 + x^14 + 33,2^4 * 3^3 * 7^2 * 31 * 61 * 199 * 491 * 83431 * 117511 * 5051967208111 * 27677658293736733076701
7057,3,6,x^18 + x^17 + 159,2^5 * 3^4 * 7^2 * 19 * 37 * 193 * 199 * 367 * 3529 * 6949 * 10531 * 83431 * 382519 * 498781 * 93161287 * 3909577594508199451
7057,4,2,x^8 + x^7 + 30,2^7 * 3^2 * 5^4 * 7^2 * 17 * 593 * 3529 * 10889 * 39841 * 11296889
7057,4,3,x^12 + x^11 + 88,2^6 * 3^3 * 5^4 * 7^2 * 13 * 19 * 37 * 73 * 193 * 199 * 367 * 2377 * 3529 * 39841 * 83431 * 1099474261
7057,4,4,x^16 + x^15 + 160,2^8 * 3^2 * 5^4 * 7^2 * 17 * 593 * 769 * 3529 * 10889 * 39841 * 11296889 * 3808568779153 * 1050129360495793
7057,4,5,x^20 + x^19 + 43,2^6 * 3^2 * 5^5 * 7^2 * 11 * 41 * 491 * 3529 * 39841 * 45821 * 25801201241 * 5051967208111 * 25380640669201 * 225437545849091
7057,5,2,x^10 + x^9 + 60,2^5 * 3^2 * 7^2 * 11 * 491 * 3529 * 5051967208111 * 225437545849091
7057,5,3,x^15 + x^14 + 33,2^4 * 3^3 * 7^2 * 31 * 61 * 199 * 491 * 83431 * 117511 * 5051967208111 * 27677658293736733076701
7057,5,4,x^20 + x^19 + 43,2^6 * 3^2 * 5^5 * 7^2 * 11 * 41 * 491 * 3529 * 39841 * 45821 * 25801201241 * 5051967208111 * 25380640669201 * 225437545849091
7057,6,2,x^12 + x^11 + 88,2^6 * 3^3 * 5^4 * 7^2 * 13 * 19 * 37 * 73 * 193 * 199 * 367 * 2377 * 3529 * 39841 * 83431 * 1099474261
7057,6,3,x^18 + x^17 + 159,2^5 * 3^4 * 7^2 * 19 * 37 * 193 * 199 * 367 * 3529 * 6949 * 10531 * 83431 * 382519 * 498781 * 93161287 * 3909577594508199451
7057,7,2,x^14 + x^13 + 43,2^5 * 3^2 * 7^3 * 281 * 3529 * 3441817 * 15749321813 * 1120527069677 * 127692406787009
7057,8,2,x^16 + x^15 + 160,2^8 * 3^2 * 5^4 * 7^2 * 17 * 593 * 769 * 3529 * 10889 * 39841 * 11296889 * 3808568779153 * 1050129360495793
7057,9,2,x^18 + x^17 + 159,2^5 * 3^4 * 7^2 * 19 * 37 * 193 * 199 * 367 * 3529 * 6949 * 10531 * 83431 * 382519 * 498781 * 93161287 * 3909577594508199451
7057,10,2,x^20 + x^19 + 43,2^6 * 3^2 * 5^5 * 7^2 * 11 * 41 * 491 * 3529 * 39841 * 45821 * 25801201241 * 5051967208111 * 25380640669201 * 225437545849091
