p,r,n,poly,factorization
3529,1,2,x^2 + x + 26,2^4 * 3^2 * 5 * 7^2 * 353
3529,1,3,x^3 + x^2 + 43,2^3 * 3^3 * 7^2 * 229 * 18133
3529,1,4,x^4 + x^3 + 46,2^5 * 3^2 * 5 * 7^2 * 353 * 6226921
3529,1,5,x^5 + x^4 + 17,2^3 * 3^2 * 7^2 * 11 * 101 * 23131 * 6037001
3529,1,6,x^6 + x^5 + 17,2^4 * 3^3 * 5 * 7^2 * 31 * 223 * 229 * 353 * 1801 * 18133
3529,1,7,x^7 + x^6 + 17,2^3 * 3^2 * 7^3 * 29 * 7883 * 1207384142363239
3529,1,8,x^8 + x^7 + 41,2^6 * 3^2 * 5 * 7^2 * 41 * 353 * 6226921 * 1891440922601
3529,1,9,x^9 + x^8 + 17,2^3 * 3^4 * 7^2 * 229 * 18133 * 643855923314387435737
3529,1,10,x^10 + x^9 + 67,2^4 * 3^2 * 5^2 * 7^2 * 11 * 61 * 101 * 353 * 1291 * 8311 * 23131 * 47381 * 6037001
3529,1,11,x^11 + x^10 + 17,2^3 * 3^2 * 7^2 * 299667514333248669460319843206614851
3529,1,12,x^12 + x^11 + 26,2^5 * 3^3 * 5 * 7^2 * 13 * 31 * 37 * 109 * 223 * 229 * 353 * 457 * 1801 * 18133 * 6226921 * 6473197
3529,1,13,x^13 + x^12 + 67,2^3 * 3^2 * 7^2 * 157 * 6348429880125295873 * 3744354875244182590561
3529,1,14,x^14 + x^13 + 37,2^4 * 3^2 * 5 * 7^3 * 29 * 211 * 353 * 7883 * 1207384142363239 * 9151756320199671907
3529,1,15,x^15 + x^14 + 17,2^3 * 3^3 * 7^2 * 11 * 101 * 229 * 18133 * 23131 * 25801 * 6037001 * 932080980773481378061081
3529,1,16,x^16 + x^15 + 92,2^7 * 3^2 * 5 * 7^2 * 17 * 41 * 353 * 4129 * 6226921 * 1891440922601 * 171352114078678650434417
3529,1,17,x^17 + x^16 + 186,2^3 * 3^2 * 7^2 * 443 * 14723 * 21149 * 28934579 * 14867123323550401 * 9754738430994559620119
3529,1,18,x^18 + x^17 + 78,2^4 * 3^4 * 5 * 7^2 * 19 * 31 * 223 * 229 * 353 * 1801 * 18133 * 101661461571329636707 * 643855923314387435737
3529,1,19,x^19 + x^18 + 76,2^3 * 3^2 * 7^2 * 848123 * 19317288677 * 439995182633757451768592733519574344840047841661
3529,1,20,x^20 + x^19 + 92,2^5 * 3^2 * 5^2 * 7^2 * 11 * 61 * 101 * 353 * 1291 * 8311 * 23131 * 47381 * 2880121 * 6037001 * 6226921 * 2644731161 * 3158064283601
3529,1,21,x^21 + x^20 + 143,2^3 * 3^3 * 7^3 * 29 * 127 * 229 * 7883 * 18133 * 1207384142363239 * 29369266321320612534861727898894531223823
3529,1,22,x^22 + x^21 + 26,2^4 * 3^2 * 5 * 7^2 * 23 * 67 * 353 * 660617 * 5968046108729 * 49295693715797 * 299667514333248669460319843206614851
3529,2,2,x^4 + x^3 + 46,2^5 * 3^2 * 5 * 7^2 * 353 * 6226921
3529,2,3,x^6 + x^5 + 17,2^4 * 3^3 * 5 * 7^2 * 31 * 223 * 229 * 353 * 1801 * 18133
3529,2,4,x^8 + x^7 + 41,2^6 * 3^2 * 5 * 7^2 * 41 * 353 * 6226921 * 1891440922601
3529,2,5,x^10 + x^9 + 67,2^4 * 3^2 * 5^2 * 7^2 * 11 * 61 * 101 * 353 * 1291 * 8311 * 23131 * 47381 * 6037001
3529,2,6,x^12 + x^11 + 26,2^5 * 3^3 * 5 * 7^2 * 13 * 31 * 37 * 109 * 223 * 229 * 353 * 457 * 1801 * 18133 * 6226921 * 6473197
3529,2,7,x^14 + x^13 + 37,2^4 * 3^2 * 5 * 7^3 * 29 * 211 * 353 * 7883 * 1207384142363239 * 9151756320199671907
3529,2,8,x^16 + x^15 + 92,2^7 * 3^2 * 5 * 7^2 * 17 * 41 * 353 * 4129 * 6226921 * 1891440922601 * 171352114078678650434417
3529,2,9,x^18 + x^17 + 78,2^4 * 3^4 * 5 * 7^2 * 19 * 31 * 223 * 229 * 353 * 1801 * 18133 * 101661461571329636707 * 643855923314387435737
3529,2,10,x^20 + x^19 + 92,2^5 * 3^2 * 5^2 * 7^2 * 11 * 61 * 101 * 353 * 1291 * 8311 * 23131 * 47381 * 2880121 * 6037001 * 6226921 * 2644731161 * 3158064283601
3529,2,11,x^22 + x^21 + 26,2^4 * 3^2 * 5 * 7^2 * 23 * 67 * 353 * 660617 * 5968046108729 * 49295693715797 * 299667514333248669460319843206614851
3529,3,2,x^6 + x^5 + 17,2^4 * 3^3 * 5 * 7^2 * 31 * 223 * 229 * 353 * 1801 * 18133
3529,3,3,x^9 + x^8 + 17,2^3 * 3^4 * 7^2 * 229 * 18133 * 643855923314387435737
3529,3,4,x^12 + x^11 + 26,2^5 * 3^3 * 5 * 7^2 * 13 * 31 * 37 * 109 * 223 * 229 * 353 * 457 * 1801 * 18133 * 6226921 * 6473197
3529,3,5,x^15 + x^14 + 17,2^3 * 3^3 * 7^2 * 11 * 101 * 229 * 18133 * 23131 * 25801 * 6037001 * 932080980773481378061081
3529,3,6,x^18 + x^17 + 78,2^4 * 3^4 * 5 * 7^2 * 19 * 31 * 223 * 229 * 353 * 1801 * 18133 * 101661461571329636707 * 643855923314387435737
3529,3,7,x^21 + x^20 + 143,2^3 * 3^3 * 7^3 * 29 * 127 * 229 * 7883 * 18133 * 1207384142363239 * 29369266321320612534861727898894531223823
3529,4,2,x^8 + x^7 + 41,2^6 * 3^2 * 5 * 7^2 * 41 * 353 * 6226921 * 1891440922601
3529,4,3,x^12 + x^11 + 26,2^5 * 3^3 * 5 * 7^2 * 13 * 31 * 37 * 109 * 223 * 229 * 353 * 457 * 1801 * 18133 * 6226921 * 6473197
