p,n,poly,factorization
5011,2,x^2 + x + 2,2^3 * 3 * 5 * 7 * 167 * 179
5011,3,x^3 + x^2 + 17,2 * 3^2 * 5 * 157 * 167 * 53323
5011,4,x^4 + x^3 + 43,2^4 * 3 * 5 * 7 * 17 * 41 * 167 * 179 * 18013
5011,5,x^5 + x^4 + 5,2 * 3 * 5^2 * 61 * 167 * 491 * 4211171771
5011,6,x^6 + x^5 + 50,2^3 * 3^2 * 5 * 7 * 157 * 167 * 179 * 53323 * 25105111
5011,7,x^7 + x^6 + 4,2 * 3 * 5 * 29 * 167 * 546053374662839760473
5011,8,x^8 + x^7 + 50,2^5 * 3 * 5 * 7 * 17 * 41 * 97 * 167 * 179 * 2273 * 3217 * 18013 * 444473
5011,9,x^9 + x^8 + 11,2 * 3^3 * 5 * 37 * 157 * 167 * 379 * 4987 * 21493 * 53323 * 3511137367
5011,10,x^10 + x^9 + 12,2^3 * 3 * 5^2 * 7 * 11 * 61 * 167 * 179 * 491 * 9461 * 4211171771 * 6057329851
5011,11,x^11 + x^10 + 76,2 * 3 * 5 * 167 * 138691499 * 71991440268379966205356626439
5011,12,x^12 + x^11 + 14,2^4 * 3^2 * 5 * 7 * 13 * 17 * 41 * 157 * 167 * 179 * 18013 * 53323 * 4690753 * 10339789 * 25105111
5011,13,x^13 + x^12 + 20,2 * 3 * 5 * 167 * 250714533370716144004518801939277824512704393
5011,14,x^14 + x^13 + 2,2^3 * 3 * 5 * 7^2 * 29 * 71 * 167 * 179 * 3529 * 189701 * 47575360687 * 546053374662839760473
5011,15,x^15 + x^14 + 39,2 * 3^2 * 5^2 * 31 * 61 * 157 * 167 * 491 * 53323 * 208261 * 9334141 * 4211171771 * 6595755447989311
5011,16,x^16 + x^15 + 87,2^6 * 3 * 5 * 7 * 17 * 41 * 97 * 167 * 179 * 257 * 401 * 2273 * 3217 * 18013 * 444473 * 1928802366974937888122113
5011,17,x^17 + x^16 + 39,2 * 3 * 5 * 167 * 919 * 30581029 * 308753540068361325476443 * 18217868754320600894113889
5011,18,x^18 + x^17 + 186,2^3 * 3^3 * 5 * 7 * 19 * 37 * 157 * 167 * 179 * 379 * 4987 * 21493 * 53323 * 25105111 * 561787309 * 3511137367 * 1483272317161
5011,19,x^19 + x^18 + 6,2 * 3 * 5 * 167 * 463867 * 8557215099057015776194715947292586537218046409530008730199687
5011,20,x^20 + x^19 + 89,2^4 * 3 * 5^2 * 7 * 11 * 17 * 41 * 61 * 101 * 167 * 179 * 461 * 491 * 521 * 1901 * 9461 * 18013 * 4211171771 * 6057329851 * 8620909089042034861
5011,21,x^21 + x^20 + 76,2 * 3^2 * 5 * 29 * 43 * 157 * 167 * 5881 * 53323 * 27139781803 * 812476997263 * 44943728174630503 * 546053374662839760473
