p,n,poly,factorization
8999,2,x^2 + x + 11,2^4 * 3^2 * 5^3 * 11 * 409
8999,3,x^3 + x^2 + 36,2 * 7 * 11 * 13 * 409 * 890011
8999,4,x^4 + x^3 + 7,2^5 * 3^2 * 5^3 * 11 * 97 * 101 * 409 * 4133
8999,5,x^5 + x^4 + 13,2 * 11 * 409 * 661 * 2123581 * 4672561
8999,6,x^6 + x^5 + 67,2^4 * 3^3 * 5^3 * 7 * 11 * 13 * 19 * 409 * 487 * 2917 * 890011
8999,7,x^7 + x^6 + 12,2 * 11 * 409 * 2213163107 * 239993982134243
8999,8,x^8 + x^7 + 31,2^6 * 3^2 * 5^3 * 11 * 97 * 101 * 257 * 409 * 4133 * 2884753 * 4422881
8999,9,x^9 + x^8 + 9,2 * 7 * 11 * 13 * 409 * 890011 * 531086804401149971973001
8999,10,x^10 + x^9 + 21,2^4 * 3^2 * 5^4 * 11 * 409 * 661 * 2123581 * 4672561 * 1311471161982001
8999,11,x^11 + x^10 + 13,2 * 11^2 * 23 * 409 * 93941 * 134333 * 1091019134201760273967440589
8999,12,x^12 + x^11 + 62,2^5 * 3^3 * 5^3 * 7 * 11 * 13 * 19 * 37 * 61 * 97 * 101 * 157 * 409 * 487 * 2617 * 2917 * 4133 * 890011 * 7071997
8999,13,x^13 + x^12 + 18,2 * 11 * 53 * 409 * 6553 * 2852491799 * 284733681053738026861723005360211
8999,14,x^14 + x^13 + 7,2^4 * 3^2 * 5^3 * 11 * 29 * 409 * 2339 * 2213163107 * 239993982134243 * 7828688870214029497
8999,15,x^15 + x^14 + 9,2 * 7 * 11 * 13 * 31 * 211 * 409 * 661 * 890011 * 2123581 * 4672561 * 228589411 * 3619034701 * 7947174451
8999,16,x^16 + x^15 + 210,2^7 * 3^2 * 5^3 * 11 * 17^3 * 97 * 101 * 257 * 409 * 1217 * 4133 * 2775713 * 2884753 * 4422881 * 1295722848462592337
8999,17,x^17 + x^16 + 41,2 * 11 * 409 * 5906947807 * 313179378938981034392834692316866113248425862817678943
8999,18,x^18 + x^17 + 157,2^4 * 3^4 * 5^3 * 7 * 11 * 13 * 19 * 409 * 487 * 2917 * 259219 * 890011 * 1705807 * 400357098397 * 531086804401149971973001
8999,19,x^19 + x^18 + 6,2 * 11 * 409 * 1009357 * 4352135023 * 13912080862292989087 * 2451351235400329262288503465631316493
8999,20,x^20 + x^19 + 73,2^5 * 3^2 * 5^4 * 11 * 41 * 97 * 101 * 281 * 409 * 661 * 2281 * 4133 * 2123581 * 4672561 * 1311471161982001 * 1636584928018523610444601
