p,r,n,poly,factorization
6037,1,2,x^2 + x + 5,2^3 * 3 * 503 * 3019
6037,1,3,x^3 + x^2 + 5,2^2 * 3^2 * 503 * 1861 * 6529
6037,1,4,x^4 + x^3 + 24,2^4 * 3 * 5 * 13 * 37 * 503 * 3019 * 7577
6037,1,5,x^5 + x^4 + 18,2^2 * 3 * 11 * 41 * 503 * 99991 * 29459081
6037,1,6,x^6 + x^5 + 18,2^3 * 3^2 * 7 * 503 * 1861 * 3019 * 6529 * 5205619
6037,1,7,x^7 + x^6 + 31,2^2 * 3 * 503 * 48417125259322241042587
6037,1,8,x^8 + x^7 + 45,2^5 * 3 * 5 * 13 * 17 * 37 * 73 * 503 * 3019 * 7577 * 535159114241
6037,1,9,x^9 + x^8 + 5,2^2 * 3^3 * 127 * 503 * 1861 * 6529 * 127058018886419708323
6037,1,10,x^10 + x^9 + 55,2^3 * 3 * 11 * 31 * 41 * 503 * 3019 * 99991 * 29459081 * 42840159267511
6037,1,11,x^11 + x^10 + 50,2^2 * 3 * 503 * 10530059 * 156125993 * 311308339 * 125657070577919
6037,1,12,x^12 + x^11 + 5,2^4 * 3^2 * 5 * 7 * 13 * 37 * 373 * 503 * 1861 * 3019 * 6529 * 7577 * 148921 * 5205619 * 23912221
6037,1,13,x^13 + x^12 + 6,2^2 * 3 * 503 * 339319033 * 4716369529 * 125453783183 * 11674176284448731
6037,1,14,x^14 + x^13 + 37,2^3 * 3 * 29 * 503 * 3019 * 12503 * 44059 * 3029760208021 * 48417125259322241042587
6037,1,15,x^15 + x^14 + 13,2^2 * 3^2 * 11 * 41 * 503 * 1861 * 6529 * 99991 * 29459081 * 1763995456049981374574394097201
6037,1,16,x^16 + x^15 + 92,2^6 * 3 * 5 * 13 * 17 * 37 * 73 * 113 * 353 * 503 * 3019 * 7577 * 171746474833 * 535159114241 * 128765177409553
6037,1,17,x^17 + x^16 + 39,2^2 * 3 * 503 * 8059 * 54979 * 1092533357 * 1272772117 * 12263024597 * 412049895952283186670797
6037,1,18,x^18 + x^17 + 5,2^3 * 3^3 * 7 * 19 * 127 * 503 * 1861 * 3019 * 6529 * 5205619 * 3093352237 * 823652609419 * 127058018886419708323
6037,1,19,x^19 + x^18 + 20,2^2 * 3 * 503 * 14593 * 8948051370290252345053 * 868920531043749847917014054654974782273163
6037,1,20,x^20 + x^19 + 31,2^4 * 3 * 5^2 * 11 * 13 * 31 * 37 * 41 * 401 * 503 * 3019 * 4201 * 7577 * 99991 * 18494701 * 29459081 * 42840159267511 * 11325438389684761
6037,1,21,x^21 + x^20 + 52,2^2 * 3^2 * 43 * 503 * 1861 * 6529 * 7477 * 3044349463 * 40645032877 * 58895802826577811949 * 48417125259322241042587
6037,2,2,x^4 + x^3 + 24,2^4 * 3 * 5 * 13 * 37 * 503 * 3019 * 7577
6037,2,3,x^6 + x^5 + 18,2^3 * 3^2 * 7 * 503 * 1861 * 3019 * 6529 * 5205619
6037,2,4,x^8 + x^7 + 45,2^5 * 3 * 5 * 13 * 17 * 37 * 73 * 503 * 3019 * 7577 * 535159114241
6037,2,5,x^10 + x^9 + 55,2^3 * 3 * 11 * 31 * 41 * 503 * 3019 * 99991 * 29459081 * 42840159267511
6037,2,6,x^12 + x^11 + 5,2^4 * 3^2 * 5 * 7 * 13 * 37 * 373 * 503 * 1861 * 3019 * 6529 * 7577 * 148921 * 5205619 * 23912221
6037,2,7,x^14 + x^13 + 37,2^3 * 3 * 29 * 503 * 3019 * 12503 * 44059 * 3029760208021 * 48417125259322241042587
6037,2,8,x^16 + x^15 + 92,2^6 * 3 * 5 * 13 * 17 * 37 * 73 * 113 * 353 * 503 * 3019 * 7577 * 171746474833 * 535159114241 * 128765177409553
6037,2,9,x^18 + x^17 + 5,2^3 * 3^3 * 7 * 19 * 127 * 503 * 1861 * 3019 * 6529 * 5205619 * 3093352237 * 823652609419 * 127058018886419708323
6037,2,10,x^20 + x^19 + 31,2^4 * 3 * 5^2 * 11 * 13 * 31 * 37 * 41 * 401 * 503 * 3019 * 4201 * 7577 * 99991 * 18494701 * 29459081 * 42840159267511 * 11325438389684761
6037,3,2,x^6 + x^5 + 18,2^3 * 3^2 * 7 * 503 * 1861 * 3019 * 6529 * 5205619
6037,3,3,x^9 + x^8 + 5,2^2 * 3^3 * 127 * 503 * 1861 * 6529 * 127058018886419708323
6037,3,4,x^12 + x^11 + 5,2^4 * 3^2 * 5 * 7 * 13 * 37 * 373 * 503 * 1861 * 3019 * 6529 * 7577 * 148921 * 5205619 * 23912221
6037,3,5,x^15 + x^14 + 13,2^2 * 3^2 * 11 * 41 * 503 * 1861 * 6529 * 99991 * 29459081 * 1763995456049981374574394097201
6037,3,6,x^18 + x^17 + 5,2^3 * 3^3 * 7 * 19 * 127 * 503 * 1861 * 3019 * 6529 * 5205619 * 3093352237 * 823652609419 * 127058018886419708323
6037,3,7,x^21 + x^20 + 52,2^2 * 3^2 * 43 * 503 * 1861 * 6529 * 7477 * 3044349463 * 40645032877 * 58895802826577811949 * 48417125259322241042587
6037,4,2,x^8 + x^7 + 45,2^5 * 3 * 5 * 13 * 17 * 37 * 73 * 503 * 3019 * 7577 * 535159114241
6037,4,3,x^12 + x^11 + 5,2^4 * 3^2 * 5 * 7 * 13 * 37 * 373 * 503 * 1861 * 3019 * 6529 * 7577 * 148921 * 5205619 * 23912221
6037,4,4,x^16 + x^15 + 92,2^6 * 3 * 5 * 13 * 17 * 37 * 73 * 113 * 353 * 503 * 3019 * 7577 * 171746474833 * 535159114241 * 128765177409553
6037,4,5,x^20 + x^19 + 31,2^4 * 3 * 5^2 * 11 * 13 * 31 * 37 * 41 * 401 * 503 * 3019 * 4201 * 7577 * 99991 * 18494701 * 29459081 * 42840159267511 * 11325438389684761
6037,5,2,x^10 + x^9 + 55,2^3 * 3 * 11 * 31 * 41 * 503 * 3019 * 99991 * 29459081 * 42840159267511
6037,5,3,x^15 + x^14 + 13,2^2 * 3^2 * 11 * 41 * 503 * 1861 * 6529 * 99991 * 29459081 * 1763995456049981374574394097201
6037,5,4,x^20 + x^19 + 31,2^4 * 3 * 5^2 * 11 * 13 * 31 * 37 * 41 * 401 * 503 * 3019 * 4201 * 7577 * 99991 * 18494701 * 29459081 * 42840159267511 * 11325438389684761
6037,6,2,x^12 + x^11 + 5,2^4 * 3^2 * 5 * 7 * 13 * 37 * 373 * 503 * 1861 * 3019 * 6529 * 7577 * 148921 * 5205619 * 23912221
6037,6,3,x^18 + x^17 + 5,2^3 * 3^3 * 7 * 19 * 127 * 503 * 1861 * 3019 * 6529 * 5205619 * 3093352237 * 823652609419 * 127058018886419708323
6037,7,2,x^14 + x^13 + 37,2^3 * 3 * 29 * 503 * 3019 * 12503 * 44059 * 3029760208021 * 48417125259322241042587
