p,r,n,poly,factorization
1831,1,2,x^2 + x + 6,2^4 * 3 * 5 * 61 * 229
1831,1,3,x^3 + x^2 + 57,2 * 3^2 * 5 * 7^2 * 19 * 61 * 1201
1831,1,4,x^4 + x^3 + 14,2^5 * 3 * 5 * 61 * 229 * 1676281
1831,1,5,x^5 + x^4 + 33,2 * 3 * 5^2 * 11 * 31 * 61 * 151 * 43680671
1831,1,6,x^6 + x^5 + 159,2^4 * 3^2 * 5 * 7^2 * 19 * 61 * 229 * 463 * 1201 * 7237
1831,1,7,x^7 + x^6 + 45,2 * 3 * 5 * 61 * 37702254472338804937
1831,1,8,x^8 + x^7 + 30,2^6 * 3 * 5 * 41 * 61 * 229 * 1676281 * 137069088521
1831,1,9,x^9 + x^8 + 23,2 * 3^3 * 5 * 7^2 * 19 * 61 * 163 * 1201 * 5076541 * 15179354677
1831,1,10,x^10 + x^9 + 30,2^4 * 3 * 5^2 * 11 * 31 * 61 * 151 * 229 * 43680671 * 11233530070261
1831,1,11,x^11 + x^10 + 23,2 * 3 * 5 * 61 * 67^2 * 94399803913612143758119892849
1831,1,12,x^12 + x^11 + 3,2^5 * 3^2 * 5 * 7^2 * 13 * 19 * 61 * 229 * 463 * 1201 * 7237 * 1676281 * 864589377397
1831,1,13,x^13 + x^12 + 84,2 * 3 * 5 * 61 * 4447 * 4733 * 67498442578072623516952524030203
1831,1,14,x^14 + x^13 + 75,2^4 * 3 * 5 * 29 * 61 * 229 * 75979 * 17092333955201 * 37702254472338804937
1831,1,15,x^15 + x^14 + 165,2 * 3^2 * 5^2 * 7^2 * 11 * 19 * 31 * 61 * 151 * 1201 * 27241 * 43680671 * 4634964943393561815481
1831,1,16,x^16 + x^15 + 70,2^7 * 3 * 5 * 17 * 41 * 61 * 97 * 229 * 257 * 337 * 449 * 12641 * 1676281 * 77922935809 * 137069088521
1831,1,17,x^17 + x^16 + 9,2 * 3 * 5 * 61 * 137 * 443 * 24889 * 197564957 * 53506815951205370227974848115643279
1831,1,18,x^18 + x^17 + 7,2^4 * 3^3 * 5 * 7^2 * 19 * 61 * 163 * 229 * 463 * 1201 * 7237 * 27739 * 5076541 * 15179354677 * 1358436259176769
1831,1,19,x^19 + x^18 + 121,2 * 3 * 5 * 61 * 121646171 * 440077341724590529076581233841809844632470128025819
1831,1,20,x^20 + x^19 + 176,2^5 * 3 * 5^2 * 11 * 31 * 61 * 151 * 229 * 4721 * 1676281 * 43680671 * 11233530070261 * 26759169126551079026801
1831,1,21,x^21 + x^20 + 79,2 * 3^2 * 5 * 7^3 * 19 * 43 * 61 * 757 * 1201 * 55021 * 3836113 * 37702254472338804937 * 29508058174847218672021
1831,1,22,x^22 + x^21 + 22,2^4 * 3 * 5 * 23 * 61 * 67^2 * 229 * 6997 * 2630308013341714892220979121 * 94399803913612143758119892849
1831,1,23,x^23 + x^22 + 33,2 * 3 * 5 * 61 * 277 * 5755225969 * 2300106317199989 * 164093269877692622943256729780067030076465409
1831,1,24,x^24 + x^23 + 7,2^6 * 3^2 * 5 * 7^2 * 13 * 19 * 41 * 61 * 229 * 463 * 1201 * 3673 * 7237 * 1676281 * 21160232161 * 137069088521 * 864589377397 * 1625419246057
1831,2,2,x^4 + x^3 + 14,2^5 * 3 * 5 * 61 * 229 * 1676281
1831,2,3,x^6 + x^5 + 159,2^4 * 3^2 * 5 * 7^2 * 19 * 61 * 229 * 463 * 1201 * 7237
1831,2,4,x^8 + x^7 + 30,2^6 * 3 * 5 * 41 * 61 * 229 * 1676281 * 137069088521
1831,2,5,x^10 + x^9 + 30,2^4 * 3 * 5^2 * 11 * 31 * 61 * 151 * 229 * 43680671 * 11233530070261
1831,2,6,x^12 + x^11 + 3,2^5 * 3^2 * 5 * 7^2 * 13 * 19 * 61 * 229 * 463 * 1201 * 7237 * 1676281 * 864589377397
1831,2,7,x^14 + x^13 + 75,2^4 * 3 * 5 * 29 * 61 * 229 * 75979 * 17092333955201 * 37702254472338804937
1831,2,8,x^16 + x^15 + 70,2^7 * 3 * 5 * 17 * 41 * 61 * 97 * 229 * 257 * 337 * 449 * 12641 * 1676281 * 77922935809 * 137069088521
1831,2,9,x^18 + x^17 + 7,2^4 * 3^3 * 5 * 7^2 * 19 * 61 * 163 * 229 * 463 * 1201 * 7237 * 27739 * 5076541 * 15179354677 * 1358436259176769
1831,2,10,x^20 + x^19 + 176,2^5 * 3 * 5^2 * 11 * 31 * 61 * 151 * 229 * 4721 * 1676281 * 43680671 * 11233530070261 * 26759169126551079026801
1831,2,11,x^22 + x^21 + 22,2^4 * 3 * 5 * 23 * 61 * 67^2 * 229 * 6997 * 2630308013341714892220979121 * 94399803913612143758119892849
1831,2,12,x^24 + x^23 + 7,2^6 * 3^2 * 5 * 7^2 * 13 * 19 * 41 * 61 * 229 * 463 * 1201 * 3673 * 7237 * 1676281 * 21160232161 * 137069088521 * 864589377397 * 1625419246057
1831,3,2,x^6 + x^5 + 159,2^4 * 3^2 * 5 * 7^2 * 19 * 61 * 229 * 463 * 1201 * 7237
1831,3,3,x^9 + x^8 + 23,2 * 3^3 * 5 * 7^2 * 19 * 61 * 163 * 1201 * 5076541 * 15179354677
1831,3,4,x^12 + x^11 + 3,2^5 * 3^2 * 5 * 7^2 * 13 * 19 * 61 * 229 * 463 * 1201 * 7237 * 1676281 * 864589377397
1831,3,5,x^15 + x^14 + 165,2 * 3^2 * 5^2 * 7^2 * 11 * 19 * 31 * 61 * 151 * 1201 * 27241 * 43680671 * 4634964943393561815481
1831,3,6,x^18 + x^17 + 7,2^4 * 3^3 * 5 * 7^2 * 19 * 61 * 163 * 229 * 463 * 1201 * 7237 * 27739 * 5076541 * 15179354677 * 1358436259176769
1831,3,7,x^21 + x^20 + 79,2 * 3^2 * 5 * 7^3 * 19 * 43 * 61 * 757 * 1201 * 55021 * 3836113 * 37702254472338804937 * 29508058174847218672021
1831,3,8,x^24 + x^23 + 7,2^6 * 3^2 * 5 * 7^2 * 13 * 19 * 41 * 61 * 229 * 463 * 1201 * 3673 * 7237 * 1676281 * 21160232161 * 137069088521 * 864589377397 * 1625419246057
1831,4,2,x^8 + x^7 + 30,2^6 * 3 * 5 * 41 * 61 * 229 * 1676281 * 137069088521
1831,4,3,x^12 + x^11 + 3,2^5 * 3^2 * 5 * 7^2 * 13 * 19 * 61 * 229 * 463 * 1201 * 7237 * 1676281 * 864589377397
1831,4,4,x^16 + x^15 + 70,2^7 * 3 * 5 * 17 * 41 * 61 * 97 * 229 * 257 * 337 * 449 * 12641 * 1676281 * 77922935809 * 137069088521
1831,4,5,x^20 + x^19 + 176,2^5 * 3 * 5^2 * 11 * 31 * 61 * 151 * 229 * 4721 * 1676281 * 43680671 * 11233530070261 * 26759169126551079026801
1831,4,6,x^24 + x^23 + 7,2^6 * 3^2 * 5 * 7^2 * 13 * 19 * 41 * 61 * 229 * 463 * 1201 * 3673 * 7237 * 1676281 * 21160232161 * 137069088521 * 864589377397 * 1625419246057
1831,5,2,x^10 + x^9 + 30,2^4 * 3 * 5^2 * 11 * 31 * 61 * 151 * 229 * 43680671 * 11233530070261
1831,5,3,x^15 + x^14 + 165,2 * 3^2 * 5^2 * 7^2 * 11 * 19 * 31 * 61 * 151 * 1201 * 27241 * 43680671 * 4634964943393561815481
1831,5,4,x^20 + x^19 + 176,2^5 * 3 * 5^2 * 11 * 31 * 61 * 151 * 229 * 4721 * 1676281 * 43680671 * 11233530070261 * 26759169126551079026801
