p,r,n,poly,factorization
11,1,2,x^2 + x + 7,2^3 * 3 * 5
11,1,3,x^3 + x^2 + 3,2 * 5 * 7 * 19
11,1,4,x^4 + x^3 + 8,2^4 * 3 * 5 * 61
11,1,5,x^5 + x^4 + x + 4,2 * 5^2 * 3221
11,1,6,x^6 + x^5 + x + 7,2^3 * 3^2 * 5 * 7 * 19 * 37
11,1,7,x^7 + x^6 + 4,2 * 5 * 43 * 45319
11,1,8,x^8 + x^7 + 8*x + 2,2^5 * 3 * 5 * 61 * 7321
11,1,9,x^9 + 2*x^8 + 3,2 * 5 * 7 * 19 * 1772893
11,1,10,x^10 + x^9 + 3*x + 7,2^3 * 3 * 5^2 * 3221 * 13421
11,1,11,x^11 + 2*x^10 + 9,2 * 5 * 15797 * 1806113
11,1,12,x^12 + x^11 + 7,2^4 * 3^2 * 5 * 7 * 13 * 19 * 37 * 61 * 1117
11,1,13,x^13 + 2*x^12 + 5,2 * 5 * 1093 * 3158528101
11,1,14,x^14 + x^13 + x + 2,2^3 * 3 * 5 * 43 * 45319 * 1623931
11,1,15,x^15 + x^14 + x + 9,2 * 5^2 * 7 * 19 * 3221 * 195019441
11,1,16,x^16 + x^15 + 5*x^2 + 7,2^6 * 3 * 5 * 17 * 61 * 7321 * 6304673
11,1,17,x^17 + x^16 + 4,2 * 5 * 50544702849929377
11,1,18,x^18 + x^17 + 8*x^2 + 6,2^3 * 3^3 * 5 * 7 * 19 * 37 * 590077 * 1772893
11,1,19,x^19 + x^18 + 8*x + 9,2 * 5 * 6115909044841454629
11,1,20,x^20 + x^19 + 8*x + 2,2^4 * 3 * 5^2 * 61 * 3221 * 13421 * 212601841
11,1,21,x^21 + x^20 + 10*x + 4,2 * 5 * 7^2 * 19 * 43 * 1723 * 8527 * 27763 * 45319
11,1,22,x^22 + x^21 + 9*x + 6,2^3 * 3 * 5 * 23 * 89 * 199 * 15797 * 58367 * 1806113
11,1,23,x^23 + x^22 + 6*x^2 + 4,2 * 5 * 829 * 28878847 * 3740221981231
11,1,24,x^24 + x^23 + 8,2^5 * 3^2 * 5 * 7 * 13 * 19 * 37 * 61 * 1117 * 7321 * 10657 * 20113
11,1,25,x^25 + x^24 + 9*x^2 + 5,2 * 5^3 * 3001 * 3221 * 24151 * 1856458657451
11,1,26,x^26 + 2*x^25 + 2*x^3 + 2,2^3 * 3 * 5 * 53 * 911 * 1093 * 59583967 * 3158528101
11,1,27,x^27 + x^26 + 6*x + 9,2 * 5 * 7 * 19 * 1772893 * 5559917315850179173
11,1,28,x^28 + x^27 + 10*x + 7,2^4 * 3 * 5 * 29 * 43 * 61 * 1933 * 45319 * 1623931 * 55527473
11,1,29,x^29 + 2*x^28 + 4,2 * 5 * 523 * 303309617049998388989376043
