p,n,poly,factorization
7459,2,x^2 + x + 26,2^3 * 3 * 5 * 11 * 113 * 373
7459,3,x^3 + x^2 + 6,2 * 3^2 * 7 * 11 * 19 * 113 * 139459
7459,4,x^4 + x^3 + 15,2^4 * 3 * 5 * 11 * 17 * 113 * 373 * 1636373
7459,5,x^5 + x^4 + 4,2 * 3 * 11 * 113 * 281 * 217411 * 50674891
7459,6,x^6 + x^5 + 73,2^3 * 3^2 * 5 * 7 * 11 * 13^2 * 19 * 113 * 373 * 139459 * 329167
7459,7,x^7 + x^6 + 4,2 * 3 * 11 * 113 * 172243114991376424834021
7459,8,x^8 + x^7 + 7,2^5 * 3 * 5 * 11 * 17 * 41 * 113 * 373 * 1636373 * 37749271618241
7459,9,x^9 + x^8 + 38,2 * 3^3 * 7 * 11 * 19 * 113 * 139459 * 57406674335647352937607
7459,10,x^10 + x^9 + 41,2^3 * 3 * 5^2 * 11 * 113 * 281 * 373 * 217411 * 2810671 * 50674891 * 220233911
7459,11,x^11 + x^10 + 9,2 * 3 * 11^2 * 67 * 113 * 723430495032392890192842024732299773
7459,12,x^12 + x^11 + 107,2^4 * 3^2 * 5 * 7 * 11 * 13^2 * 17 * 19 * 113 * 373 * 139459 * 329167 * 1636373 * 3095440217059081
7459,13,x^13 + x^12 + 13,2 * 3 * 11 * 113 * 1093 * 2887 * 13420733937645137221 * 700458325264469997031
7459,14,x^14 + x^13 + 51,2^3 * 3 * 5 * 11 * 29 * 113 * 373 * 463 * 1303 * 67369 * 146097208223 * 172243114991376424834021
7459,15,x^15 + x^14 + 110,2 * 3^2 * 7 * 11 * 19 * 31^2 * 113 * 281 * 2221 * 139459 * 217411 * 50674891 * 4488639044621502595483381
7459,16,x^16 + x^15 + 119,2^6 * 3 * 5 * 11 * 17 * 41 * 113 * 373 * 977 * 1636373 * 10956817 * 37749271618241 * 447544155139294876529
7459,17,x^17 + x^16 + 93,2 * 3 * 11 * 113 * 348452371612852879453553917 * 263514500228800364371270772656191413
7459,18,x^18 + x^17 + 288,2^3 * 3^3 * 5 * 7 * 11 * 13^2 * 19 * 113 * 373 * 139459 * 329167 * 484417 * 355520188197590239 * 57406674335647352937607
7459,19,x^19 + x^18 + 6,2 * 3 * 11 * 113 * 5108685374332144312248184204369214201491237899039468814509174267488461
7459,20,x^20 + x^19 + 72,2^4 * 3 * 5^2 * 11 * 17 * 113 * 281 * 373 * 217411 * 1636373 * 2661661 * 2810671 * 50674891 * 220233911 * 15133434101 * 237878186165201
