p,n,poly,factorization
7487,2,x^2 + x + 7,2^7 * 3^2 * 13 * 19 * 197
7487,3,x^3 + x^2 + 6,2 * 7 * 19 * 197 * 8008951
7487,4,x^4 + x^3 + 14,2^8 * 3^2 * 5 * 13 * 19 * 197 * 313 * 17909
7487,5,x^5 + x^4 + 12,2 * 19 * 31 * 197 * 101374248797791
7487,6,x^6 + x^5 + 57,2^7 * 3^3 * 7 * 13 * 19 * 197 * 241 * 77521 * 8008951
7487,7,x^7 + x^6 + 6,2 * 19 * 71 * 197 * 281 * 2969 * 197569 * 15052593767
7487,8,x^8 + x^7 + 14,2^9 * 3^2 * 5 * 13 * 19 * 197 * 313 * 17909 * 51521 * 137153 * 222337
7487,9,x^9 + x^8 + 13,2 * 7 * 19 * 109 * 197 * 7546951 * 8008951 * 214115925571507
7487,10,x^10 + x^9 + 7,2^7 * 3^2 * 11 * 13 * 19 * 31 * 41 * 197 * 2111 * 3299959081 * 101374248797791
7487,11,x^11 + x^10 + 29,2 * 19 * 23 * 197 * 5237 * 20476303 * 1039570095829 * 215884074492241
7487,12,x^12 + x^11 + 37,2^8 * 3^3 * 5 * 7 * 13 * 19 * 197 * 241 * 313 * 17909 * 77521 * 8008951 * 3142181915563393
7487,13,x^13 + x^12 + 11,2 * 19 * 157 * 197 * 677 * 20983 * 28590673957 * 486599561494530039705670379
7487,14,x^14 + x^13 + 20,2^7 * 3^2 * 13 * 19 * 29 * 71 * 197 * 281 * 2969 * 197569 * 15052593767 * 6072828243902499132467
7487,15,x^15 + x^14 + 79,2 * 7 * 19 * 31 * 197 * 21601 * 8008951 * 989424841 * 101374248797791 * 461900027371758361
7487,16,x^16 + x^15 + 19,2^10 * 3^2 * 5 * 13 * 17 * 19 * 97 * 197 * 313 * 673 * 17909 * 51521 * 137153 * 181873 * 222337 * 24458438050062106241
7487,17,x^17 + x^16 + 27,2 * 19 * 197 * 409 * 1021 * 1871 * 61949 * 94793 * 21249559643448277774708531797679471623360407
7487,18,x^18 + x^17 + 17,2^7 * 3^4 * 7 * 13 * 19 * 73 * 109 * 197 * 241 * 77521 * 3522529 * 7546951 * 8008951 * 214115925571507 * 228322287412057
7487,19,x^19 + x^18 + 6,2 * 19^2 * 197 * 571 * 503743316899082464851671834305735146673454264042244698817782463073
7487,20,x^20 + x^19 + 7,2^8 * 3^2 * 5^2 * 11 * 13 * 19 * 31 * 41 * 197 * 313 * 2111 * 17909 * 3299959081 * 186454301881 * 101374248797791 * 10590592190177056181
