p,n,poly,factorization
8317,2,x^2 + x + 6,2^3 * 3^3 * 7 * 11 * 4159
8317,3,x^3 + x^2 + 6,2^2 * 3^4 * 7 * 11 * 23060269
8317,4,x^4 + x^3 + 6,2^4 * 3^3 * 5 * 7 * 11 * 17 * 109 * 3733 * 4159
8317,5,x^5 + x^4 + 26,2^2 * 3^3 * 7 * 11 * 271 * 5351 * 32321 * 102101
8317,6,x^6 + x^5 + 37,2^3 * 3^4 * 7 * 11 * 13 * 4159 * 5320321 * 23060269
8317,7,x^7 + x^6 + 6,2^2 * 3^3 * 7^2 * 11 * 29 * 225208817 * 7240540757017
8317,8,x^8 + x^7 + 37,2^5 * 3^3 * 5 * 7 * 11 * 17 * 109 * 1409 * 3733 * 4159 * 8017 * 211794137
8317,9,x^9 + x^8 + 72,2^2 * 3^5 * 7 * 11 * 631 * 2089 * 18757 * 254197 * 17554051 * 23060269
8317,10,x^10 + x^9 + 26,2^3 * 3^3 * 7 * 11 * 271 * 4159 * 5351 * 32321 * 102101 * 5267891 * 908192291
8317,11,x^11 + x^10 + 58,2^2 * 3^3 * 7 * 11^2 * 67 * 38567 * 48991009 * 163035575671 * 6976492385567
8317,12,x^12 + x^11 + 26,2^4 * 3^4 * 5 * 7 * 11 * 13 * 17 * 37 * 61 * 109 * 3733 * 4159 * 5320321 * 23060269 * 2119996971769
8317,13,x^13 + x^12 + 102,2^2 * 3^3 * 7 * 11 * 53 * 79 * 157 * 27840151 * 3268635799962781 * 1831521013531894049
8317,14,x^14 + x^13 + 232,2^3 * 3^3 * 7^2 * 11 * 29 * 211 * 4159 * 225208817 * 7240540757017 * 1568431438878807161863
8317,15,x^15 + x^14 + 43,2^2 * 3^4 * 7 * 11 * 31 * 271 * 5351 * 32321 * 102101 * 23060269 * 738447623571113944704858969871
8317,16,x^16 + x^15 + 60,2^6 * 3^3 * 5 * 7 * 11 * 17 * 109 * 641 * 1409 * 2689 * 3733 * 4159 * 8017 * 19441 * 6057937 * 211794137 * 56391212363537
8317,17,x^17 + x^16 + 72,2^2 * 3^3 * 7 * 11 * 1042113388570831 * 161790715816723501 * 3109215846984685753788140290331
8317,18,x^18 + x^17 + 37,2^3 * 3^5 * 7 * 11 * 13 * 19 * 631 * 2089 * 4159 * 18757 * 254197 * 5320321 * 17554051 * 23060269 * 17419938119821366882903
8317,19,x^19 + x^18 + 45,2^2 * 3^3 * 7 * 11 * 571 * 326687 * 10067440016205391 * 19309269135828371478548377257805126119024995621
8317,20,x^20 + x^19 + 19,2^4 * 3^3 * 5^2 * 7 * 11 * 17 * 109 * 271 * 3733 * 4159 * 5351 * 32321 * 102101 * 5267891 * 352908781 * 908192291 * 30768695261 * 421688790181
