p,e,n,poly,factorization
3733,1,2,x^2 + x + 6,2^3 * 3 * 311 * 1867
3733,1,3,x^3 + x^2 + 6,2^2 * 3^2 * 7 * 311 * 663763
3733,1,4,x^4 + x^3 + 6,2^4 * 3 * 5 * 53 * 311 * 1867 * 26293
3733,1,5,x^5 + x^4 + 6,2^2 * 3 * 11 * 251 * 311 * 191561 * 367261
3733,1,6,x^6 + x^5 + 13,2^3 * 3^2 * 7 * 311 * 1867 * 663763 * 13931557
3733,1,7,x^7 + x^6 + 66,2^2 * 3 * 43 * 311 * 2591 * 24295644589172111
3733,1,8,x^8 + x^7 + 2,2^5 * 3 * 5 * 53 * 73 * 97 * 311 * 1867 * 26293 * 13712207281
3733,1,9,x^9 + x^8 + 14,2^2 * 3^3 * 7 * 19 * 37 * 109 * 311 * 1549 * 258949 * 663763 * 29348047
3733,1,10,x^10 + x^9 + 18,2^3 * 3 * 11 * 251 * 311 * 1867 * 2161 * 14621 * 191561 * 367261 * 6144461
3733,1,11,x^11 + x^10 + 82,2^2 * 3 * 311 * 617 * 20021 * 36775883 * 1157076878712272818873
3733,1,12,x^12 + x^11 + 87,2^4 * 3^2 * 5 * 7 * 13 * 53 * 311 * 1867 * 26293 * 663763 * 13931557 * 14937866582941
3733,1,13,x^13 + x^12 + 14,2^2 * 3 * 311 * 5279 * 5180607121 * 24970982994179 * 10726160097452281
3733,1,14,x^14 + x^13 + 187,2^3 * 3 * 43 * 71 * 113 * 311 * 1867 * 2591 * 7043 * 47878125112553 * 24295644589172111
3733,1,15,x^15 + x^14 + 53,2^2 * 3^2 * 7 * 11 * 61 * 251 * 311 * 191561 * 367261 * 663763 * 31147231 * 2241343381 * 8852988271
3733,1,16,x^16 + x^15 + 107,2^6 * 3 * 5 * 17 * 53 * 73 * 97 * 311 * 1867 * 26293 * 3967121 * 13712207281 * 279582224094274411153
3733,1,17,x^17 + x^16 + 32,2^2 * 3 * 137 * 311 * 15641 * 34873844769756259 * 48169062022048157 * 395176482170656951
