p,n,poly,factorization
3361,2,x^2 + x + 22,2^6 * 3 * 5 * 7 * 41^2
3361,3,x^3 + x^2 + 22,2^5 * 3^2 * 5 * 7 * 211 * 17851
3361,4,x^4 + x^3 + 53,2^7 * 3 * 5 * 7 * 37 * 41^2 * 293 * 521
3361,5,x^5 + x^4 + 53,2^5 * 3 * 5^2 * 7 * 1008101 * 25323821
3361,6,x^6 + x^5 + 34,2^6 * 3^2 * 5 * 7 * 41^2 * 43 * 211 * 17851 * 262627
3361,7,x^7 + x^6 + 22,2^5 * 3 * 5 * 7^2 * 73524823 * 2801613891847
3361,8,x^8 + x^7 + 68,2^8 * 3 * 5 * 7 * 37 * 41^2 * 293 * 521 * 63803434067521
3361,9,x^9 + x^8 + 34,2^5 * 3^3 * 5 * 7 * 19 * 211 * 17851 * 18397 * 1374640739762167
3361,10,x^10 + x^9 + 55,2^6 * 3 * 5^2 * 7 * 11^3 * 41^2 * 1008101 * 25323821 * 95844412091
3361,11,x^11 + x^10 + 53,2^5 * 3 * 5 * 7 * 23 * 333367 * 2713377371123 * 8844101500526777
3361,12,x^12 + x^11 + 86,2^7 * 3^2 * 5 * 7 * 13^2 * 37 * 41^2 * 43 * 73 * 211 * 293 * 521 * 17851 * 262627 * 10343426833
3361,13,x^13 + x^12 + 43,2^5 * 3 * 5 * 7 * 4733 * 6664529 * 232370009 * 1015441051 * 279261217315211
3361,14,x^14 + x^13 + 197,2^6 * 3 * 5 * 7^2 * 41^2 * 73524823 * 2801613891847 * 1441059385143205104481
3361,15,x^15 + x^14 + 22,2^5 * 3^2 * 5^2 * 7 * 211 * 541 * 17851 * 1008101 * 11671861 * 25323821 * 2577991568744327041
3361,16,x^16 + x^15 + 117,2^9 * 3 * 5 * 7 * 17 * 37 * 41^2 * 293 * 521 * 63803434067521 * 478926846918639474747413873
3361,17,x^17 + x^16 + 43,2^5 * 3 * 5 * 7 * 137 * 409 * 257381 * 60229097 * 822580088716619 * 371210738176694114792543
3361,18,x^18 + x^17 + 97,2^6 * 3^3 * 5 * 7 * 19 * 41^2 * 43 * 127 * 211 * 17851 * 18397 * 262627 * 1374640739762167 * 11350300348189980703
3361,19,x^19 + x^18 + 156,2^5 * 3 * 5 * 7 * 4561 * 508973 * 1290647494916362442228559891827069467034570522835612143
3361,20,x^20 + x^19 + 201,2^7 * 3 * 5^2 * 7 * 11^3 * 37 * 41^2 * 293 * 521 * 1008101 * 25323821 * 95844412091 * 624524576881 * 26073451640716561
3361,21,x^21 + x^20 + 34,2^5 * 3^2 * 5 * 7^2 * 211 * 17851 * 398581 * 23951887 * 73524823 * 2801613891847 * 217588825544765917665902751763
3361,22,x^22 + x^21 + 159,2^6 * 3 * 5 * 7 * 23 * 41^2 * 2267 * 306857 * 333367 * 2713377371123 * 8844101500526777 * 264343340038204518408921979
