p,r,n,poly,factorization
4993,1,2,x^2 + x + 5,2^8 * 3 * 11 * 13 * 227
4993,1,3,x^3 + x^2 + 35,2^7 * 3^2 * 7 * 13 * 1187383
4993,1,4,x^4 + x^3 + 11,2^9 * 3 * 5^2 * 11 * 13 * 41 * 227 * 12161
4993,1,5,x^5 + x^4 + 11,2^7 * 3 * 13 * 31 * 541 * 37065878231
4993,1,6,x^6 + x^5 + 35,2^8 * 3^2 * 7 * 11 * 13 * 227 * 3853 * 6469 * 1187383
4993,1,7,x^7 + x^6 + 37,2^7 * 3 * 13 * 1709 * 2801 * 637379 * 5079295313
4993,1,8,x^8 + x^7 + 19,2^10 * 3 * 5^2 * 11 * 13 * 41 * 227 * 12161 * 310753671571201
4993,1,9,x^9 + x^8 + 177,2^7 * 3^3 * 7 * 13 * 9613 * 37747 * 1187383 * 14233337851879
4993,1,10,x^10 + x^9 + 5,2^8 * 3 * 11 * 13 * 31 * 61 * 211 * 227 * 541 * 37065878231 * 48277747831
4993,1,11,x^11 + x^10 + 47,2^7 * 3 * 13 * 23 * 199 * 67189 * 31320130297912252731622238431
4993,1,12,x^12 + x^11 + 43,2^9 * 3^2 * 5^2 * 7 * 11 * 13 * 41 * 227 * 3853 * 6469 * 12161 * 33577 * 68113 * 271753 * 1187383
4993,1,13,x^13 + x^12 + 59,2^7 * 3 * 13^2 * 18470660665911520401802238945364616296658177
4993,1,14,x^14 + x^13 + 11,2^8 * 3 * 11 * 13 * 29 * 71 * 227 * 1709 * 2801 * 637379 * 1021091 * 5079295313 * 7368203796353
4993,1,15,x^15 + x^14 + 37,2^7 * 3^2 * 7 * 13 * 31 * 541 * 20161 * 1187383 * 37065878231 * 2303135848441 * 8317138129801
4993,1,16,x^16 + x^15 + 35,2^11 * 3 * 5^2 * 11 * 13 * 17 * 41 * 227 * 10337 * 12161 * 116905361 * 310753671571201 * 9401229784054529
4993,1,17,x^17 + x^16 + 251,2^7 * 3 * 13 * 307 * 34624819 * 4269334077396053 * 3288410445735959531445985088006149
4993,1,18,x^18 + x^17 + 320,2^8 * 3^3 * 7 * 11 * 13 * 19 * 227 * 3853 * 6469 * 9613 * 37747 * 1187383 * 2969879491 * 274585100617 * 14233337851879
4993,1,19,x^19 + x^18 + 34,2^7 * 3 * 13 * 647 * 22877 * 10147483 * 915468244763 * 27057658350418339956421239346720448464193
4993,1,20,x^20 + x^19 + 57,2^9 * 3 * 5^3 * 11 * 13 * 31 * 41 * 61 * 101 * 211 * 227 * 541 * 601 * 12161 * 987210821 * 37065878231 * 48277747831 * 1289189482558781
4993,1,21,x^21 + x^20 + 154,2^7 * 3^2 * 7^2 * 13 * 1709 * 2801 * 637379 * 1187383 * 3047731 * 5079295313 * 11250637474242883206154755779973708397
4993,2,2,x^4 + x^3 + 11,2^9 * 3 * 5^2 * 11 * 13 * 41 * 227 * 12161
4993,2,3,x^6 + x^5 + 35,2^8 * 3^2 * 7 * 11 * 13 * 227 * 3853 * 6469 * 1187383
4993,2,4,x^8 + x^7 + 19,2^10 * 3 * 5^2 * 11 * 13 * 41 * 227 * 12161 * 310753671571201
4993,2,5,x^10 + x^9 + 5,2^8 * 3 * 11 * 13 * 31 * 61 * 211 * 227 * 541 * 37065878231 * 48277747831
4993,2,6,x^12 + x^11 + 43,2^9 * 3^2 * 5^2 * 7 * 11 * 13 * 41 * 227 * 3853 * 6469 * 12161 * 33577 * 68113 * 271753 * 1187383
4993,2,7,x^14 + x^13 + 11,2^8 * 3 * 11 * 13 * 29 * 71 * 227 * 1709 * 2801 * 637379 * 1021091 * 5079295313 * 7368203796353
4993,2,8,x^16 + x^15 + 35,2^11 * 3 * 5^2 * 11 * 13 * 17 * 41 * 227 * 10337 * 12161 * 116905361 * 310753671571201 * 9401229784054529
4993,2,9,x^18 + x^17 + 320,2^8 * 3^3 * 7 * 11 * 13 * 19 * 227 * 3853 * 6469 * 9613 * 37747 * 1187383 * 2969879491 * 274585100617 * 14233337851879
4993,2,10,x^20 + x^19 + 57,2^9 * 3 * 5^3 * 11 * 13 * 31 * 41 * 61 * 101 * 211 * 227 * 541 * 601 * 12161 * 987210821 * 37065878231 * 48277747831 * 1289189482558781
4993,3,2,x^6 + x^5 + 35,2^8 * 3^2 * 7 * 11 * 13 * 227 * 3853 * 6469 * 1187383
4993,3,3,x^9 + x^8 + 177,2^7 * 3^3 * 7 * 13 * 9613 * 37747 * 1187383 * 14233337851879
4993,3,4,x^12 + x^11 + 43,2^9 * 3^2 * 5^2 * 7 * 11 * 13 * 41 * 227 * 3853 * 6469 * 12161 * 33577 * 68113 * 271753 * 1187383
4993,3,5,x^15 + x^14 + 37,2^7 * 3^2 * 7 * 13 * 31 * 541 * 20161 * 1187383 * 37065878231 * 2303135848441 * 8317138129801
4993,3,6,x^18 + x^17 + 320,2^8 * 3^3 * 7 * 11 * 13 * 19 * 227 * 3853 * 6469 * 9613 * 37747 * 1187383 * 2969879491 * 274585100617 * 14233337851879
4993,3,7,x^21 + x^20 + 154,2^7 * 3^2 * 7^2 * 13 * 1709 * 2801 * 637379 * 1187383 * 3047731 * 5079295313 * 11250637474242883206154755779973708397
4993,4,2,x^8 + x^7 + 19,2^10 * 3 * 5^2 * 11 * 13 * 41 * 227 * 12161 * 310753671571201
4993,4,3,x^12 + x^11 + 43,2^9 * 3^2 * 5^2 * 7 * 11 * 13 * 41 * 227 * 3853 * 6469 * 12161 * 33577 * 68113 * 271753 * 1187383
4993,4,4,x^16 + x^15 + 35,2^11 * 3 * 5^2 * 11 * 13 * 17 * 41 * 227 * 10337 * 12161 * 116905361 * 310753671571201 * 9401229784054529
4993,4,5,x^20 + x^19 + 57,2^9 * 3 * 5^3 * 11 * 13 * 31 * 41 * 61 * 101 * 211 * 227 * 541 * 601 * 12161 * 987210821 * 37065878231 * 48277747831 * 1289189482558781
4993,5,2,x^10 + x^9 + 5,2^8 * 3 * 11 * 13 * 31 * 61 * 211 * 227 * 541 * 37065878231 * 48277747831
4993,5,3,x^15 + x^14 + 37,2^7 * 3^2 * 7 * 13 * 31 * 541 * 20161 * 1187383 * 37065878231 * 2303135848441 * 8317138129801
4993,5,4,x^20 + x^19 + 57,2^9 * 3 * 5^3 * 11 * 13 * 31 * 41 * 61 * 101 * 211 * 227 * 541 * 601 * 12161 * 987210821 * 37065878231 * 48277747831 * 1289189482558781
4993,6,2,x^12 + x^11 + 43,2^9 * 3^2 * 5^2 * 7 * 11 * 13 * 41 * 227 * 3853 * 6469 * 12161 * 33577 * 68113 * 271753 * 1187383
4993,6,3,x^18 + x^17 + 320,2^8 * 3^3 * 7 * 11 * 13 * 19 * 227 * 3853 * 6469 * 9613 * 37747 * 1187383 * 2969879491 * 274585100617 * 14233337851879
4993,7,2,x^14 + x^13 + 11,2^8 * 3 * 11 * 13 * 29 * 71 * 227 * 1709 * 2801 * 637379 * 1021091 * 5079295313 * 7368203796353
4993,7,3,x^21 + x^20 + 154,2^7 * 3^2 * 7^2 * 13 * 1709 * 2801 * 637379 * 1187383 * 3047731 * 5079295313 * 11250637474242883206154755779973708397
4993,8,2,x^16 + x^15 + 35,2^11 * 3 * 5^2 * 11 * 13 * 17 * 41 * 227 * 10337 * 12161 * 116905361 * 310753671571201 * 9401229784054529
4993,9,2,x^18 + x^17 + 320,2^8 * 3^3 * 7 * 11 * 13 * 19 * 227 * 3853 * 6469 * 9613 * 37747 * 1187383 * 2969879491 * 274585100617 * 14233337851879
4993,10,2,x^20 + x^19 + 57,2^9 * 3 * 5^3 * 11 * 13 * 31 * 41 * 61 * 101 * 211 * 227 * 541 * 601 * 12161 * 987210821 * 37065878231 * 48277747831 * 1289189482558781
